"cty","Name","High_School_Graduation_Rate_rP_gP_p50"
"cty36109","Tompkins County, NY",0.8976
"cty21235","Whitley County, KY",0.8975
"cty05101","Newton County, AR",0.8975
"cty42027","Centre County, PA",0.8975
"cty35035","Otero County, NM",0.8974
"cty06089","Shasta County, CA",0.8974
"cty19015","Boone County, IA",0.8974
"cty19109","Kossuth County, IA",0.8974
"cty51179","Stafford County, VA",0.8973
"cty29185","St. Clair County, MO",0.8973
"cty51640","Galax city, VA",0.8973
"cty34039","Union County, NJ",0.8972
"cty17075","Iroquois County, IL",0.8972
"cty19183","Washington County, IA",0.8972
"cty38059","Morton County, ND",0.8971
"cty31143","Polk County, NE",0.8971
"cty42105","Potter County, PA",0.8971
"cty40013","Bryan County, OK",0.897
"cty36081","Queens County, NY",0.897
"cty06049","Modoc County, CA",0.897
"cty05003","Ashley County, AR",0.897
"cty19053","Decatur County, IA",0.897
"cty23025","Somerset County, ME",0.8969
"cty38083","Sheridan County, ND",0.8969
"cty46051","Grant County, SD",0.8968
"cty29101","Johnson County, MO",0.8968
"cty39111","Monroe County, OH",0.8968
"cty29209","Stone County, MO",0.8968
"cty42065","Jefferson County, PA",0.8968
"cty05025","Cleveland County, AR",0.8968
"cty40105","Nowata County, OK",0.8967
"cty27163","Washington County, MN",0.8967
"cty05059","Hot Spring County, AR",0.8967
"cty17199","Williamson County, IL",0.8967
"cty39123","Ottawa County, OH",0.8967
"cty21229","Washington County, KY",0.8967
"cty18161","Union County, IN",0.8967
"cty51115","Mathews County, VA",0.8967
"cty25015","Hampshire County, MA",0.8966
"cty48463","Uvalde County, TX",0.8966
"cty53065","Stevens County, WA",0.8965
"cty27101","Murray County, MN",0.8965
"cty48259","Kendall County, TX",0.8965
"cty55123","Vernon County, WI",0.8964
"cty36051","Livingston County, NY",0.8964
"cty25023","Plymouth County, MA",0.8963
"cty17119","Madison County, IL",0.8963
"cty16029","Caribou County, ID",0.8963
"cty17063","Grundy County, IL",0.8963
"cty39133","Portage County, OH",0.8962
"cty17047","Edwards County, IL",0.8962
"cty20207","Woodson County, KS",0.8962
"cty34017","Hudson County, NJ",0.8961
"cty20037","Crawford County, KS",0.8961
"cty24005","Baltimore County, MD",0.8961
"cty36119","Westchester County, NY",0.896
"cty39099","Mahoning County, OH",0.896
"cty55085","Oneida County, WI",0.896
"cty29087","Holt County, MO",0.8959
"cty47059","Greene County, TN",0.8959
"cty31101","Keith County, NE",0.8958
"cty48381","Randall County, TX",0.8957
"cty21215","Spencer County, KY",0.8957
"cty46107","Potter County, SD",0.8956
"cty50019","Orleans County, VT",0.8956
"cty17203","Woodford County, IL",0.8956
"cty05149","Yell County, AR",0.8955
"cty05013","Calhoun County, AR",0.8955
"cty48149","Fayette County, TX",0.8955
"cty19141","O'Brien County, IA",0.8955
"cty31073","Gosper County, NE",0.8954
"cty55129","Washburn County, WI",0.8954
"cty17019","Champaign County, IL",0.8953
"cty30071","Phillips County, MT",0.8953
"cty27153","Todd County, MN",0.8952
"cty19073","Greene County, IA",0.8952
"cty48023","Baylor County, TX",0.8952
"cty19151","Pocahontas County, IA",0.8952
"cty56001","Albany County, WY",0.8952
"cty51650","Hampton city, VA",0.8951
"cty34037","Sussex County, NJ",0.8951
"cty29195","Saline County, MO",0.8951
"cty51025","Brunswick County, VA",0.8951
"cty45061","Lee County, SC",0.8951
"cty06093","Siskiyou County, CA",0.895
"cty19179","Wapello County, IA",0.895
"cty27081","Lincoln County, MN",0.895
"cty17103","Lee County, IL",0.895
"cty56017","Hot Springs County, WY",0.895
"cty30073","Pondera County, MT",0.8949
"cty55067","Langlade County, WI",0.8949
"cty38029","Emmons County, ND",0.8948
"cty48129","Donley County, TX",0.8948
"cty48383","Reagan County, TX",0.8947
"cty54023","Grant County, WV",0.8946
"cty15007","Kauai County, HI",0.8946
"cty06045","Mendocino County, CA",0.8945
"cty29149","Oregon County, MO",0.8945
"cty27145","Stearns County, MN",0.8945
"cty45067","Marion County, SC",0.8945
"cty54019","Fayette County, WV",0.8945
"cty18159","Tipton County, IN",0.8945
"cty08025","Crowley County, CO",0.8945
"cty46019","Butte County, SD",0.8945
"cty30003","Big Horn County, MT",0.8944
"cty48099","Coryell County, TX",0.8944
"cty34035","Somerset County, NJ",0.8944
"cty09007","Middlesex County, CT",0.8944
"cty37125","Moore County, NC",0.8944
"cty02016","Aleutians West Census Area, AK",0.8943
"cty21123","Larue County, KY",0.8943
"cty40119","Payne County, OK",0.8941
"cty24021","Frederick County, MD",0.8941
"cty54099","Wayne County, WV",0.8941
"cty47129","Morgan County, TN",0.8941
"cty20053","Ellsworth County, KS",0.8941
"cty54013","Calhoun County, WV",0.894
"cty56035","Sublette County, WY",0.894
"cty05127","Scott County, AR",0.8939
"cty20099","Labette County, KS",0.8938
"cty34029","Ocean County, NJ",0.8938
"cty05055","Greene County, AR",0.8938
"cty54087","Roane County, WV",0.8938
"cty28147","Walthall County, MS",0.8938
"cty17135","Montgomery County, IL",0.8938
"cty37091","Hertford County, NC",0.8937
"cty41011","Coos County, OR",0.8936
"cty17055","Franklin County, IL",0.8936
"cty21053","Clinton County, KY",0.8936
"cty17111","McHenry County, IL",0.8936
"cty06079","San Luis Obispo County, CA",0.8935
"cty17013","Calhoun County, IL",0.8935
"cty19049","Dallas County, IA",0.8935
"cty51013","Arlington County, VA",0.8934
"cty37043","Clay County, NC",0.8934
"cty30005","Blaine County, MT",0.8933
"cty40079","Le Flore County, OK",0.8932
"cty27009","Benton County, MN",0.8932
"cty19033","Cerro Gordo County, IA",0.8932
"cty46041","Dewey County, SD",0.8931
"cty24025","Harford County, MD",0.8931
"cty51081","Greensville County, VA",0.893
"cty55017","Chippewa County, WI",0.8929
"cty27041","Douglas County, MN",0.8929
"cty17131","Mercer County, IL",0.8929
"cty39051","Fulton County, OH",0.8928
"cty16019","Bonneville County, ID",0.8927
"cty27137","St. Louis County, MN",0.8926
"cty17087","Johnson County, IL",0.8926
"cty31141","Platte County, NE",0.8926
"cty26061","Houghton County, MI",0.8926
"cty02198","Prince of Wales-Hyder Census Area, AK",0.8925
"cty09001","Fairfield County, CT",0.8925
"cty21147","McCreary County, KY",0.8925
"cty29181","Ripley County, MO",0.8925
"cty39037","Darke County, OH",0.8925
"cty20041","Dickinson County, KS",0.8925
"cty51163","Rockbridge County, VA",0.8925
"cty19181","Warren County, IA",0.8925
"cty39147","Seneca County, OH",0.8924
"cty21025","Breathitt County, KY",0.8924
"cty55015","Calumet County, WI",0.8923
"cty05067","Jackson County, AR",0.8923
"cty08093","Park County, CO",0.8923
"cty31049","Deuel County, NE",0.8923
"cty20143","Ottawa County, KS",0.8923
"cty38001","Adams County, ND",0.8923
"cty06057","Nevada County, CA",0.8922
"cty54091","Taylor County, WV",0.8922
"cty19011","Benton County, IA",0.8922
"cty06007","Butte County, CA",0.8921
"cty41015","Curry County, OR",0.8921
"cty48221","Hood County, TX",0.8921
"cty01057","Fayette County, AL",0.8921
"cty29229","Wright County, MO",0.8921
"cty23031","York County, ME",0.892
"cty38045","LaMoure County, ND",0.892
"cty47089","Jefferson County, TN",0.892
"cty55137","Waushara County, WI",0.892
"cty38105","Williams County, ND",0.8919
"cty30081","Ravalli County, MT",0.8919
"cty17193","White County, IL",0.8919
"cty41039","Lane County, OR",0.8918
"cty16023","Butte County, ID",0.8918
"cty42073","Lawrence County, PA",0.8918
"cty55087","Outagamie County, WI",0.8917
"cty48225","Houston County, TX",0.8917
"cty55065","Lafayette County, WI",0.8917
"cty34013","Essex County, NJ",0.8916
"cty20151","Pratt County, KS",0.8916
"cty25027","Worcester County, MA",0.8915
"cty39041","Delaware County, OH",0.8915
"cty21151","Madison County, KY",0.8915
"cty47019","Carter County, TN",0.8914
"cty17057","Fulton County, IL",0.8914
"cty30087","Rosebud County, MT",0.8913
"cty51101","King William County, VA",0.8913
"cty20087","Jefferson County, KS",0.8913
"cty51199","York County, VA",0.8913
"cty36015","Chemung County, NY",0.8913
"cty05031","Craighead County, AR",0.8913
"cty46101","Moody County, SD",0.8911
"cty06035","Lassen County, CA",0.8911
"cty36045","Jefferson County, NY",0.8911
"cty08003","Alamosa County, CO",0.8911
"cty51119","Middlesex County, VA",0.8911
"cty51067","Franklin County, VA",0.8911
"cty23001","Androscoggin County, ME",0.891
"cty47035","Cumberland County, TN",0.891
"cty24045","Wicomico County, MD",0.891
"cty50001","Addison County, VT",0.891
"cty36087","Rockland County, NY",0.8909
"cty54073","Pleasants County, WV",0.8909
"cty08095","Phillips County, CO",0.8909
"cty55029","Door County, WI",0.8909
"cty21167","Mercer County, KY",0.8909
"cty13201","Miller County, GA",0.8907
"cty47017","Carroll County, TN",0.8907
"cty48475","Ward County, TX",0.8907
"cty30105","Valley County, MT",0.8907
"cty51143","Pittsylvania County, VA",0.8907
"cty41035","Klamath County, OR",0.8906
"cty49019","Grand County, UT",0.8906
"cty46035","Davison County, SD",0.8905
"cty02290","Yukon-Koyukuk Census Area, AK",0.8905
"cty06023","Humboldt County, CA",0.8905
"cty31177","Washington County, NE",0.8905
"cty31039","Cuming County, NE",0.8905
"cty47001","Anderson County, TN",0.8905
"cty36065","Oneida County, NY",0.8905
"cty30095","Stillwater County, MT",0.8905
"cty24017","Charles County, MD",0.8904
"cty27063","Jackson County, MN",0.8904
"cty42035","Clinton County, PA",0.8904
"cty37031","Carteret County, NC",0.8903
"cty55125","Vilas County, WI",0.8903
"cty53037","Kittitas County, WA",0.8903
"cty39009","Athens County, OH",0.8902
"cty08075","Logan County, CO",0.8902
"cty17003","Alexander County, IL",0.8901
"cty41045","Malheur County, OR",0.8901
"cty44009","Washington County, RI",0.89
"cty18173","Warrick County, IN",0.89
"cty42031","Clarion County, PA",0.8899
"cty35028","Los Alamos County, NM",0.8899
"cty05089","Marion County, AR",0.8898
"cty31001","Adams County, NE",0.8898
"cty54079","Putnam County, WV",0.8898
"cty19127","Marshall County, IA",0.8898
"cty46023","Charles Mix County, SD",0.8897
"cty26141","Presque Isle County, MI",0.8897
"cty34015","Gloucester County, NJ",0.8897
"cty50023","Washington County, VT",0.8896
"cty36113","Warren County, NY",0.8896
"cty31137","Phelps County, NE",0.8896
"cty35055","Taos County, NM",0.8895
"cty29043","Christian County, MO",0.8895
"cty17029","Coles County, IL",0.8895
"cty47025","Claiborne County, TN",0.8895
"cty05051","Garland County, AR",0.8894
"cty40007","Beaver County, OK",0.8894
"cty21017","Bourbon County, KY",0.8894
"cty31111","Lincoln County, NE",0.8894
"cty55069","Lincoln County, WI",0.8894
"cty55025","Dane County, WI",0.8892
"cty17123","Marshall County, IL",0.8892
"cty48179","Gray County, TX",0.8892
"cty17021","Christian County, IL",0.8892
"cty36013","Chautauqua County, NY",0.8891
"cty20091","Johnson County, KS",0.8891
"cty48471","Walker County, TX",0.8891
"cty01099","Monroe County, AL",0.8891
"cty36073","Orleans County, NY",0.8891
"cty51015","Augusta County, VA",0.8891
"cty48503","Young County, TX",0.8891
"cty46099","Minnehaha County, SD",0.889
"cty40091","McIntosh County, OK",0.889
"cty29063","DeKalb County, MO",0.889
"cty31181","Webster County, NE",0.889
"cty18127","Porter County, IN",0.8889
"cty12087","Monroe County, FL",0.8889
"cty39117","Morrow County, OH",0.8889
"cty27113","Pennington County, MN",0.8889
"cty48013","Atascosa County, TX",0.8889
"cty05027","Columbia County, AR",0.8888
"cty23015","Lincoln County, ME",0.8888
"cty51009","Amherst County, VA",0.8887
"cty55031","Douglas County, WI",0.8886
"cty48027","Bell County, TX",0.8886
"cty06015","Del Norte County, CA",0.8886
"cty20195","Trego County, KS",0.8886
"cty20197","Wabaunsee County, KS",0.8886
"cty48379","Rains County, TX",0.8886
"cty40001","Adair County, OK",0.8885
"cty21137","Lincoln County, KY",0.8885
"cty05033","Crawford County, AR",0.8884
"cty20139","Osage County, KS",0.8884
"cty19129","Mills County, IA",0.8882
"cty20107","Linn County, KS",0.8882
"cty39109","Miami County, OH",0.8882
"cty51087","Henrico County, VA",0.8881
"cty50015","Lamoille County, VT",0.8881
"cty06033","Lake County, CA",0.888
"cty27045","Fillmore County, MN",0.888
"cty28019","Choctaw County, MS",0.888
"cty17045","Edgar County, IL",0.888
"cty08061","Kiowa County, CO",0.888
"cty16011","Bingham County, ID",0.8879
"cty23005","Cumberland County, ME",0.8879
"cty16077","Power County, ID",0.8879
"cty17165","Saline County, IL",0.8879
"cty19099","Jasper County, IA",0.8879
"cty42077","Lehigh County, PA",0.8878
"cty20121","Miami County, KS",0.8878
"cty27157","Wabasha County, MN",0.8878
"cty19045","Clinton County, IA",0.8878
"cty19013","Black Hawk County, IA",0.8878
"cty46109","Roberts County, SD",0.8877
"cty22089","St. Charles Parish, LA",0.8877
"cty27061","Itasca County, MN",0.8876
"cty55133","Waukesha County, WI",0.8876
"cty21149","McLean County, KY",0.8876
"cty19081","Hancock County, IA",0.8876
"cty17107","Logan County, IL",0.8876
"cty21177","Muhlenberg County, KY",0.8876
"cty16075","Payette County, ID",0.8876
"cty19163","Scott County, IA",0.8875
"cty55005","Barron County, WI",0.8875
"cty38091","Steele County, ND",0.8875
"cty40077","Latimer County, OK",0.8874
"cty16005","Bannock County, ID",0.8874
"cty40061","Haskell County, OK",0.8874
"cty49049","Utah County, UT",0.8874
"cty23011","Kennebec County, ME",0.8873
"cty29121","Macon County, MO",0.8873
"cty36009","Cattaraugus County, NY",0.8872
"cty18063","Hendricks County, IN",0.8872
"cty29123","Madison County, MO",0.8872
"cty31083","Harlan County, NE",0.8871
"cty48043","Brewster County, TX",0.8871
"cty27043","Faribault County, MN",0.8871
"cty42009","Bedford County, PA",0.887
"cty22087","St. Bernard Parish, LA",0.887
"cty06067","Sacramento County, CA",0.8868
"cty24011","Caroline County, MD",0.8868
"cty18007","Benton County, IN",0.8868
"cty21071","Floyd County, KY",0.8868
"cty19093","Ida County, IA",0.8868
"cty56013","Fremont County, WY",0.8867
"cty40029","Coal County, OK",0.8867
"cty06081","San Mateo County, CA",0.8867
"cty27093","Meeker County, MN",0.8867
"cty19059","Dickinson County, IA",0.8867
"cty36069","Ontario County, NY",0.8867
"cty48477","Washington County, TX",0.8867
"cty53063","Spokane County, WA",0.8866
"cty09009","New Haven County, CT",0.8866
"cty46089","McPherson County, SD",0.8866
"cty31109","Lancaster County, NE",0.8865
"cty44007","Providence County, RI",0.8865
"cty30031","Gallatin County, MT",0.8865
"cty46025","Clark County, SD",0.8865
"cty19085","Harrison County, IA",0.8865
"cty36095","Schoharie County, NY",0.8865
"cty56015","Goshen County, WY",0.8865
"cty20061","Geary County, KS",0.8865
"cty51690","Martinsville city, VA",0.8864
"cty45013","Beaufort County, SC",0.8863
"cty39173","Wood County, OH",0.8863
"cty36097","Schuyler County, NY",0.8863
"cty39107","Mercer County, OH",0.8863
"cty21039","Carlisle County, KY",0.8863
"cty13279","Toombs County, GA",0.8862
"cty39103","Medina County, OH",0.8862
"cty42037","Columbia County, PA",0.8862
"cty21061","Edmonson County, KY",0.8862
"cty39045","Fairfield County, OH",0.8862
"cty17083","Jersey County, IL",0.8861
"cty39127","Perry County, OH",0.8861
"cty27007","Beltrami County, MN",0.886
"cty21159","Martin County, KY",0.886
"cty21045","Casey County, KY",0.886
"cty47183","Weakley County, TN",0.886
"cty36077","Otsego County, NY",0.886
"cty37099","Jackson County, NC",0.8859
"cty39105","Meigs County, OH",0.8859
"cty54097","Upshur County, WV",0.8859
"cty36025","Delaware County, NY",0.8859
"cty21043","Carter County, KY",0.8859
"cty54045","Logan County, WV",0.8859
"cty31107","Knox County, NE",0.8858
"cty30013","Cascade County, MT",0.8858
"cty21161","Mason County, KY",0.8858
"cty54107","Wood County, WV",0.8858
"cty56039","Teton County, WY",0.8858
"cty41033","Josephine County, OR",0.8857
"cty17197","Will County, IL",0.8857
"cty17173","Shelby County, IL",0.8857
"cty16017","Bonner County, ID",0.8857
"cty29213","Taney County, MO",0.8857
"cty49011","Davis County, UT",0.8856
"cty56009","Converse County, WY",0.8856
"cty19145","Page County, IA",0.8856
"cty06113","Yolo County, CA",0.8855
"cty25009","Essex County, MA",0.8855
"cty21193","Perry County, KY",0.8855
"cty21175","Morgan County, KY",0.8854
"cty56023","Lincoln County, WY",0.8854
"cty51175","Southampton County, VA",0.8854
"cty20165","Rush County, KS",0.8854
"cty24009","Calvert County, MD",0.8853
"cty17127","Massac County, IL",0.8853
"cty17099","LaSalle County, IL",0.8853
"cty38071","Ramsey County, ND",0.8852
"cty05085","Lonoke County, AR",0.8852
"cty16067","Minidoka County, ID",0.8852
"cty29081","Harrison County, MO",0.8852
"cty05077","Lee County, AR",0.8852
"cty01085","Lowndes County, AL",0.8851
"cty51790","Staunton city, VA",0.8851
"cty34041","Warren County, NJ",0.8851
"cty17187","Warren County, IL",0.8851
"cty39083","Knox County, OH",0.8851
"cty54061","Monongalia County, WV",0.885
"cty42097","Northumberland County, PA",0.885
"cty36105","Sullivan County, NY",0.885
"cty36031","Essex County, NY",0.885
"cty29067","Douglas County, MO",0.8849
"cty41057","Tillamook County, OR",0.8849
"cty48199","Hardin County, TX",0.8849
"cty28029","Copiah County, MS",0.8846
"cty54039","Kanawha County, WV",0.8846
"cty19003","Adams County, IA",0.8846
"cty34009","Cape May County, NJ",0.8846
"cty48147","Fannin County, TX",0.8845
"cty19153","Polk County, IA",0.8845
"cty27111","Otter Tail County, MN",0.8844
"cty31135","Perkins County, NE",0.8844
"cty36111","Ulster County, NY",0.8844
"cty36091","Saratoga County, NY",0.8844
"cty37175","Transylvania County, NC",0.8844
"cty56021","Laramie County, WY",0.8843
"cty19007","Appanoose County, IA",0.8843
"cty48233","Hutchinson County, TX",0.8843
"cty05081","Little River County, AR",0.8843
"cty31025","Cass County, NE",0.8842
"cty48077","Clay County, TX",0.8842
"cty17113","McLean County, IL",0.8842
"cty26007","Alpena County, MI",0.8842
"cty40107","Okfuskee County, OK",0.8841
"cty51550","Chesapeake city, VA",0.8841
"cty19173","Taylor County, IA",0.8841
"cty31155","Saunders County, NE",0.8841
"cty22011","Beauregard Parish, LA",0.8841
"cty28051","Holmes County, MS",0.884
"cty01133","Winston County, AL",0.884
"cty27023","Chippewa County, MN",0.8839
"cty08071","Las Animas County, CO",0.8839
"cty05103","Ouachita County, AR",0.8839
"cty04003","Cochise County, AZ",0.8838
"cty05041","Desha County, AR",0.8838
"cty48189","Hale County, TX",0.8838
"cty39157","Tuscarawas County, OH",0.8838
"cty24019","Dorchester County, MD",0.8838
"cty16055","Kootenai County, ID",0.8837
"cty05125","Saline County, AR",0.8837
"cty21101","Henderson County, KY",0.8837
"cty47177","Warren County, TN",0.8837
"cty55081","Monroe County, WI",0.8836
"cty53049","Pacific County, WA",0.8836
"cty36053","Madison County, NY",0.8836
"cty39161","Van Wert County, OH",0.8836
"cty08069","Larimer County, CO",0.8835
"cty51117","Mecklenburg County, VA",0.8835
"cty39079","Jackson County, OH",0.8835
"cty21089","Greenup County, KY",0.8835
"cty30017","Custer County, MT",0.8834
"cty19031","Cedar County, IA",0.8834
"cty35007","Colfax County, NM",0.8834
"cty45029","Colleton County, SC",0.8834
"cty01119","Sumter County, AL",0.8834
"cty36117","Wayne County, NY",0.8834
"cty27037","Dakota County, MN",0.8833
"cty21033","Caldwell County, KY",0.8833
"cty17017","Cass County, IL",0.8833
"cty51061","Fauquier County, VA",0.8833
"cty48277","Lamar County, TX",0.8832
"cty45081","Saluda County, SC",0.8832
"cty20021","Cherokee County, KS",0.8831
"cty25005","Bristol County, MA",0.8831
"cty51159","Richmond County, VA",0.8831
"cty39137","Putnam County, OH",0.8831
"cty36007","Broome County, NY",0.8831
"cty31119","Madison County, NE",0.883
"cty36121","Wyoming County, NY",0.883
"cty38063","Nelson County, ND",0.883
"cty27123","Ramsey County, MN",0.8829
"cty08119","Teller County, CO",0.8829
"cty47073","Hawkins County, TN",0.8829
"cty18069","Huntington County, IN",0.8829
"cty13145","Harris County, GA",0.8829
"cty17121","Marion County, IL",0.8829
"cty31065","Furnas County, NE",0.8829
"cty46029","Codington County, SD",0.8828
"cty54025","Greenbrier County, WV",0.8828
"cty35027","Lincoln County, NM",0.8827
"cty21227","Warren County, KY",0.8827
"cty18057","Hamilton County, IN",0.8827
"cty42101","Philadelphia County, PA",0.8826
"cty51680","Lynchburg city, VA",0.8826
"cty17101","Lawrence County, IL",0.8826
"cty27027","Clay County, MN",0.8825
"cty39027","Clinton County, OH",0.8825
"cty47041","DeKalb County, TN",0.8825
"cty27067","Kandiyohi County, MN",0.8824
"cty56045","Weston County, WY",0.8824
"cty17167","Sangamon County, IL",0.8824
"cty06109","Tuolumne County, CA",0.8824
"cty40127","Pushmataha County, OK",0.8823
"cty39145","Scioto County, OH",0.8823
"cty04017","Navajo County, AZ",0.8823
"cty31131","Otoe County, NE",0.8823
"cty37115","Madison County, NC",0.8823
"cty08073","Lincoln County, CO",0.8823
"cty18165","Vermillion County, IN",0.8823
"cty29157","Perry County, MO",0.8823
"cty54059","Mingo County, WV",0.8822
"cty48197","Hardeman County, TX",0.8822
"cty17163","St. Clair County, IL",0.8821
"cty27099","Mower County, MN",0.8821
"cty51125","Nelson County, VA",0.8821
"cty46011","Brookings County, SD",0.8821
"cty06059","Orange County, CA",0.882
"cty27049","Goodhue County, MN",0.882
"cty30091","Sheridan County, MT",0.882
"cty29205","Shelby County, MO",0.882
"cty18181","White County, IN",0.882
"cty48205","Hartley County, TX",0.882
"cty01091","Marengo County, AL",0.8819
"cty17093","Kendall County, IL",0.8819
"cty06043","Mariposa County, CA",0.8819
"cty01011","Bullock County, AL",0.8819
"cty31105","Kimball County, NE",0.8819
"cty08043","Fremont County, CO",0.8818
"cty51171","Shenandoah County, VA",0.8817
"cty51001","Accomack County, VA",0.8817
"cty19071","Fremont County, IA",0.8816
"cty48089","Colorado County, TX",0.8816
"cty41053","Polk County, OR",0.8815
"cty08039","Elbert County, CO",0.8815
"cty54011","Cabell County, WV",0.8815
"cty55001","Adams County, WI",0.8814
"cty12017","Citrus County, FL",0.8814
"cty31037","Colfax County, NE",0.8814
"cty05131","Sebastian County, AR",0.8813
"cty24033","Prince George's County, MD",0.8813
"cty17177","Stephenson County, IL",0.8813
"cty54047","McDowell County, WV",0.8813
"cty51085","Hanover County, VA",0.8813
"cty46093","Meade County, SD",0.8812
"cty20045","Douglas County, KS",0.8812
"cty55061","Kewaunee County, WI",0.8812
"cty39085","Lake County, OH",0.8812
"cty21185","Oldham County, KY",0.8812
"cty27135","Roseau County, MN",0.8811
"cty51099","King George County, VA",0.881
"cty48445","Terry County, TX",0.881
"cty29089","Howard County, MO",0.881
"cty30047","Lake County, MT",0.8809
"cty51041","Chesterfield County, VA",0.8809
"cty54043","Lincoln County, WV",0.8809
"cty18079","Jennings County, IN",0.8809
"cty16063","Lincoln County, ID",0.8809
"cty31047","Dawson County, NE",0.8809
"cty31045","Dawes County, NE",0.8808
"cty39097","Madison County, OH",0.8808
"cty39115","Morgan County, OH",0.8808
"cty23027","Waldo County, ME",0.8808
"cty48141","El Paso County, TX",0.8807
"cty36017","Chenango County, NY",0.8807
"cty36023","Cortland County, NY",0.8807
"cty06073","San Diego County, CA",0.8806
"cty05069","Jefferson County, AR",0.8806
"cty27013","Blue Earth County, MN",0.8806
"cty41017","Deschutes County, OR",0.8805
"cty23019","Penobscot County, ME",0.8805
"cty16051","Jefferson County, ID",0.8805
"cty18075","Jay County, IN",0.8805
"cty55059","Kenosha County, WI",0.8804
"cty40131","Rogers County, OK",0.8804
"cty37131","Northampton County, NC",0.8804
"cty37199","Yancey County, NC",0.8804
"cty17095","Knox County, IL",0.8803
"cty19113","Linn County, IA",0.8802
"cty46043","Douglas County, SD",0.8801
"cty17091","Kankakee County, IL",0.8801
"cty13109","Evans County, GA",0.8801
"cty32017","Lincoln County, NV",0.8801
"cty38067","Pembina County, ND",0.88
"cty37143","Perquimans County, NC",0.88
"cty29127","Marion County, MO",0.88
"cty40063","Hughes County, OK",0.8799
"cty37093","Hoke County, NC",0.8799
"cty05063","Independence County, AR",0.8799
"cty40115","Ottawa County, OK",0.8798
"cty17081","Jefferson County, IL",0.8798
"cty39119","Muskingum County, OH",0.8797
"cty48317","Martin County, TX",0.8797
"cty20035","Cowley County, KS",0.8796
"cty48491","Williamson County, TX",0.8796
"cty47131","Obion County, TN",0.8796
"cty16031","Cassia County, ID",0.8796
"cty27073","Lac qui Parle County, MN",0.8796
"cty19069","Franklin County, IA",0.8796
"cty26111","Midland County, MI",0.8795
"cty12091","Okaloosa County, FL",0.8795
"cty09003","Hartford County, CT",0.8795
"cty01031","Coffee County, AL",0.8795
"cty55117","Sheboygan County, WI",0.8795
"cty39019","Carroll County, OH",0.8795
"cty49039","Sanpete County, UT",0.8795
"cty54103","Wetzel County, WV",0.8795
"cty39143","Sandusky County, OH",0.8795
"cty16001","Ada County, ID",0.8794
"cty51810","Virginia Beach city, VA",0.8793
"cty37189","Watauga County, NC",0.8793
"cty05111","Poinsett County, AR",0.8793
"cty21013","Bell County, KY",0.8793
"cty39029","Columbiana County, OH",0.8792
"cty55039","Fond du Lac County, WI",0.8792
"cty49003","Box Elder County, UT",0.8791
"cty48005","Angelina County, TX",0.8791
"cty42067","Juniata County, PA",0.8791
"cty08037","Eagle County, CO",0.8791
"cty37153","Richmond County, NC",0.879
"cty17031","Cook County, IL",0.879
"cty39153","Summit County, OH",0.879
"cty01071","Jackson County, AL",0.8789
"cty47171","Unicoi County, TN",0.8789
"cty08051","Gunnison County, CO",0.8789
"cty29147","Nodaway County, MO",0.8789
"cty08005","Arapahoe County, CO",0.8788
"cty27053","Hennepin County, MN",0.8787
"cty42049","Erie County, PA",0.8787
"cty36037","Genesee County, NY",0.8787
"cty21191","Pendleton County, KY",0.8787
"cty12035","Flagler County, FL",0.8787
"cty06103","Tehama County, CA",0.8786
"cty47093","Knox County, TN",0.8785
"cty06085","Santa Clara County, CA",0.8785
"cty29017","Bollinger County, MO",0.8785
"cty16079","Shoshone County, ID",0.8785
"cty17137","Morgan County, IL",0.8785
"cty20125","Montgomery County, KS",0.8784
"cty08045","Garfield County, CO",0.8784
"cty39159","Union County, OH",0.8784
"cty53075","Whitman County, WA",0.8784
"cty42089","Monroe County, PA",0.8784
"cty06009","Calaveras County, CA",0.8784
"cty48049","Brown County, TX",0.8784
"cty48313","Madison County, TX",0.8783
"cty27047","Freeborn County, MN",0.8783
"cty17179","Tazewell County, IL",0.8783
"cty06013","Contra Costa County, CA",0.8782
"cty21221","Trigg County, KY",0.8782
"cty08085","Montrose County, CO",0.8782
"cty29167","Polk County, MO",0.8782
"cty48395","Robertson County, TX",0.8781
"cty36083","Rensselaer County, NY",0.8781
"cty22117","Washington Parish, LA",0.878
"cty29045","Clark County, MO",0.878
"cty19103","Johnson County, IA",0.878
"cty40075","Kiowa County, OK",0.8779
"cty48253","Jones County, TX",0.8778
"cty22115","Vernon Parish, LA",0.8777
"cty02130","Ketchikan Gateway Borough, AK",0.8777
"cty29169","Pulaski County, MO",0.8777
"cty13113","Fayette County, GA",0.8777
"cty29103","Knox County, MO",0.8777
"cty48207","Haskell County, TX",0.8777
"cty20205","Wilson County, KS",0.8777
"cty29029","Camden County, MO",0.8777
"cty40089","McCurtain County, OK",0.8776
"cty31077","Greeley County, NE",0.8776
"cty55009","Brown County, WI",0.8775
"cty47143","Rhea County, TN",0.8775
"cty28159","Winston County, MS",0.8775
"cty36107","Tioga County, NY",0.8775
"cty48293","Limestone County, TX",0.8775
"cty51177","Spotsylvania County, VA",0.8775
"cty26055","Grand Traverse County, MI",0.8774
"cty48421","Sherman County, TX",0.8774
"cty29013","Bates County, MO",0.8774
"cty38085","Sioux County, ND",0.8773
"cty31041","Custer County, NE",0.8773
"cty27133","Rock County, MN",0.8773
"cty36089","St. Lawrence County, NY",0.8772
