"cty","Name","High_School_Graduation_Rate_rP_gP_p25"
"cty19147","Palo Alto County, IA",0.8431
"cty19187","Webster County, IA",0.8431
"cty19031","Cedar County, IA",0.843
"cty48199","Hardin County, TX",0.843
"cty35053","Socorro County, NM",0.8429
"cty38053","McKenzie County, ND",0.8428
"cty36029","Erie County, NY",0.8428
"cty26151","Sanilac County, MI",0.8428
"cty23019","Penobscot County, ME",0.8427
"cty34023","Middlesex County, NJ",0.8427
"cty02110","Juneau City and Borough, AK",0.8427
"cty27005","Becker County, MN",0.8426
"cty31153","Sarpy County, NE",0.8426
"cty46067","Hutchinson County, SD",0.8426
"cty20019","Chautauqua County, KS",0.8426
"cty12059","Holmes County, FL",0.8426
"cty42111","Somerset County, PA",0.8424
"cty21033","Caldwell County, KY",0.8424
"cty51179","Stafford County, VA",0.8423
"cty42061","Huntingdon County, PA",0.8423
"cty19007","Appanoose County, IA",0.8423
"cty26007","Alpena County, MI",0.8423
"cty35028","Los Alamos County, NM",0.8423
"cty26041","Delta County, MI",0.8421
"cty19035","Cherokee County, IA",0.8421
"cty47063","Hamblen County, TN",0.8419
"cty21229","Washington County, KY",0.8418
"cty51520","Bristol city, VA",0.8418
"cty27137","St. Louis County, MN",0.8417
"cty42009","Bedford County, PA",0.8417
"cty54101","Webster County, WV",0.8415
"cty21055","Crittenden County, KY",0.8414
"cty27093","Meeker County, MN",0.8413
"cty31077","Greeley County, NE",0.8411
"cty44003","Kent County, RI",0.8411
"cty55037","Florence County, WI",0.8411
"cty49019","Grand County, UT",0.8409
"cty48275","Knox County, TX",0.8407
"cty54023","Grant County, WV",0.8406
"cty26089","Leelanau County, MI",0.8402
"cty17001","Adams County, IL",0.8402
"cty50001","Addison County, VT",0.8402
"cty31141","Platte County, NE",0.8401
"cty51029","Buckingham County, VA",0.8401
"cty55129","Washburn County, WI",0.84
"cty47181","Wayne County, TN",0.84
"cty05089","Marion County, AR",0.8399
"cty21127","Lawrence County, KY",0.8399
"cty51059","Fairfax County, VA",0.8398
"cty27157","Wabasha County, MN",0.8398
"cty47141","Putnam County, TN",0.8398
"cty47175","Van Buren County, TN",0.8397
"cty51019","Bedford County, VA",0.8397
"cty46101","Moody County, SD",0.8396
"cty35027","Lincoln County, NM",0.8396
"cty72127","San Juan Municipio, PR",0.8396
"cty51095","James City County, VA",0.8396
"cty17049","Effingham County, IL",0.8395
"cty51195","Wise County, VA",0.8395
"cty42023","Cameron County, PA",0.8394
"cty05017","Chicot County, AR",0.8393
"cty31137","Phelps County, NE",0.8393
"cty48043","Brewster County, TX",0.8391
"cty08027","Custer County, CO",0.839
"cty54079","Putnam County, WV",0.839
"cty27027","Clay County, MN",0.8387
"cty31173","Thurston County, NE",0.8386
"cty51181","Surry County, VA",0.8386
"cty08119","Teller County, CO",0.8386
"cty16035","Clearwater County, ID",0.8385
"cty39111","Monroe County, OH",0.8385
"cty54077","Preston County, WV",0.8385
"cty48371","Pecos County, TX",0.8384
"cty23031","York County, ME",0.8382
"cty49017","Garfield County, UT",0.8382
"cty19135","Monroe County, IA",0.8382
"cty19099","Jasper County, IA",0.8382
"cty19057","Des Moines County, IA",0.8382
"cty39175","Wyandot County, OH",0.8381
"cty51035","Carroll County, VA",0.8381
"cty29121","Macon County, MO",0.838
"cty54035","Jackson County, WV",0.838
"cty31037","Colfax County, NE",0.838
"cty38075","Renville County, ND",0.838
"cty47081","Hickman County, TN",0.8378
"cty05127","Scott County, AR",0.8378
"cty06045","Mendocino County, CA",0.8377
"cty48403","Sabine County, TX",0.8376
"cty30093","Silver Bow County, MT",0.8374
"cty47183","Weakley County, TN",0.8374
"cty36085","Richmond County, NY",0.8374
"cty19127","Marshall County, IA",0.8374
"cty21019","Boyd County, KY",0.8372
"cty48483","Wheeler County, TX",0.8371
"cty16059","Lemhi County, ID",0.8371
"cty05005","Baxter County, AR",0.8371
"cty54021","Gilmer County, WV",0.8371
"cty34029","Ocean County, NJ",0.8368
"cty36043","Herkimer County, NY",0.8367
"cty55045","Green County, WI",0.8367
"cty19103","Johnson County, IA",0.8367
"cty06079","San Luis Obispo County, CA",0.8366
"cty55031","Douglas County, WI",0.8363
"cty31123","Morrill County, NE",0.8363
"cty20001","Allen County, KS",0.8363
"cty31155","Saunders County, NE",0.8363
"cty40119","Payne County, OK",0.8362
"cty05097","Montgomery County, AR",0.8362
"cty20027","Clay County, KS",0.8362
"cty53023","Garfield County, WA",0.836
"cty51021","Bland County, VA",0.836
"cty49021","Iron County, UT",0.8358
"cty05117","Prairie County, AR",0.8356
"cty17199","Williamson County, IL",0.8356
"cty55095","Polk County, WI",0.8356
"cty21091","Hancock County, KY",0.8356
"cty21199","Pulaski County, KY",0.8356
"cty36063","Niagara County, NY",0.8355
"cty55077","Marquette County, WI",0.8355
"cty42027","Centre County, PA",0.8355
"cty53059","Skamania County, WA",0.8354
"cty54015","Clay County, WV",0.8354
"cty42105","Potter County, PA",0.8354
"cty02070","Dillingham Census Area, AK",0.8353
"cty16017","Bonner County, ID",0.8353
"cty20091","Johnson County, KS",0.8352
"cty30017","Custer County, MT",0.8352
"cty17047","Edwards County, IL",0.8352
"cty34037","Sussex County, NJ",0.8351
"cty05103","Ouachita County, AR",0.8351
"cty29005","Atchison County, MO",0.835
"cty19145","Page County, IA",0.835
"cty29085","Hickory County, MO",0.8348
"cty55067","Langlade County, WI",0.8347
"cty39133","Portage County, OH",0.8346
"cty39105","Meigs County, OH",0.8346
"cty51083","Halifax County, VA",0.8345
"cty55107","Rusk County, WI",0.8344
"cty36051","Livingston County, NY",0.8344
"cty26031","Cheboygan County, MI",0.8341
"cty51036","Charles City County, VA",0.8341
"cty39161","Van Wert County, OH",0.834
"cty55027","Dodge County, WI",0.834
"cty55005","Barron County, WI",0.834
"cty48101","Cottle County, TX",0.8339
"cty51121","Montgomery County, VA",0.8338
"cty17069","Hardin County, IL",0.8337
"cty48381","Randall County, TX",0.8336
"cty55133","Waukesha County, WI",0.8336
"cty47033","Crockett County, TN",0.8335
"cty19173","Taylor County, IA",0.8334
"cty27029","Clearwater County, MN",0.8333
"cty36103","Suffolk County, NY",0.8333
"cty49049","Utah County, UT",0.8332
"cty48059","Callahan County, TX",0.8331
"cty46137","Ziebach County, SD",0.833
"cty12125","Union County, FL",0.833
"cty12129","Wakulla County, FL",0.833
"cty12035","Flagler County, FL",0.833
"cty36017","Chenango County, NY",0.8329
"cty21061","Edmonson County, KY",0.8329
"cty46015","Brule County, SD",0.8329
"cty56009","Converse County, WY",0.8328
"cty21215","Spencer County, KY",0.8326
"cty38009","Bottineau County, ND",0.8323
"cty54055","Mercer County, WV",0.8321
"cty37103","Jones County, NC",0.8321
"cty05059","Hot Spring County, AR",0.8321
"cty48191","Hall County, TX",0.8321
"cty29015","Benton County, MO",0.832
"cty47095","Lake County, TN",0.8319
"cty39019","Carroll County, OH",0.8318
"cty21207","Russell County, KY",0.8318
"cty20165","Rush County, KS",0.8318
"cty36109","Tompkins County, NY",0.8318
"cty46099","Minnehaha County, SD",0.8316
"cty31011","Boone County, NE",0.8315
"cty05065","Izard County, AR",0.8315
"cty56013","Fremont County, WY",0.8313
"cty54001","Barbour County, WV",0.8313
"cty27065","Kanabec County, MN",0.8313
"cty08021","Conejos County, CO",0.8312
"cty53075","Whitman County, WA",0.8311
"cty19175","Union County, IA",0.8311
"cty38071","Ramsey County, ND",0.831
"cty40131","Rogers County, OK",0.8309
"cty55087","Outagamie County, WI",0.8309
"cty47123","Monroe County, TN",0.8309
"cty46035","Davison County, SD",0.8307
"cty02130","Ketchikan Gateway Borough, AK",0.8307
"cty37041","Chowan County, NC",0.8307
"cty09007","Middlesex County, CT",0.8307
"cty39147","Seneca County, OH",0.8306
"cty25027","Worcester County, MA",0.8305
"cty51830","Williamsburg city, VA",0.8305
"cty20119","Meade County, KS",0.8305
"cty31041","Custer County, NE",0.8305
"cty56029","Park County, WY",0.8303
"cty41039","Lane County, OR",0.8302
"cty27141","Sherburne County, MN",0.8302
"cty08089","Otero County, CO",0.8302
"cty28021","Claiborne County, MS",0.8302
"cty21143","Lyon County, KY",0.8302
"cty26043","Dickinson County, MI",0.8301
"cty19047","Crawford County, IA",0.8301
"cty40067","Jefferson County, OK",0.83
"cty17003","Alexander County, IL",0.8299
"cty24023","Garrett County, MD",0.8299
"cty45027","Clarendon County, SC",0.8299
"cty31097","Johnson County, NE",0.8299
"cty40063","Hughes County, OK",0.8298
"cty30041","Hill County, MT",0.8298
"cty31101","Keith County, NE",0.8298
"cty50023","Washington County, VT",0.8298
"cty54005","Boone County, WV",0.8297
"cty54045","Logan County, WV",0.8297
"cty46011","Brookings County, SD",0.8297
"cty49001","Beaver County, UT",0.8297
"cty29101","Johnson County, MO",0.8296
"cty44009","Washington County, RI",0.8295
"cty05125","Saline County, AR",0.8294
"cty38057","Mercer County, ND",0.8294
"cty16063","Lincoln County, ID",0.8294
"cty31115","Loup County, NE",0.8294
"cty36073","Orleans County, NY",0.8294
"cty29153","Ozark County, MO",0.8293
"cty36001","Albany County, NY",0.8292
"cty34017","Hudson County, NJ",0.8291
"cty05113","Polk County, AR",0.829
"cty20107","Linn County, KS",0.829
"cty19067","Floyd County, IA",0.829
"cty36003","Allegany County, NY",0.8289
"cty51031","Campbell County, VA",0.8289
"cty54093","Tucker County, WV",0.8288
"cty55117","Sheboygan County, WI",0.8287
"cty29029","Camden County, MO",0.8287
"cty46033","Custer County, SD",0.8285
"cty17191","Wayne County, IL",0.8285
"cty21165","Menifee County, KY",0.8284
"cty55053","Jackson County, WI",0.8283
"cty17081","Jefferson County, IL",0.8283
"cty39041","Delaware County, OH",0.8283
"cty27047","Freeborn County, MN",0.8283
"cty42035","Clinton County, PA",0.8282
"cty17119","Madison County, IL",0.8279
"cty49003","Box Elder County, UT",0.8279
"cty39051","Fulton County, OH",0.8279
"cty48225","Houston County, TX",0.8278
"cty22089","St. Charles Parish, LA",0.8278
"cty32029","Storey County, NV",0.8278
"cty36089","St. Lawrence County, NY",0.8277
"cty47107","McMinn County, TN",0.8277
"cty34035","Somerset County, NJ",0.8276
"cty55113","Sawyer County, WI",0.8275
"cty30013","Cascade County, MT",0.8274
"cty26037","Clinton County, MI",0.8273
"cty06023","Humboldt County, CA",0.8272
"cty55025","Dane County, WI",0.827
"cty48171","Gillespie County, TX",0.8269
"cty17063","Grundy County, IL",0.8269
"cty37175","Transylvania County, NC",0.8269
"cty23001","Androscoggin County, ME",0.8268
"cty56045","Weston County, WY",0.8268
"cty46059","Hand County, SD",0.8268
"cty24013","Carroll County, MD",0.8267
"cty12087","Monroe County, FL",0.8267
"cty16005","Bannock County, ID",0.8266
"cty41011","Coos County, OR",0.8266
"cty54075","Pocahontas County, WV",0.8266
"cty48023","Baylor County, TX",0.8266
"cty17077","Jackson County, IL",0.8265
"cty05101","Newton County, AR",0.8264
"cty46027","Clay County, SD",0.8263
"cty16013","Blaine County, ID",0.8262
"cty19159","Ringgold County, IA",0.8262
"cty40013","Bryan County, OK",0.826
"cty55081","Monroe County, WI",0.826
"cty36025","Delaware County, NY",0.8259
"cty19015","Boone County, IA",0.8259
"cty24005","Baltimore County, MD",0.8258
"cty46065","Hughes County, SD",0.8257
"cty16055","Kootenai County, ID",0.8257
"cty17055","Franklin County, IL",0.8257
"cty23025","Somerset County, ME",0.8257
"cty27119","Polk County, MN",0.8255
"cty38091","Steele County, ND",0.8254
"cty38073","Ransom County, ND",0.8253
"cty51155","Pulaski County, VA",0.8253
"cty37099","Jackson County, NC",0.8252
"cty16051","Jefferson County, ID",0.8252
"cty31083","Harlan County, NE",0.8252
"cty53013","Columbia County, WA",0.8251
"cty20129","Morton County, KS",0.8251
"cty13145","Harris County, GA",0.825
"cty25011","Franklin County, MA",0.8248
"cty47087","Jackson County, TN",0.8247
"cty08075","Logan County, CO",0.8247
"cty40003","Alfalfa County, OK",0.8247
"cty39109","Miami County, OH",0.8247
"cty31161","Sheridan County, NE",0.8246
"cty19049","Dallas County, IA",0.8245
"cty27161","Waseca County, MN",0.8245
"cty16021","Boundary County, ID",0.8245
"cty40069","Johnston County, OK",0.8244
"cty42089","Monroe County, PA",0.8244
"cty08125","Yuma County, CO",0.8244
"cty40103","Noble County, OK",0.8241
"cty39099","Mahoning County, OH",0.824
"cty21171","Monroe County, KY",0.824
"cty18127","Porter County, IN",0.8239
"cty16073","Owyhee County, ID",0.8239
"cty16069","Nez Perce County, ID",0.8238
"cty30105","Valley County, MT",0.8238
"cty39037","Darke County, OH",0.8238
"cty39103","Medina County, OH",0.8238
"cty39173","Wood County, OH",0.8236
"cty17111","McHenry County, IL",0.8236
"cty46041","Dewey County, SD",0.8235
"cty06035","Lassen County, CA",0.8235
"cty21175","Morgan County, KY",0.8235
"cty41017","Deschutes County, OR",0.8234
"cty47173","Union County, TN",0.8233
"cty56015","Goshen County, WY",0.8233
"cty56005","Campbell County, WY",0.8232
"cty19183","Washington County, IA",0.8232
"cty51013","Arlington County, VA",0.8231
"cty39087","Lawrence County, OH",0.8231
"cty29167","Polk County, MO",0.8231
"cty34015","Gloucester County, NJ",0.8231
"cty51595","Emporia city, VA",0.823
"cty41035","Klamath County, OR",0.8229
"cty54097","Upshur County, WV",0.8229
"cty18051","Gibson County, IN",0.8228
"cty48297","Live Oak County, TX",0.8228
"cty47027","Clay County, TN",0.8228
"cty29151","Osage County, MO",0.8227
"cty27037","Dakota County, MN",0.8226
"cty53063","Spokane County, WA",0.8225
"cty40089","McCurtain County, OK",0.8224
"cty51197","Wythe County, VA",0.8224
"cty27057","Hubbard County, MN",0.8224
"cty30015","Chouteau County, MT",0.8223
"cty46069","Hyde County, SD",0.8223
"cty19085","Harrison County, IA",0.8222
"cty55135","Waupaca County, WI",0.8221
"cty51650","Hampton city, VA",0.822
"cty29067","Douglas County, MO",0.8219
"cty08071","Las Animas County, CO",0.8219
"cty39107","Mercer County, OH",0.8219
"cty18013","Brown County, IN",0.8219
"cty06067","Sacramento County, CA",0.8218
"cty40099","Murray County, OK",0.8217
"cty51640","Galax city, VA",0.8217
"cty29053","Cooper County, MO",0.8217
"cty46029","Codington County, SD",0.8216
"cty36119","Westchester County, NY",0.8214
"cty05039","Dallas County, AR",0.8214
"cty51630","Fredericksburg city, VA",0.8212
"cty28005","Amite County, MS",0.8212
"cty06103","Tehama County, CA",0.8211
"cty31001","Adams County, NE",0.8211
"cty37117","Martin County, NC",0.8211
"cty40073","Kingfisher County, OK",0.821
"cty04017","Navajo County, AZ",0.821
"cty36093","Schenectady County, NY",0.821
"cty48195","Hansford County, TX",0.8209
"cty05033","Crawford County, AR",0.8208
"cty21155","Marion County, KY",0.8208
"cty50021","Rutland County, VT",0.8207
"cty18173","Warrick County, IN",0.8206
"cty51071","Giles County, VA",0.8206
"cty05095","Monroe County, AR",0.8205
"cty48239","Jackson County, TX",0.8205
"cty54017","Doddridge County, WV",0.8205
"cty34039","Union County, NJ",0.8204
"cty49055","Wayne County, UT",0.8204
"cty19129","Mills County, IA",0.8204
"cty42037","Columbia County, PA",0.8204
"cty31181","Webster County, NE",0.8204
"cty48211","Hemphill County, TX",0.8203
"cty51530","Buena Vista city, VA",0.8201
"cty54013","Calhoun County, WV",0.82
"cty56021","Laramie County, WY",0.8199
"cty08069","Larimer County, CO",0.8199
"cty36045","Jefferson County, NY",0.8198
"cty48505","Zapata County, TX",0.8198
"cty25009","Essex County, MA",0.8197
"cty06059","Orange County, CA",0.8197
"cty06081","San Mateo County, CA",0.8195
"cty53049","Pacific County, WA",0.8195
"cty51089","Henry County, VA",0.8195
"cty20015","Butler County, KS",0.8194
"cty49011","Davis County, UT",0.8194
"cty31133","Pawnee County, NE",0.8194
"cty23015","Lincoln County, ME",0.8194
"cty48277","Lamar County, TX",0.8193
"cty19033","Cerro Gordo County, IA",0.8193
"cty39091","Logan County, OH",0.8193
"cty21089","Greenup County, KY",0.8193
"cty53033","King County, WA",0.8192
"cty40123","Pontotoc County, OK",0.8191
"cty35047","San Miguel County, NM",0.8191
"cty39009","Athens County, OH",0.8187
"cty17057","Fulton County, IL",0.8187
"cty05135","Sharp County, AR",0.8186
"cty40079","Le Flore County, OK",0.8185
"cty06015","Del Norte County, CA",0.8185
"cty39117","Morrow County, OH",0.8185
"cty31119","Madison County, NE",0.8184
"cty17127","Massac County, IL",0.8184
"cty26105","Mason County, MI",0.8184
"cty29131","Miller County, MO",0.8184
"cty55001","Adams County, WI",0.8183
"cty27035","Crow Wing County, MN",0.8183
"cty20003","Anderson County, KS",0.8183
"cty30063","Missoula County, MT",0.8182
"cty01129","Washington County, AL",0.8182
"cty17149","Pike County, IL",0.8182
"cty20143","Ottawa County, KS",0.8182
"cty24041","Talbot County, MD",0.8182
"cty08043","Fremont County, CO",0.8181
"cty47001","Anderson County, TN",0.8181
"cty34013","Essex County, NJ",0.818
"cty55075","Marinette County, WI",0.818
"cty29043","Christian County, MO",0.8179
"cty09001","Fairfield County, CT",0.8178
"cty21133","Letcher County, KY",0.8178
"cty24035","Queen Anne's County, MD",0.8178
"cty47111","Macon County, TN",0.8177
"cty40105","Nowata County, OK",0.8176
"cty39135","Preble County, OH",0.8176
"cty45081","Saluda County, SC",0.8175
"cty39069","Henry County, OH",0.8175
"cty37005","Alleghany County, NC",0.8175
"cty41025","Harney County, OR",0.8175
"cty48027","Bell County, TX",0.8174
"cty32021","Mineral County, NV",0.8174
"cty41033","Josephine County, OR",0.8173
"cty20045","Douglas County, KS",0.8173
"cty06097","Sonoma County, CA",0.8173
"cty31035","Clay County, NE",0.8173
"cty47029","Cocke County, TN",0.8173
"cty08121","Washington County, CO",0.8172
"cty05063","Independence County, AR",0.8171
"cty04005","Coconino County, AZ",0.817
"cty47155","Sevier County, TN",0.817
"cty01099","Monroe County, AL",0.817
"cty31053","Dodge County, NE",0.817
"cty51087","Henrico County, VA",0.8169
"cty42117","Tioga County, PA",0.8169
"cty37125","Moore County, NC",0.8168
"cty36053","Madison County, NY",0.8167
"cty51093","Isle of Wight County, VA",0.8167
"cty50027","Windsor County, VT",0.8167
"cty28061","Jasper County, MS",0.8166
"cty51081","Greensville County, VA",0.8166
"cty30111","Yellowstone County, MT",0.8165
"cty48485","Wichita County, TX",0.8165
"cty56037","Sweetwater County, WY",0.8165
"cty21161","Mason County, KY",0.8165
"cty37011","Avery County, NC",0.8165
"cty05055","Greene County, AR",0.8165
"cty29209","Stone County, MO",0.8165
"cty01119","Sumter County, AL",0.8164
"cty21235","Whitley County, KY",0.8163
"cty47035","Cumberland County, TN",0.8163
"cty55061","Kewaunee County, WI",0.8161
"cty28085","Lincoln County, MS",0.8161
"cty29207","Stoddard County, MO",0.816
"cty48293","Limestone County, TX",0.816
"cty17019","Champaign County, IL",0.8159
"cty51015","Augusta County, VA",0.8159
"cty36065","Oneida County, NY",0.8159
"cty45017","Calhoun County, SC",0.8158
"cty51775","Salem city, VA",0.8158
"cty48313","Madison County, TX",0.8158
"cty42097","Northumberland County, PA",0.8158
"cty49007","Carbon County, UT",0.8157
"cty51045","Craig County, VA",0.8157
"cty38027","Eddy County, ND",0.8156
"cty54071","Pendleton County, WV",0.8155
"cty08115","Sedgwick County, CO",0.8155
"cty51079","Greene County, VA",0.8155
"cty16075","Payette County, ID",0.8154
"cty29203","Shannon County, MO",0.8153
"cty39143","Sandusky County, OH",0.8153
"cty27171","Wright County, MN",0.8152
"cty29081","Harrison County, MO",0.8152
"cty48315","Marion County, TX",0.8152
"cty51167","Russell County, VA",0.8152
"cty48221","Hood County, TX",0.8151
"cty56019","Johnson County, WY",0.815
"cty08011","Bent County, CO",0.815
"cty40141","Tillman County, OK",0.8149
"cty05145","White County, AR",0.8149
"cty41019","Douglas County, OR",0.8148
"cty20141","Osborne County, KS",0.8148
"cty19163","Scott County, IA",0.8147
"cty20199","Wallace County, KS",0.8146
"cty29227","Worth County, MO",0.8146
"cty20061","Geary County, KS",0.8145
"cty27123","Ramsey County, MN",0.8144
"cty19107","Keokuk County, IA",0.8144
"cty41053","Polk County, OR",0.8143
"cty36077","Otsego County, NY",0.8143
"cty17157","Randolph County, IL",0.8143
"cty40009","Beckham County, OK",0.8142
"cty42049","Erie County, PA",0.8142
"cty19013","Black Hawk County, IA",0.8141
"cty40055","Greer County, OK",0.8141
"cty54065","Morgan County, WV",0.814
"cty27113","Pennington County, MN",0.814
"cty24017","Charles County, MD",0.8139
"cty05067","Jackson County, AR",0.8139
"cty05013","Calhoun County, AR",0.8139
"cty51053","Dinwiddie County, VA",0.8139
"cty53043","Lincoln County, WA",0.8139
"cty21087","Green County, KY",0.8138
"cty41057","Tillamook County, OR",0.8137
"cty22011","Beauregard Parish, LA",0.8137
"cty19113","Linn County, IA",0.8135
"cty56031","Platte County, WY",0.8135
"cty06085","Santa Clara County, CA",0.8134
"cty27131","Rice County, MN",0.8134
"cty48495","Winkler County, TX",0.8134
"cty36087","Rockland County, NY",0.8133
"cty31047","Dawson County, NE",0.8133
"cty05131","Sebastian County, AR",0.8132
"cty26113","Missaukee County, MI",0.8132
"cty54061","Monongalia County, WV",0.8132
"cty42073","Lawrence County, PA",0.8132
"cty48083","Coleman County, TX",0.8131
"cty20163","Rooks County, KS",0.8131
"cty19115","Louisa County, IA",0.8131
"cty47023","Chester County, TN",0.813
"cty26087","Lapeer County, MI",0.8129
"cty39029","Columbiana County, OH",0.8128
"cty17029","Coles County, IL",0.8126
"cty29057","Dade County, MO",0.8126
"cty48107","Crosby County, TX",0.8126
"cty24025","Harford County, MD",0.8124
"cty12045","Gulf County, FL",0.8124
"cty27109","Olmsted County, MN",0.8124
"cty55039","Fond du Lac County, WI",0.8124
"cty05081","Little River County, AR",0.8124
"cty53067","Thurston County, WA",0.8123
"cty05029","Conway County, AR",0.8122
"cty24033","Prince George's County, MD",0.812
"cty30047","Lake County, MT",0.8119
"cty34041","Warren County, NJ",0.8119
"cty24045","Wicomico County, MD",0.8119
"cty46109","Roberts County, SD",0.8117
"cty49015","Emery County, UT",0.8116
"cty05075","Lawrence County, AR",0.8116
"cty09009","New Haven County, CT",0.8115
"cty08025","Crowley County, CO",0.8115
"cty45013","Beaufort County, SC",0.8114
"cty35059","Union County, NM",0.8114
"cty54095","Tyler County, WV",0.8114
"cty29003","Andrew County, MO",0.8114
"cty37141","Pender County, NC",0.8114
"cty06001","Alameda County, CA",0.8113
"cty25005","Bristol County, MA",0.8113
"cty30099","Teton County, MT",0.8113
"cty19021","Buena Vista County, IA",0.8113
"cty18065","Henry County, IN",0.8113
"cty17177","Stephenson County, IL",0.8112
"cty27001","Aitkin County, MN",0.8112
"cty48159","Franklin County, TX",0.8111
"cty08005","Arapahoe County, CO",0.8108
"cty21001","Adair County, KY",0.8108
"cty48437","Swisher County, TX",0.8108
"cty48357","Ochiltree County, TX",0.8106
"cty49053","Washington County, UT",0.8105
"cty47171","Unicoi County, TN",0.8105
"cty29045","Clark County, MO",0.8105
"cty15007","Kauai County, HI",0.8105
"cty17113","McLean County, IL",0.8105
"cty29195","Saline County, MO",0.8103
"cty51199","York County, VA",0.8103
"cty47135","Perry County, TN",0.8103
"cty34009","Cape May County, NJ",0.8102
"cty36013","Chautauqua County, NY",0.8101
"cty17197","Will County, IL",0.8101
"cty05109","Pike County, AR",0.8101
"cty48353","Nolan County, TX",0.8101
"cty17093","Kendall County, IL",0.8101
"cty36101","Steuben County, NY",0.8099
"cty08029","Delta County, CO",0.8098
"cty18161","Union County, IN",0.8097
"cty05051","Garland County, AR",0.8096
"cty30031","Gallatin County, MT",0.8096
"cty40057","Harmon County, OK",0.8096
"cty54011","Cabell County, WV",0.8096
"cty18057","Hamilton County, IN",0.8096
"cty20041","Dickinson County, KS",0.8095
"cty40127","Pushmataha County, OK",0.8094
"cty23009","Hancock County, ME",0.8094
"cty26129","Ogemaw County, MI",0.8094
"cty40075","Kiowa County, OK",0.8093
"cty19071","Fremont County, IA",0.8093
"cty31131","Otoe County, NE",0.8092
"cty27053","Hennepin County, MN",0.8091
"cty19117","Lucas County, IA",0.8091
"cty12053","Hernando County, FL",0.809
"cty29137","Monroe County, MO",0.809
"cty48147","Fannin County, TX",0.8088
"cty55041","Forest County, WI",0.8088
"cty21167","Mercer County, KY",0.8088
"cty16019","Bonneville County, ID",0.8087
"cty27139","Scott County, MN",0.8087
"cty16011","Bingham County, ID",0.8086
"cty48031","Blanco County, TX",0.8086
"cty36009","Cattaraugus County, NY",0.8085
"cty48169","Garza County, TX",0.8085
"cty46093","Meade County, SD",0.8083
"cty31109","Lancaster County, NE",0.8083
"cty55078","Menominee County, WI",0.8083
"cty21147","McCreary County, KY",0.8083
"cty31185","York County, NE",0.8083
"cty55085","Oneida County, WI",0.8081
"cty48491","Williamson County, TX",0.808
"cty56003","Big Horn County, WY",0.808
"cty51067","Franklin County, VA",0.808
"cty36095","Schoharie County, NY",0.808
"cty47177","Warren County, TN",0.808
"cty02090","Fairbanks North Star Borough, AK",0.8079
"cty42121","Venango County, PA",0.8079
"cty29065","Dent County, MO",0.8079
"cty24009","Calvert County, MD",0.8078
"cty41027","Hood River County, OR",0.8078
"cty20037","Crawford County, KS",0.8077
"cty23013","Knox County, ME",0.8077
"cty06043","Mariposa County, CA",0.8077
"cty05085","Lonoke County, AR",0.8076
"cty44007","Providence County, RI",0.8075
"cty51550","Chesapeake city, VA",0.8074
"cty51810","Virginia Beach city, VA",0.8074
"cty18165","Vermillion County, IN",0.8074
"cty48141","El Paso County, TX",0.8073
"cty55059","Kenosha County, WI",0.8073
"cty17099","LaSalle County, IL",0.8073
"cty02198","Prince of Wales-Hyder Census Area, AK",0.8072
"cty40137","Stephens County, OK",0.8072
"cty13201","Miller County, GA",0.8072
"cty22107","Tensas Parish, LA",0.8072
"cty40107","Okfuskee County, OK",0.8071
"cty06047","Merced County, CA",0.8071
"cty08093","Park County, CO",0.8071
"cty55127","Walworth County, WI",0.8071
"cty06073","San Diego County, CA",0.807
"cty29165","Platte County, MO",0.807
"cty21191","Pendleton County, KY",0.8068
"cty13179","Liberty County, GA",0.8067
"cty18069","Huntington County, IN",0.8067
"cty05031","Craighead County, AR",0.8067
"cty20007","Barber County, KS",0.8064
"cty36023","Cortland County, NY",0.8064
"cty49047","Uintah County, UT",0.8063
"cty29161","Phelps County, MO",0.8063
"cty39157","Tuscarawas County, OH",0.8063
"cty16003","Adams County, ID",0.8062
"cty02170","Matanuska-Susitna Borough, AK",0.8061
"cty26119","Montmorency County, MI",0.8061
"cty25025","Suffolk County, MA",0.806
"cty24021","Frederick County, MD",0.8059
"cty26143","Roscommon County, MI",0.8059
"cty51690","Martinsville city, VA",0.8059
"cty51678","Lexington city, VA",0.8057
"cty48233","Hutchinson County, TX",0.8057
"cty40091","McIntosh County, OK",0.8056
"cty27007","Beltrami County, MN",0.8056
"cty47187","Williamson County, TN",0.8056
"cty21105","Hickman County, KY",0.8056
"cty27025","Chisago County, MN",0.8055
"cty17193","White County, IL",0.8055
"cty51171","Shenandoah County, VA",0.8054
"cty55103","Richland County, WI",0.8054
"cty18159","Tipton County, IN",0.8054
"cty26111","Midland County, MI",0.8052
"cty39027","Clinton County, OH",0.8052
"cty29075","Gentry County, MO",0.8051
"cty37079","Greene County, NC",0.8051
"cty21205","Rowan County, KY",0.8051
"cty42081","Lycoming County, PA",0.8051
"cty12063","Jackson County, FL",0.805
"cty31025","Cass County, NE",0.8049
"cty19081","Hancock County, IA",0.8049
"cty51143","Pittsylvania County, VA",0.8049
"cty06049","Modoc County, CA",0.8048
"cty36097","Schuyler County, NY",0.8048
"cty42001","Adams County, PA",0.8047
"cty40083","Logan County, OK",0.8046
"cty05107","Phillips County, AR",0.8046
"cty19045","Clinton County, IA",0.8046
"cty39045","Fairfield County, OH",0.8045
"cty40015","Caddo County, OK",0.8044
"cty47125","Montgomery County, TN",0.8044
