"cty","Name","High_School_Graduation_Rate_rP_gP_p75"
"cty53067","Thurston County, WA",0.9087
"cty47111","Macon County, TN",0.9087
"cty23011","Kennebec County, ME",0.9086
"cty39019","Carroll County, OH",0.9086
"cty16029","Caribou County, ID",0.9086
"cty47167","Tipton County, TN",0.9086
"cty13037","Calhoun County, GA",0.9086
"cty18077","Jefferson County, IN",0.9086
"cty01079","Lawrence County, AL",0.9085
"cty21045","Casey County, KY",0.9085
"cty37061","Duplin County, NC",0.9085
"cty54053","Mason County, WV",0.9085
"cty28127","Simpson County, MS",0.9085
"cty56001","Albany County, WY",0.9085
"cty46121","Todd County, SD",0.9084
"cty37127","Nash County, NC",0.9084
"cty27139","Scott County, MN",0.9084
"cty21033","Caldwell County, KY",0.9083
"cty53037","Kittitas County, WA",0.9083
"cty06031","Kings County, CA",0.9082
"cty21083","Graves County, KY",0.9082
"cty37095","Hyde County, NC",0.9082
"cty19031","Cedar County, IA",0.9081
"cty30071","Phillips County, MT",0.908
"cty39049","Franklin County, OH",0.9079
"cty48453","Travis County, TX",0.9079
"cty51775","Salem city, VA",0.9079
"cty29027","Callaway County, MO",0.9079
"cty48055","Caldwell County, TX",0.9078
"cty29105","Laclede County, MO",0.9078
"cty31037","Colfax County, NE",0.9078
"cty55029","Door County, WI",0.9077
"cty48185","Grimes County, TX",0.9077
"cty51800","Suffolk city, VA",0.9076
"cty26131","Ontonagon County, MI",0.9076
"cty01047","Dallas County, AL",0.9076
"cty29029","Camden County, MO",0.9076
"cty40031","Comanche County, OK",0.9075
"cty51760","Richmond city, VA",0.9075
"cty26163","Wayne County, MI",0.9075
"cty08125","Yuma County, CO",0.9075
"cty19155","Pottawattamie County, IA",0.9074
"cty36089","St. Lawrence County, NY",0.9074
"cty26087","Lapeer County, MI",0.9074
"cty29063","DeKalb County, MO",0.9074
"cty29107","Lafayette County, MO",0.9074
"cty48195","Hansford County, TX",0.9074
"cty29131","Miller County, MO",0.9074
"cty48231","Hunt County, TX",0.9074
"cty12011","Broward County, FL",0.9073
"cty53015","Cowlitz County, WA",0.9073
"cty48439","Tarrant County, TX",0.9073
"cty31127","Nemaha County, NE",0.9073
"cty01117","Shelby County, AL",0.9073
"cty19011","Benton County, IA",0.9073
"cty33007","Coos County, NH",0.9073
"cty45033","Dillon County, SC",0.9072
"cty41029","Jackson County, OR",0.9072
"cty12095","Orange County, FL",0.9072
"cty22001","Acadia Parish, LA",0.9072
"cty53075","Whitman County, WA",0.9072
"cty22037","East Feliciana Parish, LA",0.9072
"cty51065","Fluvanna County, VA",0.9072
"cty01067","Henry County, AL",0.9072
"cty37179","Union County, NC",0.9071
"cty05093","Mississippi County, AR",0.9071
"cty26123","Newaygo County, MI",0.9071
"cty22023","Cameron Parish, LA",0.9071
"cty13051","Chatham County, GA",0.907
"cty30081","Ravalli County, MT",0.907
"cty39069","Henry County, OH",0.907
"cty21065","Estill County, KY",0.907
"cty37107","Lenoir County, NC",0.9068
"cty37025","Cabarrus County, NC",0.9068
"cty12035","Flagler County, FL",0.9067
"cty19027","Carroll County, IA",0.9066
"cty47025","Claiborne County, TN",0.9066
"cty48397","Rockwall County, TX",0.9066
"cty40081","Lincoln County, OK",0.9065
"cty20199","Wallace County, KS",0.9065
"cty28087","Lowndes County, MS",0.9065
"cty29510","St. Louis city, MO",0.9064
"cty02130","Ketchikan Gateway Borough, AK",0.9064
"cty42115","Susquehanna County, PA",0.9064
"cty27057","Hubbard County, MN",0.9064
"cty39137","Putnam County, OH",0.9063
"cty18175","Washington County, IN",0.9063
"cty41059","Umatilla County, OR",0.9062
"cty06053","Monterey County, CA",0.9062
"cty27153","Todd County, MN",0.9062
"cty56037","Sweetwater County, WY",0.9061
"cty36101","Steuben County, NY",0.9061
"cty18089","Lake County, IN",0.906
"cty17155","Putnam County, IL",0.906
"cty26009","Antrim County, MI",0.906
"cty05079","Lincoln County, AR",0.906
"cty54059","Mingo County, WV",0.906
"cty31041","Custer County, NE",0.9059
"cty37033","Caswell County, NC",0.9058
"cty18139","Rush County, IN",0.9058
"cty51165","Rockingham County, VA",0.9058
"cty36035","Fulton County, NY",0.9058
"cty21023","Bracken County, KY",0.9057
"cty11001","District of Columbia, DC",0.9055
"cty47157","Shelby County, TN",0.9055
"cty26005","Allegan County, MI",0.9055
"cty48401","Rusk County, TX",0.9055
"cty26119","Montmorency County, MI",0.9055
"cty36061","New York County, NY",0.9054
"cty20065","Graham County, KS",0.9054
"cty01097","Mobile County, AL",0.9052
"cty45039","Fairfield County, SC",0.9052
"cty13073","Columbia County, GA",0.9052
"cty35045","San Juan County, NM",0.9051
"cty48409","San Patricio County, TX",0.9051
"cty12127","Volusia County, FL",0.905
"cty50021","Rutland County, VT",0.905
"cty26129","Ogemaw County, MI",0.905
"cty33009","Grafton County, NH",0.9049
"cty48457","Tyler County, TX",0.9049
"cty27067","Kandiyohi County, MN",0.9048
"cty21209","Scott County, KY",0.9048
"cty20017","Chase County, KS",0.9048
"cty47043","Dickson County, TN",0.9048
"cty12083","Marion County, FL",0.9047
"cty29095","Jackson County, MO",0.9047
"cty48245","Jefferson County, TX",0.9047
"cty05113","Polk County, AR",0.9046
"cty40071","Kay County, OK",0.9046
"cty01075","Lamar County, AL",0.9046
"cty22063","Livingston Parish, LA",0.9046
"cty01053","Escambia County, AL",0.9045
"cty48367","Parker County, TX",0.9045
"cty13035","Butts County, GA",0.9045
"cty13159","Jasper County, GA",0.9045
"cty41019","Douglas County, OR",0.9044
"cty08123","Weld County, CO",0.9044
"cty53007","Chelan County, WA",0.9043
"cty40153","Woodward County, OK",0.9043
"cty05007","Benton County, AR",0.9043
"cty13121","Fulton County, GA",0.9043
"cty28017","Chickasaw County, MS",0.9043
"cty01125","Tuscaloosa County, AL",0.9043
"cty20155","Reno County, KS",0.9043
"cty47117","Marshall County, TN",0.9043
"cty01121","Talladega County, AL",0.9042
"cty16053","Jerome County, ID",0.9042
"cty45055","Kershaw County, SC",0.9041
"cty33011","Hillsborough County, NH",0.904
"cty46105","Perkins County, SD",0.904
"cty18037","Dubois County, IN",0.904
"cty27045","Fillmore County, MN",0.904
"cty27041","Douglas County, MN",0.904
"cty47189","Wilson County, TN",0.904
"cty26045","Eaton County, MI",0.9039
"cty20175","Seward County, KS",0.9039
"cty33001","Belknap County, NH",0.9039
"cty31145","Red Willow County, NE",0.9039
"cty40113","Osage County, OK",0.9038
"cty48423","Smith County, TX",0.9038
"cty41051","Multnomah County, OR",0.9038
"cty18097","Marion County, IN",0.9037
"cty55123","Vernon County, WI",0.9037
"cty31045","Dawes County, NE",0.9037
"cty13039","Camden County, GA",0.9036
"cty13059","Clarke County, GA",0.9036
"cty18177","Wayne County, IN",0.9036
"cty13017","Ben Hill County, GA",0.9036
"cty40049","Garvin County, OK",0.9035
"cty12101","Pasco County, FL",0.9035
"cty23019","Penobscot County, ME",0.9035
"cty17007","Boone County, IL",0.9035
"cty25011","Franklin County, MA",0.9035
"cty20197","Wabaunsee County, KS",0.9035
"cty27145","Stearns County, MN",0.9034
"cty22103","St. Tammany Parish, LA",0.9033
"cty20185","Stafford County, KS",0.9033
"cty39025","Clermont County, OH",0.9033
"cty38047","Logan County, ND",0.9033
"cty48113","Dallas County, TX",0.9032
"cty42001","Adams County, PA",0.9032
"cty19103","Johnson County, IA",0.9032
"cty48251","Johnson County, TX",0.9031
"cty19093","Ida County, IA",0.9031
"cty38081","Sargent County, ND",0.903
"cty55127","Walworth County, WI",0.903
"cty18013","Brown County, IN",0.903
"cty35047","San Miguel County, NM",0.9029
"cty51510","Alexandria city, VA",0.9029
"cty27029","Clearwater County, MN",0.9028
"cty31129","Nuckolls County, NE",0.9028
"cty12089","Nassau County, FL",0.9028
"cty04005","Coconino County, AZ",0.9027
"cty40121","Pittsburg County, OK",0.9027
"cty31053","Dodge County, NE",0.9027
"cty56033","Sheridan County, WY",0.9027
"cty39149","Shelby County, OH",0.9027
"cty30111","Yellowstone County, MT",0.9026
"cty18051","Gibson County, IN",0.9026
"cty46073","Jerauld County, SD",0.9026
"cty20113","McPherson County, KS",0.9026
"cty12027","DeSoto County, FL",0.9026
"cty04015","Mohave County, AZ",0.9025
"cty06055","Napa County, CA",0.9025
"cty13089","DeKalb County, GA",0.9024
"cty27109","Olmsted County, MN",0.9024
"cty13299","Ware County, GA",0.9023
"cty26037","Clinton County, MI",0.9022
"cty29207","Stoddard County, MO",0.9022
"cty28121","Rankin County, MS",0.9022
"cty48061","Cameron County, TX",0.9022
"cty33015","Rockingham County, NH",0.9021
"cty39125","Paulding County, OH",0.9021
"cty55027","Dodge County, WI",0.9021
"cty45019","Charleston County, SC",0.902
"cty49045","Tooele County, UT",0.902
"cty21113","Jessamine County, KY",0.902
"cty20153","Rawlins County, KS",0.902
"cty55065","Lafayette County, WI",0.902
"cty17181","Union County, IL",0.902
"cty01021","Chilton County, AL",0.9019
"cty42055","Franklin County, PA",0.9019
"cty48407","San Jacinto County, TX",0.9019
"cty26021","Berrien County, MI",0.9018
"cty29047","Clay County, MO",0.9018
"cty47123","Monroe County, TN",0.9018
"cty47091","Johnson County, TN",0.9018
"cty38045","LaMoure County, ND",0.9017
"cty12039","Gadsden County, FL",0.9017
"cty48097","Cooke County, TX",0.9016
"cty53035","Kitsap County, WA",0.9016
"cty12071","Lee County, FL",0.9016
"cty13245","Richmond County, GA",0.9016
"cty26051","Gladwin County, MI",0.9016
"cty48007","Aransas County, TX",0.9016
"cty17041","Douglas County, IL",0.9016
"cty27043","Faribault County, MN",0.9016
"cty18049","Fulton County, IN",0.9016
"cty40021","Cherokee County, OK",0.9015
"cty28117","Prentiss County, MS",0.9015
"cty18099","Marshall County, IN",0.9015
"cty55101","Racine County, WI",0.9014
"cty13295","Walker County, GA",0.9014
"cty04027","Yuma County, AZ",0.9013
"cty12107","Putnam County, FL",0.9013
"cty20035","Cowley County, KS",0.9012
"cty22101","St. Mary Parish, LA",0.9012
"cty48201","Harris County, TX",0.9012
"cty27031","Cook County, MN",0.9012
"cty48279","Lamb County, TX",0.9012
"cty12061","Indian River County, FL",0.9011
"cty42075","Lebanon County, PA",0.9011
"cty53021","Franklin County, WA",0.901
"cty47007","Bledsoe County, TN",0.901
"cty37145","Person County, NC",0.901
"cty29157","Perry County, MO",0.901
"cty21085","Grayson County, KY",0.901
"cty29099","Jefferson County, MO",0.9009
"cty27009","Benton County, MN",0.9009
"cty05147","Woodruff County, AR",0.9009
"cty30041","Hill County, MT",0.9008
"cty12019","Clay County, FL",0.9008
"cty47185","White County, TN",0.9008
"cty01063","Greene County, AL",0.9008
"cty28081","Lee County, MS",0.9008
"cty47065","Hamilton County, TN",0.9007
"cty13093","Dooly County, GA",0.9007
"cty48123","DeWitt County, TX",0.9007
"cty19059","Dickinson County, IA",0.9006
"cty47081","Hickman County, TN",0.9005
"cty48343","Morris County, TX",0.9005
"cty12055","Highlands County, FL",0.9005
"cty48203","Harrison County, TX",0.9004
"cty45003","Aiken County, SC",0.9003
"cty29205","Shelby County, MO",0.9003
"cty12047","Hamilton County, FL",0.9003
"cty26033","Chippewa County, MI",0.9002
"cty53061","Snohomish County, WA",0.9001
"cty17131","Mercer County, IL",0.9001
"cty01027","Clay County, AL",0.9001
"cty30029","Flathead County, MT",0.9
"cty46015","Brule County, SD",0.9
"cty26049","Genesee County, MI",0.8999
"cty26059","Hillsdale County, MI",0.8999
"cty46125","Turner County, SD",0.8999
"cty10001","Kent County, DE",0.8998
"cty31077","Greeley County, NE",0.8998
"cty25019","Nantucket County, MA",0.8998
"cty13199","Meriwether County, GA",0.8998
"cty38105","Williams County, ND",0.8997
"cty13211","Morgan County, GA",0.8997
"cty18133","Putnam County, IN",0.8997
"cty48071","Chambers County, TX",0.8996
"cty30091","Sheridan County, MT",0.8996
"cty01109","Pike County, AL",0.8996
"cty12069","Lake County, FL",0.8995
"cty51047","Culpeper County, VA",0.8995
"cty47037","Davidson County, TN",0.8994
"cty38067","Pembina County, ND",0.8994
"cty27013","Blue Earth County, MN",0.8994
"cty12129","Wakulla County, FL",0.8993
"cty56035","Sublette County, WY",0.8993
"cty16023","Butte County, ID",0.8992
"cty06109","Tuolumne County, CA",0.8992
"cty12099","Palm Beach County, FL",0.8991
"cty01103","Morgan County, AL",0.8991
"cty29159","Pettis County, MO",0.8991
"cty13185","Lowndes County, GA",0.899
"cty27069","Kittson County, MN",0.899
"cty46065","Hughes County, SD",0.8988
"cty26115","Monroe County, MI",0.8988
"cty29065","Dent County, MO",0.8988
"cty40133","Seminole County, OK",0.8987
"cty38073","Ransom County, ND",0.8987
"cty21031","Butler County, KY",0.8985
"cty28039","George County, MS",0.8984
"cty27079","Le Sueur County, MN",0.8983
"cty18009","Blackford County, IN",0.8983
"cty13021","Bibb County, GA",0.8983
"cty26031","Cheboygan County, MI",0.8982
"cty12081","Manatee County, FL",0.8982
"cty48321","Matagorda County, TX",0.8982
"cty04013","Maricopa County, AZ",0.8981
"cty48063","Camp County, TX",0.898
"cty36021","Columbia County, NY",0.898
"cty22099","St. Martin Parish, LA",0.898
"cty40135","Sequoyah County, OK",0.8979
"cty22127","Winn Parish, LA",0.8979
"cty54063","Monroe County, WV",0.8979
"cty18125","Pike County, IN",0.8979
"cty26159","Van Buren County, MI",0.8978
"cty27101","Murray County, MN",0.8978
"cty29017","Bollinger County, MO",0.8978
"cty38057","Mercer County, ND",0.8978
"cty51720","Norton city, VA",0.8978
"cty37101","Johnston County, NC",0.8977
"cty48067","Cass County, TX",0.8977
"cty37029","Camden County, NC",0.8976
"cty55103","Richland County, WI",0.8976
"cty26057","Gratiot County, MI",0.8975
"cty28065","Jefferson Davis County, MS",0.8975
"cty21105","Hickman County, KY",0.8974
"cty26145","Saginaw County, MI",0.8973
"cty35061","Valencia County, NM",0.8972
"cty42023","Cameron County, PA",0.8972
"cty21201","Robertson County, KY",0.8972
"cty06009","Calaveras County, CA",0.8972
"cty42113","Sullivan County, PA",0.8971
"cty45077","Pickens County, SC",0.8969
"cty48059","Callahan County, TX",0.8969
"cty49025","Kane County, UT",0.8969
"cty40095","Marshall County, OK",0.8968
"cty26155","Shiawassee County, MI",0.8968
"cty18111","Newton County, IN",0.8968
"cty41071","Yamhill County, OR",0.8967
"cty26043","Dickinson County, MI",0.8967
"cty28145","Union County, MS",0.8967
"cty55041","Forest County, WI",0.8966
"cty28107","Panola County, MS",0.8966
"cty19147","Palo Alto County, IA",0.8966
"cty22077","Pointe Coupee Parish, LA",0.8966
"cty18181","White County, IN",0.8966
"cty19091","Humboldt County, IA",0.8966
"cty48287","Lee County, TX",0.8965
"cty55105","Rock County, WI",0.8964
"cty40009","Beckham County, OK",0.8963
"cty51770","Roanoke city, VA",0.8963
"cty45075","Orangeburg County, SC",0.8963
"cty13291","Union County, GA",0.8963
"cty05087","Madison County, AR",0.8962
"cty37137","Pamlico County, NC",0.8962
"cty38053","McKenzie County, ND",0.896
"cty46025","Clark County, SD",0.896
"cty48073","Cherokee County, TX",0.896
"cty55095","Polk County, WI",0.896
"cty37065","Edgecombe County, NC",0.896
"cty13087","Decatur County, GA",0.896
"cty40037","Creek County, OK",0.8959
"cty13057","Cherokee County, GA",0.8958
"cty48039","Brazoria County, TX",0.8958
"cty01083","Limestone County, AL",0.8957
"cty37161","Rutherford County, NC",0.8957
"cty18061","Harrison County, IN",0.8957
"cty48459","Upshur County, TX",0.8957
"cty40087","McClain County, OK",0.8956
"cty05121","Randolph County, AR",0.8956
"cty54103","Wetzel County, WV",0.8954
"cty01091","Marengo County, AL",0.8953
"cty54095","Tyler County, WV",0.8953
"cty55045","Green County, WI",0.8953
"cty27131","Rice County, MN",0.8952
"cty13097","Douglas County, GA",0.8951
"cty12111","St. Lucie County, FL",0.895
"cty27049","Goodhue County, MN",0.895
"cty05077","Lee County, AR",0.895
"cty26153","Schoolcraft County, MI",0.8948
"cty28123","Scott County, MS",0.8948
"cty28099","Neshoba County, MS",0.8947
"cty12053","Hernando County, FL",0.8947
"cty24510","Baltimore city, MD",0.8946
"cty38023","Divide County, ND",0.8946
"cty27081","Lincoln County, MN",0.8946
"cty13181","Lincoln County, GA",0.8945
"cty19151","Pocahontas County, IA",0.8945
"cty01005","Barbour County, AL",0.8943
"cty26157","Tuscola County, MI",0.8942
"cty27035","Crow Wing County, MN",0.8942
"cty37015","Bertie County, NC",0.8941
"cty33005","Cheshire County, NH",0.8941
"cty21103","Henry County, KY",0.894
"cty37017","Bladen County, NC",0.8939
"cty13205","Mitchell County, GA",0.8939
"cty27063","Jackson County, MN",0.8939
"cty26127","Oceana County, MI",0.8939
"cty48211","Hemphill County, TX",0.8939
"cty13167","Johnson County, GA",0.8938
"cty48021","Bastrop County, TX",0.8938
"cty08037","Eagle County, CO",0.8938
"cty12105","Polk County, FL",0.8936
"cty30027","Fergus County, MT",0.8936
"cty39091","Logan County, OH",0.8936
"cty48077","Clay County, TX",0.8936
"cty08115","Sedgwick County, CO",0.8936
"cty32019","Lyon County, NV",0.8935
"cty37181","Vance County, NC",0.8935
"cty26117","Montcalm County, MI",0.8934
"cty54021","Gilmer County, WV",0.8933
"cty26089","Leelanau County, MI",0.8932
"cty01113","Russell County, AL",0.8932
"cty13277","Tift County, GA",0.893
"cty30023","Deer Lodge County, MT",0.893
"cty13221","Oglethorpe County, GA",0.893
"cty51093","Isle of Wight County, VA",0.893
"cty35003","Catron County, NM",0.893
"cty46059","Hand County, SD",0.893
"cty33013","Merrimack County, NH",0.8928
"cty16003","Adams County, ID",0.8928
"cty42041","Cumberland County, PA",0.8928
"cty35031","McKinley County, NM",0.8927
"cty35057","Torrance County, NM",0.8927
"cty26015","Barry County, MI",0.8927
"cty56041","Uinta County, WY",0.8925
"cty20209","Wyandotte County, KS",0.8924
"cty53011","Clark County, WA",0.8922
"cty54037","Jefferson County, WV",0.8922
"cty08031","Denver County, CO",0.8921
"cty37085","Harnett County, NC",0.8921
"cty40137","Stephens County, OK",0.892
"cty37169","Stokes County, NC",0.892
"cty40015","Caddo County, OK",0.8919
"cty26147","St. Clair County, MI",0.8919
"cty26011","Arenac County, MI",0.8919
"cty48159","Franklin County, TX",0.8919
"cty28111","Perry County, MS",0.8919
"cty47173","Union County, TN",0.8918
"cty31107","Knox County, NE",0.8916
"cty48361","Orange County, TX",0.8916
"cty12097","Osceola County, FL",0.8916
"cty12009","Brevard County, FL",0.8915
"cty12133","Washington County, FL",0.8915
"cty26085","Lake County, MI",0.8914
"cty13233","Polk County, GA",0.8914
"cty19109","Kossuth County, IA",0.8914
"cty56029","Park County, WY",0.8914
"cty13117","Forsyth County, GA",0.8913
"cty48181","Grayson County, TX",0.8912
"cty29113","Lincoln County, MO",0.8912
"cty27111","Otter Tail County, MN",0.8911
"cty40085","Love County, OK",0.8911
"cty35037","Quay County, NM",0.891
"cty48507","Zavala County, TX",0.891
"cty13175","Laurens County, GA",0.8908
"cty12031","Duval County, FL",0.8907
"cty13013","Barrow County, GA",0.8906
"cty13083","Dade County, GA",0.8906
"cty48011","Armstrong County, TX",0.8906
"cty23009","Hancock County, ME",0.8905
"cty12051","Hendry County, FL",0.8905
"cty26019","Benzie County, MI",0.8904
"cty42015","Bradford County, PA",0.8904
"cty28137","Tate County, MS",0.8903
"cty51073","Gloucester County, VA",0.8903
"cty05029","Conway County, AR",0.8901
"cty08039","Elbert County, CO",0.8901
"cty48217","Hill County, TX",0.8901
"cty48129","Donley County, TX",0.8901
"cty13261","Sumter County, GA",0.89
"cty13101","Echols County, GA",0.8898
"cty41065","Wasco County, OR",0.8897
"cty13079","Crawford County, GA",0.8897
"cty21003","Allen County, KY",0.8897
"cty18169","Wabash County, IN",0.8897
"cty41061","Union County, OR",0.8895
"cty39039","Defiance County, OH",0.8894
"cty26023","Branch County, MI",0.8894
"cty29009","Barry County, MO",0.8894
"cty17151","Pope County, IL",0.8894
"cty13289","Twiggs County, GA",0.8894
"cty40059","Harper County, OK",0.8893
"cty39169","Wayne County, OH",0.8892
"cty53053","Pierce County, WA",0.8891
"cty48421","Sherman County, TX",0.8891
"cty27025","Chisago County, MN",0.8889
"cty21069","Fleming County, KY",0.8889
"cty27171","Wright County, MN",0.8889
"cty21219","Todd County, KY",0.8889
"cty20183","Smith County, KS",0.8888
"cty38041","Hettinger County, ND",0.8887
"cty32023","Nye County, NV",0.8887
"cty08113","San Miguel County, CO",0.8887
"cty27023","Chippewa County, MN",0.8886
"cty13311","White County, GA",0.8886
"cty48337","Montague County, TX",0.8886
"cty40067","Jefferson County, OK",0.8885
"cty51620","Franklin city, VA",0.8885
"cty13187","Lumpkin County, GA",0.8885
"cty48291","Liberty County, TX",0.8884
"cty37071","Gaston County, NC",0.8883
"cty23027","Waldo County, ME",0.8882
"cty37155","Robeson County, NC",0.8881
"cty01131","Wilcox County, AL",0.888
"cty13321","Worth County, GA",0.888
"cty48169","Garza County, TX",0.888
"cty16009","Benewah County, ID",0.8879
"cty20009","Barton County, KS",0.8879
"cty27059","Isanti County, MN",0.8878
"cty19069","Franklin County, IA",0.8878
"cty29061","Daviess County, MO",0.8877
"cty13063","Clayton County, GA",0.8876
"cty48117","Deaf Smith County, TX",0.8876
"cty13317","Wilkes County, GA",0.8876
"cty18095","Madison County, IN",0.8876
"cty29141","Morgan County, MO",0.8876
"cty53057","Skagit County, WA",0.887
"cty55077","Marquette County, WI",0.887
"cty13305","Wayne County, GA",0.887
"cty48197","Hardeman County, TX",0.887
"cty48305","Lynn County, TX",0.887
"cty08001","Adams County, CO",0.8869
"cty13139","Hall County, GA",0.8869
"cty55053","Jackson County, WI",0.8868
"cty08067","La Plata County, CO",0.8868
"cty39135","Preble County, OH",0.8868
"cty08027","Custer County, CO",0.8868
"cty28151","Washington County, MS",0.8868
"cty48069","Castro County, TX",0.8867
"cty37165","Scotland County, NC",0.8865
"cty45017","Calhoun County, SC",0.8865
"cty21041","Carroll County, KY",0.8863
"cty13015","Bartow County, GA",0.8863
"cty35055","Taos County, NM",0.8862
"cty27135","Roseau County, MN",0.8861
"cty16087","Washington County, ID",0.8861
"cty50025","Windham County, VT",0.886
"cty22007","Assumption Parish, LA",0.8859
"cty13151","Henry County, GA",0.8859
"cty31161","Sheridan County, NE",0.8858
"cty37077","Granville County, NC",0.8858
"cty22029","Concordia Parish, LA",0.8857
"cty36049","Lewis County, NY",0.8857
"cty04007","Gila County, AZ",0.8856
"cty37157","Rockingham County, NC",0.8856
"cty31073","Gosper County, NE",0.8856
"cty22111","Union Parish, LA",0.8856
"cty27077","Lake of the Woods County, MN",0.8855
"cty48465","Val Verde County, TX",0.8855
"cty13223","Paulding County, GA",0.8855
"cty22113","Vermilion Parish, LA",0.8855
"cty40069","Johnston County, OK",0.8853
"cty48495","Winkler County, TX",0.8853
"cty18113","Noble County, IN",0.8852
"cty04025","Yavapai County, AZ",0.8851
"cty13115","Floyd County, GA",0.8851
"cty49027","Millard County, UT",0.8851
"cty27133","Rock County, MN",0.885
"cty37007","Anson County, NC",0.8849
"cty27005","Becker County, MN",0.8848
"cty17139","Moultrie County, IL",0.8848
"cty18179","Wells County, IN",0.8847
"cty28125","Sharkey County, MS",0.8846
"cty56023","Lincoln County, WY",0.8846
"cty53017","Douglas County, WA",0.8845
"cty32003","Clark County, NV",0.8845
"cty18149","Starke County, IN",0.8845
"cty53047","Okanogan County, WA",0.8843
"cty40129","Roger Mills County, OK",0.8843
"cty12015","Charlotte County, FL",0.8843
"cty26091","Lenawee County, MI",0.8842
"cty21225","Union County, KY",0.8842
"cty18067","Howard County, IN",0.8841
"cty48335","Mitchell County, TX",0.8841
"cty53003","Asotin County, WA",0.8841
"cty40083","Logan County, OK",0.884
"cty01023","Choctaw County, AL",0.884
"cty20095","Kingman County, KS",0.884
"cty13103","Effingham County, GA",0.8839
"cty51187","Warren County, VA",0.8836
"cty28013","Calhoun County, MS",0.8834
"cty47061","Grundy County, TN",0.8829
"cty33003","Carroll County, NH",0.8829
"cty13011","Banks County, GA",0.8829
"cty08073","Lincoln County, CO",0.8829
"cty30099","Teton County, MT",0.8828
"cty56007","Carbon County, WY",0.8828
"cty27107","Norman County, MN",0.8828
"cty48255","Karnes County, TX",0.8827
"cty42039","Crawford County, PA",0.8825
"cty29147","Nodaway County, MO",0.8825
"cty46027","Clay County, SD",0.8824
"cty53001","Adams County, WA",0.8824
"cty26035","Clare County, MI",0.8823
"cty51670","Hopewell city, VA",0.8823
"cty31039","Cuming County, NE",0.8822
"cty36005","Bronx County, NY",0.8821
"cty28057","Itawamba County, MS",0.882
"cty19101","Jefferson County, IA",0.8818
"cty36123","Yates County, NY",0.8817
"cty19021","Buena Vista County, IA",0.8816
"cty51036","Charles City County, VA",0.8816
"cty48425","Somervell County, TX",0.8815
"cty19035","Cherokee County, IA",0.8814
"cty22043","Grant Parish, LA",0.8813
"cty32007","Elko County, NV",0.8811
"cty08097","Pitkin County, CO",0.8809
"cty47169","Trousdale County, TN",0.8809
"cty46127","Union County, SD",0.8808
"cty42103","Pike County, PA",0.8808
"cty26039","Crawford County, MI",0.8807
"cty28015","Carroll County, MS",0.8804
"cty13023","Bleckley County, GA",0.8804
"cty13271","Telfair County, GA",0.8803
"cty20007","Barber County, KS",0.8802
"cty31013","Box Butte County, NE",0.8801
"cty55113","Sawyer County, WI",0.88
"cty13165","Jenkins County, GA",0.8799
"cty31065","Furnas County, NE",0.8799
"cty16049","Idaho County, ID",0.8798
"cty48387","Red River County, TX",0.8797
"cty18025","Crawford County, IN",0.8797
"cty18085","Kosciusko County, IN",0.8797
"cty28061","Jasper County, MS",0.8796
"cty20031","Coffey County, KS",0.8796
"cty21129","Lee County, KY",0.8796
"cty37117","Martin County, NC",0.8795
"cty31071","Garfield County, NE",0.8795
"cty18027","Daviess County, IN",0.8795
"cty26027","Cass County, MI",0.8793
"cty48257","Kaufman County, TX",0.8791
"cty29215","Texas County, MO",0.8791
"cty13129","Gordon County, GA",0.8791
"cty16021","Boundary County, ID",0.8789
"cty26151","Sanilac County, MI",0.8788
"cty27039","Dodge County, MN",0.8787
"cty26149","St. Joseph County, MI",0.8787
"cty27141","Sherburne County, MN",0.8784
"cty26095","Luce County, MI",0.8783
"cty29049","Clinton County, MO",0.8783
"cty20055","Finney County, KS",0.8783
"cty29219","Warren County, MO",0.8782
"cty55019","Clark County, WI",0.8782
"cty50009","Essex County, VT",0.8781
"cty28153","Wayne County, MS",0.8781
"cty13077","Coweta County, GA",0.878
"cty13169","Jones County, GA",0.8779
"cty51580","Covington city, VA",0.8778
"cty30057","Madison County, MT",0.8777
"cty13163","Jefferson County, GA",0.8775
"cty26137","Otsego County, MI",0.8774
"cty41043","Linn County, OR",0.8772
"cty45053","Jasper County, SC",0.8772
"cty20027","Clay County, KS",0.8772
"cty13027","Brooks County, GA",0.8772
"cty41009","Columbia County, OR",0.8771
"cty08103","Rio Blanco County, CO",0.8771
"cty48153","Floyd County, TX",0.877
"cty48079","Cochran County, TX",0.8768
"cty21153","Magoffin County, KY",0.8767
"cty22067","Morehouse Parish, LA",0.8766
"cty42119","Union County, PA",0.8764
"cty47015","Cannon County, TN",0.8761
"cty48437","Swisher County, TX",0.8761
"cty13229","Pierce County, GA",0.876
"cty50013","Grand Isle County, VT",0.8759
"cty20077","Harper County, KS",0.8758
"cty27073","Lac qui Parle County, MN",0.8758
"cty48103","Crane County, TX",0.8756
"cty16085","Valley County, ID",0.8756
"cty27167","Wilkin County, MN",0.8756
"cty55013","Burnett County, WI",0.8755
"cty21163","Meade County, KY",0.8755
"cty12075","Levy County, FL",0.8754
"cty28131","Stone County, MS",0.8754
"cty27095","Mille Lacs County, MN",0.8753
"cty38103","Wells County, ND",0.875
"cty48391","Refugio County, TX",0.875
"cty21079","Garrard County, KY",0.8749
"cty13297","Walton County, GA",0.8748
