"cty","Name","College_Graduation_Rate_rP_gP_p50"
"cty46093","Meade County, SD",0.2764
"cty50013","Grand Isle County, VT",0.2764
"cty56003","Big Horn County, WY",0.2763
"cty42059","Greene County, PA",0.2763
"cty49039","Sanpete County, UT",0.2762
"cty31101","Keith County, NE",0.2762
"cty31181","Webster County, NE",0.2762
"cty51760","Richmond city, VA",0.2761
"cty42131","Wyoming County, PA",0.2761
"cty55055","Jefferson County, WI",0.276
"cty13085","Dawson County, GA",0.276
"cty48201","Harris County, TX",0.2759
"cty29133","Mississippi County, MO",0.2759
"cty54109","Wyoming County, WV",0.2758
"cty17175","Stark County, IL",0.2757
"cty26093","Livingston County, MI",0.2756
"cty40083","Logan County, OK",0.2755
"cty39027","Clinton County, OH",0.2755
"cty37133","Onslow County, NC",0.2754
"cty40143","Tulsa County, OK",0.2753
"cty47059","Greene County, TN",0.2753
"cty55051","Iron County, WI",0.2753
"cty55091","Pepin County, WI",0.2753
"cty54019","Fayette County, WV",0.2752
"cty47111","Macon County, TN",0.275
"cty45081","Saluda County, SC",0.275
"cty40035","Craig County, OK",0.2749
"cty39137","Putnam County, OH",0.2749
"cty40099","Murray County, OK",0.2748
"cty08041","El Paso County, CO",0.2748
"cty01089","Madison County, AL",0.2748
"cty21037","Campbell County, KY",0.2748
"cty27137","St. Louis County, MN",0.2747
"cty01101","Montgomery County, AL",0.2747
"cty17165","Saline County, IL",0.2747
"cty13269","Taylor County, GA",0.2746
"cty45027","Clarendon County, SC",0.2745
"cty51027","Buchanan County, VA",0.2745
"cty48123","DeWitt County, TX",0.2745
"cty51730","Petersburg city, VA",0.2745
"cty31167","Stanton County, NE",0.2744
"cty06101","Sutter County, CA",0.2743
"cty01073","Jefferson County, AL",0.2742
"cty13293","Upson County, GA",0.2742
"cty28095","Monroe County, MS",0.2742
"cty17137","Morgan County, IL",0.2742
"cty19091","Humboldt County, IA",0.2742
"cty01035","Conecuh County, AL",0.2742
"cty33007","Coos County, NH",0.2742
"cty13189","McDuffie County, GA",0.2741
"cty49049","Utah County, UT",0.274
"cty05021","Clay County, AR",0.274
"cty16071","Oneida County, ID",0.274
"cty23009","Hancock County, ME",0.2739
"cty40005","Atoka County, OK",0.2738
"cty54091","Taylor County, WV",0.2738
"cty48221","Hood County, TX",0.2738
"cty01033","Colbert County, AL",0.2738
"cty27013","Blue Earth County, MN",0.2738
"cty35009","Curry County, NM",0.2738
"cty54035","Jackson County, WV",0.2737
"cty06105","Trinity County, CA",0.2737
"cty48015","Austin County, TX",0.2736
"cty49011","Davis County, UT",0.2735
"cty46007","Bennett County, SD",0.2734
"cty19171","Tama County, IA",0.2734
"cty22117","Washington Parish, LA",0.2734
"cty13069","Coffee County, GA",0.2734
"cty20005","Atchison County, KS",0.2733
"cty47109","McNairy County, TN",0.2732
"cty05141","Van Buren County, AR",0.2731
"cty13023","Bleckley County, GA",0.2731
"cty19153","Polk County, IA",0.273
"cty55121","Trempealeau County, WI",0.273
"cty21003","Allen County, KY",0.2729
"cty05121","Randolph County, AR",0.2729
"cty26077","Kalamazoo County, MI",0.2728
"cty53017","Douglas County, WA",0.2726
"cty26031","Cheboygan County, MI",0.2726
"cty31059","Fillmore County, NE",0.2726
"cty17047","Edwards County, IL",0.2725
"cty40071","Kay County, OK",0.2724
"cty46033","Custer County, SD",0.2723
"cty29201","Scott County, MO",0.2722
"cty28133","Sunflower County, MS",0.2722
"cty37005","Alleghany County, NC",0.2721
"cty39175","Wyandot County, OH",0.272
"cty42011","Berks County, PA",0.272
"cty55099","Price County, WI",0.272
"cty36035","Fulton County, NY",0.272
"cty36101","Steuben County, NY",0.2719
"cty37001","Alamance County, NC",0.2718
"cty29171","Putnam County, MO",0.2718
"cty21175","Morgan County, KY",0.2718
"cty54079","Putnam County, WV",0.2718
"cty48453","Travis County, TX",0.2717
"cty51550","Chesapeake city, VA",0.2716
"cty18003","Allen County, IN",0.2716
"cty36057","Montgomery County, NY",0.2716
"cty26063","Huron County, MI",0.2715
"cty29065","Dent County, MO",0.2715
"cty48179","Gray County, TX",0.2715
"cty39149","Shelby County, OH",0.2715
"cty51590","Danville city, VA",0.2715
"cty18129","Posey County, IN",0.2714
"cty45083","Spartanburg County, SC",0.2714
"cty18105","Monroe County, IN",0.2714
"cty20173","Sedgwick County, KS",0.2713
"cty39169","Wayne County, OH",0.2713
"cty27131","Rice County, MN",0.2713
"cty24035","Queen Anne's County, MD",0.2713
"cty48253","Jones County, TX",0.2713
"cty41035","Klamath County, OR",0.2711
"cty40003","Alfalfa County, OK",0.2711
"cty24025","Harford County, MD",0.271
"cty54101","Webster County, WV",0.271
"cty27007","Beltrami County, MN",0.2709
"cty28029","Copiah County, MS",0.2709
"cty28137","Tate County, MS",0.2709
"cty22093","St. James Parish, LA",0.2709
"cty19057","Des Moines County, IA",0.2709
"cty29211","Sullivan County, MO",0.2709
"cty51025","Brunswick County, VA",0.2708
"cty21199","Pulaski County, KY",0.2708
"cty28059","Jackson County, MS",0.2707
"cty55087","Outagamie County, WI",0.2707
"cty39073","Hocking County, OH",0.2707
"cty17107","Logan County, IL",0.2707
"cty04023","Santa Cruz County, AZ",0.2706
"cty39007","Ashtabula County, OH",0.2705
"cty21133","Letcher County, KY",0.2704
"cty51770","Roanoke city, VA",0.2703
"cty16077","Power County, ID",0.2703
"cty49053","Washington County, UT",0.2702
"cty55009","Brown County, WI",0.2702
"cty08083","Montezuma County, CO",0.2701
"cty12095","Orange County, FL",0.2701
"cty48471","Walker County, TX",0.2701
"cty55017","Chippewa County, WI",0.2701
"cty31085","Hayes County, NE",0.2701
"cty29067","Douglas County, MO",0.27
"cty48299","Llano County, TX",0.27
"cty28063","Jefferson County, MS",0.27
"cty35005","Chaves County, NM",0.2699
"cty26099","Macomb County, MI",0.2699
"cty18049","Fulton County, IN",0.2699
"cty50011","Franklin County, VT",0.2698
"cty13115","Floyd County, GA",0.2698
"cty51165","Rockingham County, VA",0.2698
"cty01045","Dale County, AL",0.2697
"cty39037","Darke County, OH",0.2697
"cty08119","Teller County, CO",0.2696
"cty46057","Hamlin County, SD",0.2696
"cty40067","Jefferson County, OK",0.2695
"cty21239","Woodford County, KY",0.2695
"cty28019","Choctaw County, MS",0.2695
"cty13297","Walton County, GA",0.2694
"cty18077","Jefferson County, IN",0.2694
"cty16019","Bonneville County, ID",0.2693
"cty48037","Bowie County, TX",0.2693
"cty40105","Nowata County, OK",0.2692
"cty26105","Mason County, MI",0.2692
"cty36099","Seneca County, NY",0.2692
"cty46111","Sanborn County, SD",0.2692
"cty21051","Clay County, KY",0.2692
"cty19121","Madison County, IA",0.2691
"cty48053","Burnet County, TX",0.2691
"cty01057","Fayette County, AL",0.269
"cty48435","Sutton County, TX",0.2688
"cty05131","Sebastian County, AR",0.2687
"cty47113","Madison County, TN",0.2686
"cty12075","Levy County, FL",0.2686
"cty31079","Hall County, NE",0.2686
"cty26055","Grand Traverse County, MI",0.2685
"cty47155","Sevier County, TN",0.2685
"cty36003","Allegany County, NY",0.2685
"cty48329","Midland County, TX",0.2684
"cty26047","Emmet County, MI",0.2684
"cty01109","Pike County, AL",0.2684
"cty19197","Wright County, IA",0.2684
"cty06067","Sacramento County, CA",0.2682
"cty36123","Yates County, NY",0.2682
"cty16031","Cassia County, ID",0.2682
"cty06007","Butte County, CA",0.2681
"cty36107","Tioga County, NY",0.2681
"cty45033","Dillon County, SC",0.268
"cty17153","Pulaski County, IL",0.268
"cty39161","Van Wert County, OH",0.268
"cty47091","Johnson County, TN",0.268
"cty46103","Pennington County, SD",0.2679
"cty28099","Neshoba County, MS",0.2679
"cty27005","Becker County, MN",0.2678
"cty13245","Richmond County, GA",0.2678
"cty06017","El Dorado County, CA",0.2678
"cty39109","Miami County, OH",0.2678
"cty39121","Noble County, OH",0.2678
"cty21087","Green County, KY",0.2677
"cty47141","Putnam County, TN",0.2677
"cty22077","Pointe Coupee Parish, LA",0.2675
"cty48183","Gregg County, TX",0.2674
"cty36015","Chemung County, NY",0.2674
"cty40109","Oklahoma County, OK",0.2672
"cty20067","Grant County, KS",0.267
"cty54103","Wetzel County, WV",0.267
"cty22023","Cameron Parish, LA",0.267
"cty45047","Greenwood County, SC",0.2668
"cty20159","Rice County, KS",0.2668
"cty48067","Cass County, TX",0.2668
"cty51127","New Kent County, VA",0.2668
"cty53025","Grant County, WA",0.2667
"cty20125","Montgomery County, KS",0.2667
"cty36075","Oswego County, NY",0.2667
"cty08103","Rio Blanco County, CO",0.2667
"cty13211","Morgan County, GA",0.2666
"cty22121","West Baton Rouge Parish, LA",0.2665
"cty26139","Ottawa County, MI",0.2664
"cty55043","Grant County, WI",0.2664
"cty01131","Wilcox County, AL",0.2663
"cty31177","Washington County, NE",0.2661
"cty23017","Oxford County, ME",0.2661
"cty13033","Burke County, GA",0.2661
"cty48223","Hopkins County, TX",0.266
"cty22057","Lafourche Parish, LA",0.2658
"cty18127","Porter County, IN",0.2658
"cty48073","Cherokee County, TX",0.2658
"cty48505","Zapata County, TX",0.2658
"cty31029","Chase County, NE",0.2657
"cty45085","Sumter County, SC",0.2656
"cty46049","Faulk County, SD",0.2656
"cty05145","White County, AR",0.2656
"cty13195","Madison County, GA",0.2655
"cty41053","Polk County, OR",0.2654
"cty37143","Perquimans County, NC",0.2653
"cty55141","Wood County, WI",0.2652
"cty48237","Jack County, TX",0.2652
"cty48203","Harrison County, TX",0.2652
"cty53073","Whatcom County, WA",0.2651
"cty28117","Prentiss County, MS",0.2651
"cty37127","Nash County, NC",0.265
"cty19087","Henry County, IA",0.265
"cty55071","Manitowoc County, WI",0.265
"cty48465","Val Verde County, TX",0.2649
"cty54099","Wayne County, WV",0.2649
"cty51630","Fredericksburg city, VA",0.2649
"cty51171","Shenandoah County, VA",0.2647
"cty40139","Texas County, OK",0.2647
"cty06089","Shasta County, CA",0.2646
"cty04025","Yavapai County, AZ",0.2645
"cty39017","Butler County, OH",0.2645
"cty28155","Webster County, MS",0.2645
"cty35059","Union County, NM",0.2645
"cty21105","Hickman County, KY",0.2645
"cty21169","Metcalfe County, KY",0.2645
"cty40089","McCurtain County, OK",0.2644
"cty29181","Ripley County, MO",0.2644
"cty37091","Hertford County, NC",0.2644
"cty48353","Nolan County, TX",0.2643
"cty47079","Henry County, TN",0.2643
"cty17057","Fulton County, IL",0.2642
"cty39033","Crawford County, OH",0.2641
"cty26017","Bay County, MI",0.2641
"cty22097","St. Landry Parish, LA",0.2641
"cty06055","Napa County, CA",0.264
"cty16017","Bonner County, ID",0.264
"cty54037","Jefferson County, WV",0.264
"cty53069","Wahkiakum County, WA",0.264
"cty38049","McHenry County, ND",0.2639
"cty42039","Crawford County, PA",0.2639
"cty22079","Rapides Parish, LA",0.2638
"cty37103","Jones County, NC",0.2638
"cty42093","Montour County, PA",0.2638
"cty13051","Chatham County, GA",0.2637
"cty48107","Crosby County, TX",0.2637
"cty16001","Ada County, ID",0.2635
"cty17083","Jersey County, IL",0.2635
"cty17149","Pike County, IL",0.2635
"cty17191","Wayne County, IL",0.2635
"cty21007","Ballard County, KY",0.2634
"cty55011","Buffalo County, WI",0.2633
"cty39029","Columbiana County, OH",0.2633
"cty01013","Butler County, AL",0.2633
"cty22015","Bossier Parish, LA",0.2632
"cty05045","Faulkner County, AR",0.2631
"cty48003","Andrews County, TX",0.263
"cty51159","Richmond County, VA",0.2629
"cty22123","West Carroll Parish, LA",0.2629
"cty17103","Lee County, IL",0.2628
"cty47105","Loudon County, TN",0.2627
"cty45025","Chesterfield County, SC",0.2627
"cty40019","Carter County, OK",0.2625
"cty27163","Washington County, MN",0.2625
"cty16061","Lewis County, ID",0.2625
"cty48197","Hardeman County, TX",0.2625
"cty01097","Mobile County, AL",0.2624
"cty47181","Wayne County, TN",0.2624
"cty16087","Washington County, ID",0.2624
"cty20155","Reno County, KS",0.2624
"cty51083","Halifax County, VA",0.2624
"cty37011","Avery County, NC",0.2623
"cty55131","Washington County, WI",0.2623
"cty55015","Calumet County, WI",0.2622
"cty41023","Grant County, OR",0.2622
"cty55079","Milwaukee County, WI",0.2621
"cty48439","Tarrant County, TX",0.2621
"cty29143","New Madrid County, MO",0.2619
"cty28103","Noxubee County, MS",0.2618
"cty42105","Potter County, PA",0.2618
"cty31131","Otoe County, NE",0.2617
"cty55127","Walworth County, WI",0.2617
"cty10003","New Castle County, DE",0.2616
"cty19177","Van Buren County, IA",0.2616
"cty48165","Gaines County, TX",0.2616
"cty41049","Morrow County, OR",0.2616
"cty45029","Colleton County, SC",0.2616
"cty40147","Washington County, OK",0.2615
"cty12071","Lee County, FL",0.2615
"cty37059","Davie County, NC",0.2615
"cty13185","Lowndes County, GA",0.2615
"cty20019","Chautauqua County, KS",0.2615
"cty28075","Lauderdale County, MS",0.2615
"cty08077","Mesa County, CO",0.2614
"cty17089","Kane County, IL",0.2614
"cty55039","Fond du Lac County, WI",0.2614
"cty54107","Wood County, WV",0.2613
"cty13179","Liberty County, GA",0.2612
"cty17015","Carroll County, IL",0.2612
"cty26029","Charlevoix County, MI",0.2611
"cty01075","Lamar County, AL",0.2611
"cty39167","Washington County, OH",0.2611
"cty40053","Grant County, OK",0.261
"cty27159","Wadena County, MN",0.261
"cty16063","Lincoln County, ID",0.2609
"cty54005","Boone County, WV",0.2608
"cty05039","Dallas County, AR",0.2608
"cty27121","Pope County, MN",0.2608
"cty19023","Butler County, IA",0.2608
"cty39111","Monroe County, OH",0.2608
"cty51710","Norfolk city, VA",0.2607
"cty40095","Marshall County, OK",0.2607
"cty29083","Henry County, MO",0.2607
"cty29035","Carter County, MO",0.2607
"cty13177","Lee County, GA",0.2606
"cty12113","Santa Rosa County, FL",0.2605
"cty01037","Coosa County, AL",0.2605
"cty21119","Knott County, KY",0.2605
"cty22001","Acadia Parish, LA",0.2605
"cty28115","Pontotoc County, MS",0.2605
"cty51163","Rockbridge County, VA",0.2605
"cty27025","Chisago County, MN",0.2604
"cty40141","Tillman County, OK",0.2604
"cty29047","Clay County, MO",0.2603
"cty17163","St. Clair County, IL",0.2603
"cty18007","Benton County, IN",0.2603
"cty31111","Lincoln County, NE",0.2603
"cty42043","Dauphin County, PA",0.2602
"cty40121","Pittsburg County, OK",0.2602
"cty17115","Macon County, IL",0.2602
"cty19181","Warren County, IA",0.2602
"cty51195","Wise County, VA",0.26
"cty21229","Washington County, KY",0.26
"cty16011","Bingham County, ID",0.2599
"cty48339","Montgomery County, TX",0.2599
"cty16029","Caribou County, ID",0.2599
"cty13215","Muscogee County, GA",0.2598
"cty48397","Rockwall County, TX",0.2598
"cty47157","Shelby County, TN",0.2597
"cty51017","Bath County, VA",0.2597
"cty29207","Stoddard County, MO",0.2596
"cty48097","Cooke County, TX",0.2595
"cty20175","Seward County, KS",0.2593
"cty18137","Ripley County, IN",0.2592
"cty28147","Walthall County, MS",0.2592
"cty40073","Kingfisher County, OK",0.2591
"cty48029","Bexar County, TX",0.2591
"cty22041","Franklin Parish, LA",0.259
"cty12013","Calhoun County, FL",0.2589
"cty05115","Pope County, AR",0.2589
"cty42109","Snyder County, PA",0.2588
"cty39101","Marion County, OH",0.2588
"cty55049","Iowa County, WI",0.2588
"cty39145","Scioto County, OH",0.2587
"cty47069","Hardeman County, TN",0.2587
"cty48211","Hemphill County, TX",0.2587
"cty01113","Russell County, AL",0.2585
"cty18147","Spencer County, IN",0.2585
"cty13063","Clayton County, GA",0.2584
"cty47039","Decatur County, TN",0.2582
"cty45071","Newberry County, SC",0.2582
"cty37049","Craven County, NC",0.2581
"cty45041","Florence County, SC",0.2581
"cty55031","Douglas County, WI",0.258
"cty48113","Dallas County, TX",0.258
"cty24003","Anne Arundel County, MD",0.258
"cty41031","Jefferson County, OR",0.2579
"cty22009","Avoyelles Parish, LA",0.2578
"cty21025","Breathitt County, KY",0.2578
"cty29003","Andrew County, MO",0.2578
"cty26153","Schoolcraft County, MI",0.2577
"cty19107","Keokuk County, IA",0.2577
"cty39093","Lorain County, OH",0.2575
"cty41001","Baker County, OR",0.2575
"cty13251","Screven County, GA",0.2575
"cty37013","Beaufort County, NC",0.2574
"cty37025","Cabarrus County, NC",0.2574
"cty48493","Wilson County, TX",0.2574
"cty01093","Marion County, AL",0.2573
"cty39087","Lawrence County, OH",0.2573
"cty18163","Vanderburgh County, IN",0.2572
"cty35007","Colfax County, NM",0.2572
"cty20031","Coffey County, KS",0.2571
"cty45003","Aiken County, SC",0.2571
"cty40107","Okfuskee County, OK",0.257
"cty13277","Tift County, GA",0.2569
"cty56035","Sublette County, WY",0.2569
"cty06019","Fresno County, CA",0.2567
"cty19049","Dallas County, IA",0.2566
"cty48219","Hockley County, TX",0.2565
"cty22113","Vermilion Parish, LA",0.2565
"cty37035","Catawba County, NC",0.2564
"cty55005","Barron County, WI",0.2564
"cty27145","Stearns County, MN",0.2564
"cty01087","Macon County, AL",0.2564
"cty08031","Denver County, CO",0.2562
"cty42123","Warren County, PA",0.2562
"cty48371","Pecos County, TX",0.2562
"cty27017","Carlton County, MN",0.2561
"cty21059","Daviess County, KY",0.2561
"cty40101","Muskogee County, OK",0.256
"cty51071","Giles County, VA",0.256
"cty06011","Colusa County, CA",0.2559
"cty37195","Wilson County, NC",0.2558
"cty17161","Rock Island County, IL",0.2556
"cty45001","Abbeville County, SC",0.2556
"cty17179","Tazewell County, IL",0.2556
"cty22039","Evangeline Parish, LA",0.2556
"cty17129","Menard County, IL",0.2555
"cty22017","Caddo Parish, LA",0.2554
"cty37107","Lenoir County, NC",0.2554
"cty37137","Pamlico County, NC",0.2554
"cty55093","Pierce County, WI",0.2554
"cty18043","Floyd County, IN",0.2551
"cty05005","Baxter County, AR",0.2551
"cty29101","Johnson County, MO",0.2551
"cty39045","Fairfield County, OH",0.2549
"cty48391","Refugio County, TX",0.2549
"cty20021","Cherokee County, KS",0.2548
"cty48309","McLennan County, TX",0.2548
"cty29159","Pettis County, MO",0.2548
"cty38023","Divide County, ND",0.2547
"cty32021","Mineral County, NV",0.2547
"cty55013","Burnett County, WI",0.2546
"cty22065","Madison Parish, LA",0.2546
"cty47023","Chester County, TN",0.2546
"cty16059","Lemhi County, ID",0.2546
"cty27093","Meeker County, MN",0.2546
"cty17045","Edgar County, IL",0.2546
"cty48049","Brown County, TX",0.2546
"cty22115","Vernon Parish, LA",0.2545
"cty47131","Obion County, TN",0.2545
"cty48177","Gonzales County, TX",0.2545
"cty17143","Peoria County, IL",0.2545
"cty29510","St. Louis city, MO",0.2544
"cty48451","Tom Green County, TX",0.2544
"cty05031","Craighead County, AR",0.2544
"cty51820","Waynesboro city, VA",0.2543
"cty13127","Glynn County, GA",0.2541
"cty28047","Harrison County, MS",0.254
"cty01059","Franklin County, AL",0.254
"cty01027","Clay County, AL",0.254
"cty06025","Imperial County, CA",0.2539
"cty22087","St. Bernard Parish, LA",0.2539
"cty20165","Rush County, KS",0.2539
"cty18081","Johnson County, IN",0.2539
"cty24037","St. Mary's County, MD",0.2538
"cty19095","Iowa County, IA",0.2538
"cty13235","Pulaski County, GA",0.2538
"cty05023","Cleburne County, AR",0.2537
"cty01061","Geneva County, AL",0.2537
"cty40021","Cherokee County, OK",0.2536
"cty18123","Perry County, IN",0.2536
"cty48089","Colorado County, TX",0.2536
"cty12033","Escambia County, FL",0.2535
"cty17119","Madison County, IL",0.2535
"cty05063","Independence County, AR",0.2535
"cty28127","Simpson County, MS",0.2535
"cty35017","Grant County, NM",0.2534
"cty19195","Worth County, IA",0.2534
"cty27135","Roseau County, MN",0.2532
"cty06109","Tuolumne County, CA",0.2532
"cty18069","Huntington County, IN",0.2531
"cty40037","Creek County, OK",0.253
"cty49013","Duchesne County, UT",0.2528
"cty19155","Pottawattamie County, IA",0.2528
"cty54095","Tyler County, WV",0.2528
"cty42075","Lebanon County, PA",0.2528
"cty29157","Perry County, MO",0.2528
"cty47151","Scott County, TN",0.2528
"cty53029","Island County, WA",0.2527
"cty24023","Garrett County, MD",0.2527
"cty41019","Douglas County, OR",0.2526
"cty16083","Twin Falls County, ID",0.2526
"cty48133","Eastland County, TX",0.2526
"cty42133","York County, PA",0.2524
"cty21017","Bourbon County, KY",0.2524
"cty12055","Highlands County, FL",0.2524
"cty37039","Cherokee County, NC",0.2524
"cty05143","Washington County, AR",0.2523
"cty13019","Berrien County, GA",0.2523
"cty01005","Barbour County, AL",0.2522
"cty18047","Franklin County, IN",0.2522
"cty21141","Logan County, KY",0.2521
"cty26111","Midland County, MI",0.252
"cty13031","Bulloch County, GA",0.252
"cty26009","Antrim County, MI",0.252
"cty37149","Polk County, NC",0.252
"cty48077","Clay County, TX",0.252
"cty17021","Christian County, IL",0.252
"cty05059","Hot Spring County, AR",0.2519
"cty38081","Sargent County, ND",0.2519
"cty37171","Surry County, NC",0.2518
"cty05139","Union County, AR",0.2518
"cty17199","Williamson County, IL",0.2518
"cty13081","Crisp County, GA",0.2517
"cty55023","Crawford County, WI",0.2516
"cty48423","Smith County, TX",0.2515
"cty06103","Tehama County, CA",0.2515
"cty28145","Union County, MS",0.2515
"cty13117","Forsyth County, GA",0.2514
"cty20079","Harvey County, KS",0.2514
"cty30085","Roosevelt County, MT",0.2513
"cty01111","Randolph County, AL",0.2513
"cty13075","Cook County, GA",0.2512
"cty51097","King and Queen County, VA",0.2512
"cty51049","Cumberland County, VA",0.2511
"cty28079","Leake County, MS",0.2509
"cty39095","Lucas County, OH",0.2508
"cty20103","Leavenworth County, KS",0.2508
"cty16043","Fremont County, ID",0.2507
"cty16005","Bannock County, ID",0.2506
"cty26033","Chippewa County, MI",0.2506
"cty27153","Todd County, MN",0.2506
"cty18171","Warren County, IN",0.2506
"cty55085","Oneida County, WI",0.2505
"cty48245","Jefferson County, TX",0.2504
"cty26145","Saginaw County, MI",0.2504
"cty27165","Watonwan County, MN",0.2504
"cty29071","Franklin County, MO",0.2504
"cty28045","Hancock County, MS",0.2504
"cty21221","Trigg County, KY",0.2503
"cty13259","Stewart County, GA",0.2503
"cty29081","Harrison County, MO",0.2503
"cty18145","Shelby County, IN",0.2502
"cty37029","Camden County, NC",0.2501
"cty48163","Frio County, TX",0.2501
"cty13311","White County, GA",0.2501
"cty35055","Taos County, NM",0.25
"cty49017","Garfield County, UT",0.25
"cty47185","White County, TN",0.25
"cty37181","Vance County, NC",0.25
"cty49015","Emery County, UT",0.25
"cty10001","Kent County, DE",0.2499
"cty22013","Bienville Parish, LA",0.2499
"cty39119","Muskingum County, OH",0.2499
"cty13247","Rockdale County, GA",0.2499
"cty12081","Manatee County, FL",0.2498
"cty02020","Anchorage Municipality, AK",0.2498
"cty22067","Morehouse Parish, LA",0.2498
"cty55047","Green Lake County, WI",0.2498
"cty39079","Jackson County, OH",0.2498
"cty16007","Bear Lake County, ID",0.2498
"cty18001","Adams County, IN",0.2497
"cty21225","Union County, KY",0.2496
"cty13315","Wilcox County, GA",0.2496
"cty54013","Calhoun County, WV",0.2495
"cty13071","Colquitt County, GA",0.2495
"cty48405","San Augustine County, TX",0.2494
"cty48103","Crane County, TX",0.2494
"cty26137","Otsego County, MI",0.2493
"cty48415","Scurry County, TX",0.2493
"cty18059","Hancock County, IN",0.2492
"cty48027","Bell County, TX",0.2491
"cty08101","Pueblo County, CO",0.2491
"cty12057","Hillsborough County, FL",0.2491
"cty41065","Wasco County, OR",0.249
"cty51179","Stafford County, VA",0.249
"cty17195","Whiteside County, IL",0.249
"cty21089","Greenup County, KY",0.2489
"cty06033","Lake County, CA",0.2488
"cty21137","Lincoln County, KY",0.2488
"cty51073","Gloucester County, VA",0.2488
"cty13151","Henry County, GA",0.2488
"cty05037","Cross County, AR",0.2488
"cty01121","Talladega County, AL",0.2487
"cty12097","Osceola County, FL",0.2486
"cty21049","Clark County, KY",0.2485
"cty40001","Adair County, OK",0.2484
"cty51740","Portsmouth city, VA",0.2484
"cty18005","Bartholomew County, IN",0.2484
"cty01095","Marshall County, AL",0.2482
"cty47123","Monroe County, TN",0.2482
"cty47087","Jackson County, TN",0.2482
"cty37019","Brunswick County, NC",0.2482
"cty18017","Cass County, IN",0.2482
"cty12045","Gulf County, FL",0.2481
"cty05093","Mississippi County, AR",0.2481
"cty18121","Parke County, IN",0.2481
"cty13141","Hancock County, GA",0.2481
"cty22025","Catahoula Parish, LA",0.248
"cty13243","Randolph County, GA",0.2479
"cty29115","Linn County, MO",0.2479
"cty02240","Southeast Fairbanks Census Area, AK",0.2478
"cty28081","Lee County, MS",0.2478
"cty55113","Sawyer County, WI",0.2477
"cty17017","Cass County, IL",0.2477
"cty48347","Nacogdoches County, TX",0.2477
"cty45035","Dorchester County, SC",0.2475
"cty29095","Jackson County, MO",0.2475
"cty08029","Delta County, CO",0.2475
"cty04019","Pima County, AZ",0.2474
"cty56043","Washakie County, WY",0.2474
"cty47009","Blount County, TN",0.2474
"cty01053","Escambia County, AL",0.2473
"cty40117","Pawnee County, OK",0.2473
"cty16055","Kootenai County, ID",0.2473
"cty20191","Sumner County, KS",0.2473
"cty18101","Martin County, IN",0.2473
"cty05147","Woodruff County, AR",0.2472
"cty18097","Marion County, IN",0.2471
"cty48275","Knox County, TX",0.2471
"cty37179","Union County, NC",0.247
"cty48241","Jasper County, TX",0.2468
"cty49007","Carbon County, UT",0.2465
"cty17147","Piatt County, IL",0.2465
"cty39005","Ashland County, OH",0.2465
"cty17029","Coles County, IL",0.2464
"cty17039","De Witt County, IL",0.2464
"cty05083","Logan County, AR",0.2463
"cty05075","Lawrence County, AR",0.2462
"cty21117","Kenton County, KY",0.2462
"cty29021","Buchanan County, MO",0.2462
"cty19137","Montgomery County, IA",0.2461
"cty05123","St. Francis County, AR",0.246
"cty51093","Isle of Wight County, VA",0.246
"cty02105","Hoonah-Angoon Census Area, AK",0.246
"cty54085","Ritchie County, WV",0.2458
"cty55021","Columbia County, WI",0.2458
"cty27011","Big Stone County, MN",0.2457
"cty42035","Clinton County, PA",0.2457
"cty18035","Delaware County, IN",0.2457
"cty21129","Lee County, KY",0.2457
"cty20081","Haskell County, KS",0.2456
"cty01051","Elmore County, AL",0.2455
"cty48099","Coryell County, TX",0.2454
"cty53061","Snohomish County, WA",0.2454
"cty39125","Paulding County, OH",0.2454
"cty21079","Garrard County, KY",0.2454
"cty47165","Sumner County, TN",0.2453
"cty12051","Hendry County, FL",0.2453
"cty48005","Angelina County, TX",0.2452
"cty42055","Franklin County, PA",0.2451
"cty12005","Bay County, FL",0.245
"cty55111","Sauk County, WI",0.245
"cty48355","Nueces County, TX",0.245
"cty37047","Columbus County, NC",0.2449
"cty39139","Richland County, OH",0.2449
"cty26163","Wayne County, MI",0.2448
"cty37117","Martin County, NC",0.2448
"cty21095","Harlan County, KY",0.2448
"cty22085","Sabine Parish, LA",0.2447
"cty17201","Winnebago County, IL",0.2447
"cty51113","Madison County, VA",0.2447
"cty13021","Bibb County, GA",0.2447
"cty01021","Chilton County, AL",0.2446
"cty17055","Franklin County, IL",0.2446
"cty45061","Lee County, SC",0.2445
"cty16079","Shoshone County, ID",0.2445
"cty39071","Highland County, OH",0.2445
"cty47189","Wilson County, TN",0.2445
"cty48181","Grayson County, TX",0.2444
"cty22111","Union Parish, LA",0.2444
"cty48225","Houston County, TX",0.2444
"cty51069","Frederick County, VA",0.2444
"cty29043","Christian County, MO",0.2443
"cty21161","Mason County, KY",0.2443
"cty13145","Harris County, GA",0.2442
"cty12017","Citrus County, FL",0.244
"cty39053","Gallia County, OH",0.244
"cty51063","Floyd County, VA",0.244
"cty18039","Elkhart County, IN",0.2439
"cty04013","Maricopa County, AZ",0.2439
"cty47125","Montgomery County, TN",0.2439
"cty41047","Marion County, OR",0.2439
"cty47077","Henderson County, TN",0.2437
"cty49035","Salt Lake County, UT",0.2436
"cty18021","Clay County, IN",0.2436
"cty18159","Tipton County, IN",0.2436
