"cty","Name","College_Graduation_Rate_rP_gP_p50"
"cty47081","Hickman County, TN",0.1969
"cty39117","Morrow County, OH",0.1969
"cty29225","Webster County, MO",0.1969
"cty12065","Jefferson County, FL",0.1968
"cty21005","Anderson County, KY",0.1966
"cty51115","Mathews County, VA",0.1966
"cty04012","La Paz County, AZ",0.1965
"cty26013","Baraga County, MI",0.1964
"cty26113","Missaukee County, MI",0.1959
"cty04017","Navajo County, AZ",0.1958
"cty27059","Isanti County, MN",0.1956
"cty13231","Pike County, GA",0.1956
"cty51029","Buckingham County, VA",0.1955
"cty48467","Van Zandt County, TX",0.1954
"cty27075","Lake County, MN",0.1952
"cty26001","Alcona County, MI",0.195
"cty42099","Perry County, PA",0.195
"cty48409","San Patricio County, TX",0.1949
"cty37141","Pender County, NC",0.1949
"cty12079","Madison County, FL",0.1949
"cty13233","Polk County, GA",0.1945
"cty18079","Jennings County, IN",0.1945
"cty13227","Pickens County, GA",0.1944
"cty13295","Walker County, GA",0.1942
"cty47057","Grainger County, TN",0.1942
"cty18033","DeKalb County, IN",0.1942
"cty18175","Washington County, IN",0.194
"cty47171","Unicoi County, TN",0.1935
"cty02150","Kodiak Island Borough, AK",0.1934
"cty28057","Itawamba County, MS",0.1934
"cty49057","Weber County, UT",0.1933
"cty37073","Gates County, NC",0.1933
"cty13181","Lincoln County, GA",0.1928
"cty53057","Skagit County, WA",0.1926
"cty26027","Cass County, MI",0.1925
"cty18075","Jay County, IN",0.1922
"cty28013","Calhoun County, MS",0.1922
"cty39015","Brown County, OH",0.192
"cty48217","Hill County, TX",0.192
"cty13223","Paulding County, GA",0.192
"cty37033","Caswell County, NC",0.1919
"cty28141","Tishomingo County, MS",0.1919
"cty47085","Humphreys County, TN",0.1919
"cty35039","Rio Arriba County, NM",0.1918
"cty22091","St. Helena Parish, LA",0.1912
"cty01007","Bibb County, AL",0.191
"cty51101","King William County, VA",0.1909
"cty04015","Mohave County, AZ",0.1908
"cty48375","Potter County, TX",0.1904
"cty32003","Clark County, NV",0.1904
"cty13013","Barrow County, GA",0.1904
"cty21065","Estill County, KY",0.1904
"cty21135","Lewis County, KY",0.1904
"cty26015","Barry County, MI",0.1903
"cty40041","Delaware County, OK",0.1899
"cty21213","Simpson County, KY",0.1898
"cty05105","Perry County, AR",0.1898
"cty13161","Jeff Davis County, GA",0.1894
"cty26135","Oscoda County, MI",0.1894
"cty21107","Hopkins County, KY",0.1894
"cty26057","Gratiot County, MI",0.1892
"cty47169","Trousdale County, TN",0.1891
"cty01071","Jackson County, AL",0.1889
"cty26157","Tuscola County, MI",0.1889
"cty13055","Chattooga County, GA",0.1887
"cty55061","Kewaunee County, WI",0.1886
"cty39019","Carroll County, OH",0.1884
"cty21181","Nicholas County, KY",0.1881
"cty39031","Coshocton County, OH",0.1874
"cty29223","Wayne County, MO",0.1873
"cty48071","Chambers County, TX",0.1872
"cty12121","Suwannee County, FL",0.1872
"cty21187","Owen County, KY",0.1872
"cty51580","Covington city, VA",0.1868
"cty13077","Coweta County, GA",0.1867
"cty49055","Wayne County, UT",0.1866
"cty37027","Caldwell County, NC",0.1865
"cty26059","Hillsdale County, MI",0.1863
"cty21209","Scott County, KY",0.1863
"cty20209","Wyandotte County, KS",0.1862
"cty05081","Little River County, AR",0.186
"cty02198","Prince of Wales-Hyder Census Area, AK",0.1855
"cty21081","Grant County, KY",0.1853
"cty13221","Oglethorpe County, GA",0.1851
"cty53003","Asotin County, WA",0.1851
"cty45069","Marlboro County, SC",0.1848
"cty05089","Marion County, AR",0.1848
"cty51139","Page County, VA",0.1848
"cty39135","Preble County, OH",0.1847
"cty47075","Haywood County, TN",0.1846
"cty47013","Campbell County, TN",0.1846
"cty26141","Presque Isle County, MI",0.1842
"cty21031","Butler County, KY",0.1841
"cty51193","Westmoreland County, VA",0.184
"cty06021","Glenn County, CA",0.1839
"cty48457","Tyler County, TX",0.1838
"cty27021","Cass County, MN",0.1837
"cty28039","George County, MS",0.1836
"cty53027","Grays Harbor County, WA",0.1833
"cty48191","Hall County, TX",0.1832
"cty18015","Carroll County, IN",0.1831
"cty13305","Wayne County, GA",0.183
"cty13307","Webster County, GA",0.1823
"cty18135","Randolph County, IN",0.1822
"cty41057","Tillamook County, OR",0.182
"cty32007","Elko County, NV",0.1819
"cty47139","Polk County, TN",0.1817
"cty47015","Cannon County, TN",0.1816
"cty54059","Mingo County, WV",0.1815
"cty18119","Owen County, IN",0.1811
"cty55077","Marquette County, WI",0.181
"cty22037","East Feliciana Parish, LA",0.181
"cty48131","Duval County, TX",0.181
"cty28097","Montgomery County, MS",0.1809
"cty37003","Alexander County, NC",0.1806
"cty18113","Noble County, IN",0.1804
"cty47067","Hancock County, TN",0.1803
"cty48239","Jackson County, TX",0.1802
"cty13157","Jackson County, GA",0.1802
"cty08001","Adams County, CO",0.18
"cty26123","Newaygo County, MI",0.18
"cty05127","Scott County, AR",0.1799
"cty17003","Alexander County, IL",0.1797
"cty04021","Pinal County, AZ",0.1792
"cty26023","Branch County, MI",0.1784
"cty18165","Vermillion County, IN",0.1782
"cty45065","McCormick County, SC",0.1777
"cty22007","Assumption Parish, LA",0.1775
"cty51670","Hopewell city, VA",0.1775
"cty53059","Skamania County, WA",0.1773
"cty13321","Worth County, GA",0.1769
"cty18025","Crawford County, IN",0.1768
"cty12119","Sumter County, FL",0.1765
"cty21029","Bullitt County, KY",0.1761
"cty53041","Lewis County, WA",0.1756
"cty26149","St. Joseph County, MI",0.1755
"cty21191","Pendleton County, KY",0.1754
"cty56007","Carbon County, WY",0.1753
"cty51007","Amelia County, VA",0.1749
"cty51685","Manassas Park city, VA",0.1748
"cty21097","Harrison County, KY",0.1747
"cty51053","Dinwiddie County, VA",0.174
"cty21139","Livingston County, KY",0.1739
"cty47043","Dickson County, TN",0.1737
"cty29221","Washington County, MO",0.1736
"cty55001","Adams County, WI",0.1734
"cty17151","Pope County, IL",0.1728
"cty26117","Montcalm County, MI",0.1725
"cty48475","Ward County, TX",0.1722
"cty47083","Houston County, TN",0.1721
"cty21131","Leslie County, KY",0.1721
"cty26067","Ionia County, MI",0.1718
"cty18183","Whitley County, IN",0.1718
"cty48383","Reagan County, TX",0.1717
"cty18013","Brown County, IN",0.1716
"cty21023","Bracken County, KY",0.1716
"cty47129","Morgan County, TN",0.1716
"cty47095","Lake County, TN",0.1713
"cty47061","Grundy County, TN",0.1707
"cty12093","Okeechobee County, FL",0.1707
"cty13143","Haralson County, GA",0.1702
"cty28153","Wayne County, MS",0.1697
"cty17069","Hardin County, IL",0.1686
"cty47115","Marion County, TN",0.1683
"cty46121","Todd County, SD",0.1678
"cty32023","Nye County, NV",0.1677
"cty41009","Columbia County, OR",0.1676
"cty26039","Crawford County, MI",0.1676
"cty13103","Effingham County, GA",0.1675
"cty29093","Iron County, MO",0.1672
"cty18109","Morgan County, IN",0.1658
"cty49047","Uintah County, UT",0.1655
"cty30087","Rosebud County, MT",0.1653
"cty48461","Upton County, TX",0.1648
"cty48403","Sabine County, TX",0.1642
"cty55137","Waushara County, WI",0.1639
"cty18023","Clinton County, IN",0.1637
"cty05135","Sharp County, AR",0.1633
"cty21183","Ohio County, KY",0.1631
"cty16013","Blaine County, ID",0.163
"cty27065","Kanabec County, MN",0.163
"cty47167","Tipton County, TN",0.1626
"cty32013","Humboldt County, NV",0.1624
"cty47173","Union County, TN",0.1623
"cty13043","Candler County, GA",0.1616
"cty37123","Montgomery County, NC",0.1613
"cty41013","Crook County, OR",0.1613
"cty13209","Montgomery County, GA",0.1612
"cty47047","Fayette County, TN",0.161
"cty13037","Calhoun County, GA",0.1585
"cty28093","Marshall County, MS",0.1582
"cty05053","Grant County, AR",0.1579
"cty12047","Hamilton County, FL",0.1577
"cty48455","Trinity County, TX",0.1575
"cty26079","Kalkaska County, MI",0.1572
"cty42057","Fulton County, PA",0.1569
"cty16009","Benewah County, ID",0.1567
"cty18115","Ohio County, IN",0.1564
"cty18153","Sullivan County, IN",0.1561
"cty12043","Glades County, FL",0.1558
"cty28037","Franklin County, MS",0.1558
"cty13213","Murray County, GA",0.1556
"cty06051","Mono County, CA",0.1555
"cty29059","Dallas County, MO",0.1554
"cty48495","Winkler County, TX",0.1552
"cty13319","Wilkinson County, GA",0.155
"cty47135","Perry County, TN",0.153
"cty21233","Webster County, KY",0.1527
"cty05049","Fulton County, AR",0.1517
"cty04009","Graham County, AZ",0.1501
"cty20069","Gray County, KS",0.1498
"cty39075","Holmes County, OH",0.1495
"cty18041","Fayette County, IN",0.1495
"cty13155","Irwin County, GA",0.1486
"cty13149","Heard County, GA",0.1483
"cty04001","Apache County, AZ",0.1476
"cty13003","Atkinson County, GA",0.1476
"cty22081","Red River Parish, LA",0.1472
"cty40033","Cotton County, OK",0.146
"cty12003","Baker County, FL",0.1445
"cty08081","Moffat County, CO",0.1438
"cty28119","Quitman County, MS",0.1431
"cty12029","Dixie County, FL",0.1403
"cty47121","Meigs County, TN",0.1402
"cty02220","Sitka City and Borough, AK",0.14
"cty13173","Lanier County, GA",0.14
"cty32019","Lyon County, NV",0.1398
"cty02016","Aleutians West Census Area, AK",0.1398
"cty47007","Bledsoe County, TN",0.1394
"cty22003","Allen Parish, LA",0.1391
"cty13079","Crawford County, GA",0.1363
"cty51036","Charles City County, VA",0.1338
"cty13007","Baker County, GA",0.1319
"cty18087","LaGrange County, IN",0.1308
"cty48507","Zavala County, TX",0.1299
"cty02013","Aleutians East Borough, AK",0.1279
"cty21159","Martin County, KY",0.1276
"cty13065","Clinch County, GA",0.1247
"cty47175","Van Buren County, TN",0.1247
"cty04011","Greenlee County, AZ",0.1226
"cty46073","Jerauld County, SD",0.1218
"cty48411","San Saba County, TX",0.1201
"cty21063","Elliott County, KY",0.1186
"cty48389","Reeves County, TX",0.1151
"cty13197","Marion County, GA",0.1136
"cty13289","Twiggs County, GA",0.1094
"cty55078","Menominee County, WI",0.1086
"cty13265","Taliaferro County, GA",0.1086
"cty16015","Boise County, ID",0.1067
"cty47127","Moore County, TN",0.1052
"cty13093","Dooly County, GA",0.1048
"cty13035","Butts County, GA",0.1039
"cty31113","Logan County, NE",0.1026
"cty35019","Guadalupe County, NM",0.0993
"cty46031","Corson County, SD",0.096
"cty21077","Gallatin County, KY",0.0954
"cty46041","Dewey County, SD",0.0911
"cty13167","Johnson County, GA",0.0899
"cty40061","Haskell County, OK",0.0883
"cty13125","Glascock County, GA",0.0869
"cty38033","Golden Valley County, ND",0.0857
"cty49001","Beaver County, UT",0.0801
"cty12037","Franklin County, FL",0.0782
"cty02050","Bethel Census Area, AK",0.0777
"cty02070","Dillingham Census Area, AK",0.076
"cty02180","Nome Census Area, AK",0.0611
"cty02290","Yukon-Koyukuk Census Area, AK",0.0587
"cty32029","Storey County, NV",0.0575
"cty32017","Lincoln County, NV",0.0546
"cty46102","Oglala Lakota County, SD",0.052
"cty13061","Clay County, GA",0.0442
"cty02158","Kusilvak Census Area, AK",0.0414
"cty35057","Torrance County, NM",0.0273
"cty02188","Northwest Arctic Borough, AK",0.0249
"cty02185","North Slope Borough, AK",0.0184
"cty48283","La Salle County, TX",0.0097
"cty48393","Roberts County, TX",0.0096
"cty46137","Ziebach County, SD",0.0072
"cty46017","Buffalo County, SD",
"cty48269","King County, TX",
"cty30079","Prairie County, MT",
"cty72025","Caguas Municipio, PR",
"cty49009","Daggett County, UT",
"cty48385","Real County, TX",
"cty72003","Aguada Municipio, PR",
"cty41021","Gilliam County, OR",
"cty72133","Santa Isabel Municipio, PR",
"cty72035","Cayey Municipio, PR",
"cty06091","Sierra County, CA",
"cty72054","Florida Municipio, PR",
"cty08023","Costilla County, CO",
"cty46063","Harding County, SD",
"cty38087","Slope County, ND",
"cty72087","Loiza Municipio, PR",
"cty72011","Anasco Municipio, PR",
"cty02275","Wrangell City and Borough, AK",
"cty13239","Quitman County, GA",
"cty48045","Briscoe County, TX",
"cty08057","Jackson County, CO",
"cty72099","Moca Municipio, PR",
"cty72135","Toa Alta Municipio, PR",
"cty72063","Gurabo Municipio, PR",
"cty31075","Grant County, NE",
"cty30019","Daniels County, MT",
"cty72081","Lares Municipio, PR",
"cty72001","Adjuntas Municipio, PR",
"cty48359","Oldham County, TX",
"cty72075","Juana Diaz Municipio, PR",
"cty72015","Arroyo Municipio, PR",
"cty31009","Blaine County, NE",
"cty72095","Maunabo Municipio, PR",
"cty72089","Luquillo Municipio, PR",
"cty72147","Vieques Municipio, PR",
"cty02282","Yakutat City and Borough, AK",
"cty20033","Comanche County, KS",
"cty48431","Sterling County, TX",
"cty72079","Lajas Municipio, PR",
"cty72103","Naguabo Municipio, PR",
"cty16025","Camas County, ID",
"cty72131","San Sebastian Municipio, PR",
"cty30109","Wibaux County, MT",
"cty72077","Juncos Municipio, PR",
"cty72137","Toa Baja Municipio, PR",
"cty72007","Aguas Buenas Municipio, PR",
"cty48155","Foard County, TX",
"cty72055","Guanica Municipio, PR",
"cty30103","Treasure County, MT",
"cty72113","Ponce Municipio, PR",
"cty48229","Hudspeth County, TX",
"cty72139","Trujillo Alto Municipio, PR",
"cty72125","San German Municipio, PR",
"cty49031","Piute County, UT",
"cty72083","Las Marias Municipio, PR",
"cty72029","Canovanas Municipio, PR",
"cty35021","Harding County, NM",
"cty08113","San Miguel County, CO",
"cty48319","Mason County, TX",
"cty46075","Jones County, SD",
"cty72117","Rincon Municipio, PR",
"cty30033","Garfield County, MT",
"cty08033","Dolores County, CO",
"cty72141","Utuado Municipio, PR",
"cty72109","Patillas Municipio, PR",
"cty72005","Aguadilla Municipio, PR",
"cty30045","Judith Basin County, MT",
"cty02230","Skagway Municipality, AK",
"cty31091","Hooker County, NE",
"cty72115","Quebradillas Municipio, PR",
"cty72041","Cidra Municipio, PR",
"cty72059","Guayanilla Municipio, PR",
"cty31117","McPherson County, NE",
"cty48327","Menard County, TX",
"cty72071","Isabela Municipio, PR",
"cty72149","Villalba Municipio, PR",
"cty02060","Bristol Bay Borough, AK",
"cty72039","Ciales Municipio, PR",
"cty72065","Hatillo Municipio, PR",
"cty72037","Ceiba Municipio, PR",
"cty02068","Denali Borough, AK",
"cty72017","Barceloneta Municipio, PR",
"cty15005","Kalawao County, HI",
"cty51091","Highland County, VA",
"cty30069","Petroleum County, MT",
"cty72091","Manati Municipio, PR",
"cty72021","Bayamon Municipio, PR",
"cty48173","Glasscock County, TX",
"cty48447","Throckmorton County, TX",
"cty72129","San Lorenzo Municipio, PR",
"cty72151","Yabucoa Municipio, PR",
"cty30051","Liberty County, MT",
"cty72119","Rio Grande Municipio, PR",
"cty48301","Loving County, TX",
"cty30107","Wheatland County, MT",
"cty72009","Aibonito Municipio, PR",
"cty31115","Loup County, NE",
"cty08079","Mineral County, CO",
"cty72023","Cabo Rojo Municipio, PR",
"cty72013","Arecibo Municipio, PR",
"cty72105","Naranjito Municipio, PR",
"cty30055","McCone County, MT",
"cty72057","Guayama Municipio, PR",
"cty31007","Banner County, NE",
"cty72153","Yauco Municipio, PR",
"cty72061","Guaynabo Municipio, PR",
"cty46119","Sully County, SD",
"cty41055","Sherman County, OR",
"cty31171","Thomas County, NE",
"cty30037","Golden Valley County, MT",
"cty48235","Irion County, TX",
"cty31005","Arthur County, NE",
"cty48413","Schleicher County, TX",
"cty72073","Jayuya Municipio, PR",
"cty32009","Esmeralda County, NV",
"cty30059","Meagher County, MT",
"cty32011","Eureka County, NV",
"cty72145","Vega Baja Municipio, PR",
"cty72111","Penuelas Municipio, PR",
"cty02100","Haines Borough, AK",
"cty20187","Stanton County, KS",
"cty72043","Coamo Municipio, PR",
"cty31103","Keya Paha County, NE",
"cty08111","San Juan County, CO",
"cty49033","Rich County, UT",
"cty72085","Las Piedras Municipio, PR",
"cty08017","Cheyenne County, CO",
"cty20075","Hamilton County, KS",
"cty16033","Clark County, ID",
"cty30075","Powder River County, MT",
"cty72097","Mayaguez Municipio, PR",
"cty72123","Salinas Municipio, PR",
"cty35003","Catron County, NM",
"cty72051","Dorado Municipio, PR",
"cty72107","Orocovis Municipio, PR",
"cty48443","Terrell County, TX",
"cty72067","Hormigueros Municipio, PR",
"cty72143","Vega Alta Municipio, PR",
"cty06003","Alpine County, CA",
"cty48137","Edwards County, TX",
"cty72069","Humacao Municipio, PR",
"cty48271","Kinney County, TX",
"cty48263","Kent County, TX",
"cty72027","Camuy Municipio, PR",
"cty41069","Wheeler County, OR",
"cty46095","Mellette County, SD",
"cty72049","Culebra Municipio, PR",
"cty72053","Fajardo Municipio, PR",
"cty08053","Hinsdale County, CO",
"cty72019","Barranquitas Municipio, PR",
"cty72033","Catano Municipio, PR",
"cty72121","Sabana Grande Municipio, PR",
"cty48311","McMullen County, TX",
"cty48033","Borden County, TX",
"cty48261","Kenedy County, TX",
"cty72031","Carolina Municipio, PR",
"cty72093","Maricao Municipio, PR",
"cty28055","Issaquena County, MS",
"cty72045","Comerio Municipio, PR",
"cty48345","Motley County, TX",
"cty30011","Carter County, MT",
"cty72047","Corozal Municipio, PR",
"cty48105","Crockett County, TX",
"cty48101","Cottle County, TX",
"cty72101","Morovis Municipio, PR",
