"cty","Name","Household_Income_rP_gP_p50"
"cty06043","Mariposa County, CA",43396
"cty39063","Hancock County, OH",43391
"cty48031","Blanco County, TX",43390
"cty34005","Burlington County, NJ",43387
"cty49045","Tooele County, UT",43382
"cty48145","Falls County, TX",43376
"cty51097","King and Queen County, VA",43368
"cty28077","Lawrence County, MS",43367
"cty33017","Strafford County, NH",43366
"cty39159","Union County, OH",43357
"cty18157","Tippecanoe County, IN",43353
"cty29047","Clay County, MO",43342
"cty05025","Cleveland County, AR",43342
"cty29085","Hickory County, MO",43340
"cty42121","Venango County, PA",43339
"cty36007","Broome County, NY",43339
"cty06057","Nevada County, CA",43333
"cty17125","Mason County, IL",43325
"cty30041","Hill County, MT",43323
"cty48373","Polk County, TX",43323
"cty26097","Mackinac County, MI",43322
"cty28073","Lamar County, MS",43319
"cty17097","Lake County, IL",43318
"cty51510","Alexandria city, VA",43314
"cty16039","Elmore County, ID",43312
"cty48473","Waller County, TX",43306
"cty29109","Lawrence County, MO",43299
"cty39165","Warren County, OH",43292
"cty29071","Franklin County, MO",43287
"cty29219","Warren County, MO",43286
"cty29125","Maries County, MO",43276
"cty20175","Seward County, KS",43266
"cty29127","Marion County, MO",43265
"cty50015","Lamoille County, VT",43265
"cty48283","La Salle County, TX",43262
"cty22101","St. Mary Parish, LA",43260
"cty22075","Plaquemines Parish, LA",43258
"cty29167","Polk County, MO",43257
"cty48363","Palo Pinto County, TX",43255
"cty09009","New Haven County, CT",43249
"cty26101","Manistee County, MI",43240
"cty36017","Chenango County, NY",43231
"cty54027","Hampshire County, WV",43228
"cty53021","Franklin County, WA",43220
"cty48067","Cass County, TX",43220
"cty39109","Miami County, OH",43216
"cty26055","Grand Traverse County, MI",43215
"cty01029","Cleburne County, AL",43213
"cty48271","Kinney County, TX",43212
"cty18085","Kosciusko County, IN",43204
"cty51161","Roanoke County, VA",43187
"cty48293","Limestone County, TX",43184
"cty29195","Saline County, MO",43183
"cty22029","Concordia Parish, LA",43183
"cty35009","Curry County, NM",43183
"cty51179","Stafford County, VA",43177
"cty29061","Daviess County, MO",43176
"cty50017","Orange County, VT",43170
"cty51051","Dickenson County, VA",43163
"cty16075","Payette County, ID",43162
"cty53039","Klickitat County, WA",43159
"cty09003","Hartford County, CT",43155
"cty53055","San Juan County, WA",43155
"cty28015","Carroll County, MS",43155
"cty48201","Harris County, TX",43143
"cty51185","Tazewell County, VA",43126
"cty08119","Teller County, CO",43121
"cty48507","Zavala County, TX",43121
"cty18011","Boone County, IN",43114
"cty21179","Nelson County, KY",43113
"cty48185","Grimes County, TX",43111
"cty26001","Alcona County, MI",43107
"cty05083","Logan County, AR",43102
"cty05121","Randolph County, AR",43100
"cty21135","Lewis County, KY",43084
"cty18159","Tipton County, IN",43084
"cty48487","Wilbarger County, TX",43082
"cty26047","Emmet County, MI",43079
"cty20035","Cowley County, KS",43074
"cty40065","Jackson County, OK",43070
"cty17137","Morgan County, IL",43070
"cty41005","Clackamas County, OR",43066
"cty17161","Rock Island County, IL",43053
"cty17095","Knox County, IL",43046
"cty05007","Benton County, AR",43044
"cty26099","Macomb County, MI",43037
"cty36109","Tompkins County, NY",43029
"cty05113","Polk County, AR",43014
"cty17179","Tazewell County, IL",43007
"cty18055","Greene County, IN",43004
"cty51003","Albemarle County, VA",43000
"cty48251","Johnson County, TX",42997
"cty24025","Harford County, MD",42989
"cty01041","Crenshaw County, AL",42982
"cty50003","Bennington County, VT",42974
"cty51167","Russell County, VA",42974
"cty13219","Oconee County, GA",42973
"cty51023","Botetourt County, VA",42966
"cty28007","Attala County, MS",42963
"cty28141","Tishomingo County, MS",42962
"cty26073","Isabella County, MI",42956
"cty21219","Todd County, KY",42937
"cty33005","Cheshire County, NH",42935
"cty42023","Cameron County, PA",42933
"cty28153","Wayne County, MS",42932
"cty21129","Lee County, KY",42930
"cty42049","Erie County, PA",42928
"cty26007","Alpena County, MI",42927
"cty26137","Otsego County, MI",42920
"cty48485","Wichita County, TX",42919
"cty18021","Clay County, IN",42915
"cty17197","Will County, IL",42913
"cty29073","Gasconade County, MO",42909
"cty54067","Nicholas County, WV",42901
"cty30035","Glacier County, MT",42899
"cty23005","Cumberland County, ME",42899
"cty40035","Craig County, OK",42889
"cty06035","Lassen County, CA",42884
"cty51063","Floyd County, VA",42883
"cty47007","Bledsoe County, TN",42879
"cty48183","Gregg County, TX",42872
"cty01059","Franklin County, AL",42859
"cty21157","Marshall County, KY",42853
"cty51115","Mathews County, VA",42851
"cty39143","Sandusky County, OH",42838
"cty41067","Washington County, OR",42835
"cty29159","Pettis County, MO",42831
"cty48041","Brazos County, TX",42831
"cty18115","Ohio County, IN",42822
"cty53063","Spokane County, WA",42821
"cty21083","Graves County, KY",42812
"cty05047","Franklin County, AR",42812
"cty21053","Clinton County, KY",42811
"cty48451","Tom Green County, TX",42810
"cty21217","Taylor County, KY",42804
"cty28031","Covington County, MS",42803
"cty48471","Walker County, TX",42793
"cty21041","Carroll County, KY",42792
"cty39065","Hardin County, OH",42787
"cty20045","Douglas County, KS",42777
"cty40115","Ottawa County, OK",42774
"cty48349","Navarro County, TX",42774
"cty31055","Douglas County, NE",42765
"cty29229","Wright County, MO",42753
"cty08105","Rio Grande County, CO",42747
"cty26093","Livingston County, MI",42735
"cty21037","Campbell County, KY",42733
"cty21009","Barren County, KY",42731
"cty37121","Mitchell County, NC",42726
"cty22077","Pointe Coupee Parish, LA",42725
"cty08003","Alamosa County, CO",42724
"cty20125","Montgomery County, KS",42723
"cty29101","Johnson County, MO",42719
"cty26133","Osceola County, MI",42715
"cty48215","Hidalgo County, TX",42710
"cty16069","Nez Perce County, ID",42705
"cty34033","Salem County, NJ",42704
"cty29091","Howell County, MO",42704
"cty33001","Belknap County, NH",42702
"cty47083","Houston County, TN",42682
"cty08083","Montezuma County, CO",42676
"cty51061","Fauquier County, VA",42660
"cty17019","Champaign County, IL",42659
"cty53041","Lewis County, WA",42648
"cty16005","Bannock County, ID",42646
"cty28079","Leake County, MS",42639
"cty24003","Anne Arundel County, MD",42637
"cty37095","Hyde County, NC",42633
"cty48073","Cherokee County, TX",42629
"cty48355","Nueces County, TX",42628
"cty05023","Cleburne County, AR",42615
"cty05053","Grant County, AR",42615
"cty39081","Jefferson County, OH",42614
"cty39077","Huron County, OH",42607
"cty25013","Hampden County, MA",42605
"cty29031","Cape Girardeau County, MO",42587
"cty29161","Phelps County, MO",42585
"cty40005","Atoka County, OK",42582
"cty28129","Smith County, MS",42576
"cty18107","Montgomery County, IN",42574
"cty36035","Fulton County, NY",42568
"cty48005","Angelina County, TX",42567
"cty18151","Steuben County, IN",42566
"cty18077","Jefferson County, IN",42564
"cty24017","Charles County, MD",42562
"cty54025","Greenbrier County, WV",42559
"cty48189","Hale County, TX",42558
"cty48343","Morris County, TX",42555
"cty51119","Middlesex County, VA",42550
"cty24005","Baltimore County, MD",42549
"cty51127","New Kent County, VA",42540
"cty26057","Gratiot County, MI",42538
"cty21153","Magoffin County, KY",42537
"cty53031","Jefferson County, WA",42531
"cty05105","Perry County, AR",42527
"cty21057","Cumberland County, KY",42527
"cty39099","Mahoning County, OH",42525
"cty18029","Dearborn County, IN",42522
"cty21107","Hopkins County, KY",42521
"cty26003","Alger County, MI",42514
"cty28005","Amite County, MS",42508
"cty48139","Ellis County, TX",42507
"cty15007","Kauai County, HI",42497
"cty13135","Gwinnett County, GA",42493
"cty06029","Kern County, CA",42489
"cty05137","Stone County, AR",42484
"cty17039","De Witt County, IL",42484
"cty48351","Newton County, TX",42470
"cty23011","Kennebec County, ME",42468
"cty39117","Morrow County, OH",42468
"cty29113","Lincoln County, MO",42464
"cty41035","Klamath County, OR",42458
"cty29145","Newton County, MO",42457
"cty51021","Bland County, VA",42454
"cty24041","Talbot County, MD",42447
"cty39033","Crawford County, OH",42443
"cty48053","Burnet County, TX",42439
"cty40097","Mayes County, OK",42434
"cty05143","Washington County, AR",42433
"cty35041","Roosevelt County, NM",42430
"cty39045","Fairfield County, OH",42428
"cty29043","Christian County, MO",42425
"cty28037","Franklin County, MS",42425
"cty08053","Hinsdale County, CO",42418
"cty51005","Alleghany County, VA",42416
"cty51105","Lee County, VA",42415
"cty41065","Wasco County, OR",42410
"cty28147","Walthall County, MS",42407
"cty36067","Onondaga County, NY",42403
"cty13117","Forsyth County, GA",42402
"cty25003","Berkshire County, MA",42396
"cty51069","Frederick County, VA",42378
"cty36107","Tioga County, NY",42373
"cty29149","Oregon County, MO",42373
"cty22045","Iberia Parish, LA",42368
"cty48063","Camp County, TX",42367
"cty29141","Morgan County, MO",42364
"cty06083","Santa Barbara County, CA",42361
"cty40037","Creek County, OK",42359
"cty54009","Brooke County, WV",42359
"cty05101","Newton County, AR",42358
"cty40033","Cotton County, OK",42354
"cty51031","Campbell County, VA",42354
"cty05019","Clark County, AR",42348
"cty30005","Blaine County, MT",42345
"cty16079","Shoshone County, ID",42343
"cty06111","Ventura County, CA",42341
"cty18135","Randolph County, IN",42331
"cty23015","Lincoln County, ME",42329
"cty51133","Northumberland County, VA",42321
"cty21099","Hart County, KY",42320
"cty54019","Fayette County, WV",42314
"cty48187","Guadalupe County, TX",42312
"cty39133","Portage County, OH",42306
"cty37189","Watauga County, NC",42297
"cty29207","Stoddard County, MO",42295
"cty42089","Monroe County, PA",42290
"cty48347","Nacogdoches County, TX",42290
"cty28101","Newton County, MS",42288
"cty16001","Ada County, ID",42287
"cty29007","Audrain County, MO",42287
"cty53077","Yakima County, WA",42275
"cty22121","West Baton Rouge Parish, LA",42270
"cty48303","Lubbock County, TX",42266
"cty40145","Wagoner County, OK",42261
"cty24043","Washington County, MD",42258
"cty17177","Stephenson County, IL",42254
"cty08043","Fremont County, CO",42248
"cty18117","Orange County, IN",42220
"cty22061","Lincoln Parish, LA",42215
"cty17077","Jackson County, IL",42212
"cty06073","San Diego County, CA",42206
"cty22103","St. Tammany Parish, LA",42202
"cty48281","Lampasas County, TX",42202
"cty48455","Trinity County, TX",42202
"cty22019","Calcasieu Parish, LA",42187
"cty29197","Schuyler County, MO",42172
"cty50025","Windham County, VT",42167
"cty29153","Ozark County, MO",42166
"cty36073","Orleans County, NY",42156
"cty36015","Chemung County, NY",42150
"cty26067","Ionia County, MI",42141
"cty54029","Hancock County, WV",42138
"cty17081","Jefferson County, IL",42136
"cty53027","Grays Harbor County, WA",42129
"cty51009","Amherst County, VA",42126
"cty18071","Jackson County, IN",42122
"cty40121","Pittsburg County, OK",42121
"cty21223","Trimble County, KY",42115
"cty53067","Thurston County, WA",42109
"cty48225","Houston County, TX",42109
"cty53011","Clark County, WA",42106
"cty53071","Walla Walla County, WA",42105
"cty35005","Chaves County, NM",42104
"cty06105","Trinity County, CA",42098
"cty53003","Asotin County, WA",42095
"cty17199","Williamson County, IL",42088
"cty29029","Camden County, MO",42087
"cty05063","Independence County, AR",42086
"cty36075","Oswego County, NY",42078
"cty26111","Midland County, MI",42076
"cty40133","Seminole County, OK",42067
"cty08047","Gilpin County, CO",42061
"cty36117","Wayne County, NY",42058
"cty48167","Galveston County, TX",42055
"cty36105","Sullivan County, NY",42052
"cty01061","Geneva County, AL",42050
"cty01117","Shelby County, AL",42049
"cty26129","Ogemaw County, MI",42048
"cty04009","Graham County, AZ",42047
"cty17121","Marion County, IL",42045
"cty41045","Malheur County, OR",42043
"cty26127","Oceana County, MI",42040
"cty23001","Androscoggin County, ME",42020
"cty18161","Union County, IN",42019
"cty18033","DeKalb County, IN",42016
"cty26105","Mason County, MI",42015
"cty17091","Kankakee County, IL",42015
"cty54083","Randolph County, WV",42012
"cty51019","Bedford County, VA",42004
"cty23017","Oxford County, ME",42000
"cty51840","Winchester city, VA",41995
"cty53035","Kitsap County, WA",41988
"cty22095","St. John the Baptist Parish, LA",41975
"cty18059","Hancock County, IN",41972
"cty41057","Tillamook County, OR",41971
"cty53069","Wahkiakum County, WA",41970
"cty26005","Allegan County, MI",41969
"cty17151","Pope County, IL",41965
"cty41059","Umatilla County, OR",41964
"cty55113","Sawyer County, WI",41960
"cty21175","Morgan County, KY",41955
"cty18039","Elkhart County, IN",41954
"cty51121","Montgomery County, VA",41952
"cty06089","Shasta County, CA",41942
"cty51015","Augusta County, VA",41942
"cty54015","Clay County, WV",41939
"cty36063","Niagara County, NY",41935
"cty39119","Muskingum County, OH",41928
"cty48479","Webb County, TX",41927
"cty22047","Iberville Parish, LA",41922
"cty28111","Perry County, MS",41917
"cty47103","Lincoln County, TN",41897
"cty29203","Shannon County, MO",41891
"cty54035","Jackson County, WV",41889
"cty41007","Clatsop County, OR",41881
"cty22051","Jefferson Parish, LA",41878
"cty48209","Hays County, TX",41878
"cty51041","Chesterfield County, VA",41871
"cty22119","Webster Parish, LA",41869
"cty40041","Delaware County, OK",41857
"cty48001","Anderson County, TX",41839
"cty21215","Spencer County, KY",41831
"cty48245","Jefferson County, TX",41825
"cty05045","Faulkner County, AR",41823
"cty05005","Baxter County, AR",41815
"cty39031","Coshocton County, OH",41813
"cty51113","Madison County, VA",41812
"cty51660","Harrisonburg city, VA",41799
"cty06009","Calaveras County, CA",41790
"cty01027","Clay County, AL",41790
"cty17029","Coles County, IL",41789
"cty26051","Gladwin County, MI",41788
"cty41017","Deschutes County, OR",41786
"cty50009","Essex County, VT",41784
"cty35029","Luna County, NM",41773
"cty21015","Boone County, KY",41773
"cty23019","Penobscot County, ME",41769
"cty41009","Columbia County, OR",41769
"cty72057","Guayama Municipio, PR",41769
"cty05071","Johnson County, AR",41767
"cty09011","New London County, CT",41760
"cty24029","Kent County, MD",41754
"cty22115","Vernon Parish, LA",41749
"cty21105","Hickman County, KY",41749
"cty48061","Cameron County, TX",41743
"cty37011","Avery County, NC",41742
"cty51111","Lunenburg County, VA",41741
"cty21085","Grayson County, KY",41738
"cty15009","Maui County, HI",41734
"cty22105","Tangipahoa Parish, LA",41729
"cty21035","Calloway County, KY",41721
"cty26045","Eaton County, MI",41718
"cty29209","Stone County, MO",41718
"cty29201","Scott County, MO",41710
"cty13311","White County, GA",41704
"cty18133","Putnam County, IN",41696
"cty06063","Plumas County, CA",41692
"cty21063","Elliott County, KY",41692
"cty37005","Alleghany County, NC",41691
"cty04025","Yavapai County, AZ",41664
"cty48213","Henderson County, TX",41663
"cty26017","Bay County, MI",41662
"cty29097","Jasper County, MO",41652
"cty06037","Los Angeles County, CA",41652
"cty48423","Smith County, TX",41649
"cty17089","Kane County, IL",41647
"cty06095","Solano County, CA",41647
"cty54105","Wirt County, WV",41646
"cty12077","Liberty County, FL",41643
"cty18017","Cass County, IN",41642
"cty26115","Monroe County, MI",41640
"cty51775","Salem city, VA",41636
"cty40107","Okfuskee County, OK",41633
"cty26015","Barry County, MI",41632
"cty47051","Franklin County, TN",41632
"cty53059","Skamania County, WA",41624
"cty18081","Johnson County, IN",41619
"cty29215","Texas County, MO",41612
"cty39151","Stark County, OH",41609
"cty29217","Vernon County, MO",41602
"cty34007","Camden County, NJ",41600
"cty26125","Oakland County, MI",41594
"cty29017","Bollinger County, MO",41594
"cty17119","Madison County, IL",41587
"cty01093","Marion County, AL",41585
"cty20049","Elk County, KS",41580
"cty29015","Benton County, MO",41577
"cty29067","Douglas County, MO",41574
"cty28023","Clarke County, MS",41572
"cty06007","Butte County, CA",41569
"cty38079","Rolette County, ND",41549
"cty28097","Montgomery County, MS",41539
"cty51145","Powhatan County, VA",41534
"cty53053","Pierce County, WA",41509
"cty54079","Putnam County, WV",41509
"cty48203","Harrison County, TX",41507
"cty37199","Yancey County, NC",41506
"cty05115","Pope County, AR",41504
"cty21141","Logan County, KY",41504
"cty39001","Adams County, OH",41503
"cty35045","San Juan County, NM",41497
"cty21031","Butler County, KY",41497
"cty51169","Scott County, VA",41485
"cty29099","Jefferson County, MO",41484
"cty46085","Lyman County, SD",41475
"cty26157","Tuscola County, MI",41471
"cty51011","Appomattox County, VA",41471
"cty51580","Covington city, VA",41467
"cty41053","Polk County, OR",41463
"cty01133","Winston County, AL",41453
"cty05075","Lawrence County, AR",41436
"cty37043","Clay County, NC",41436
"cty23025","Somerset County, ME",41431
"cty25025","Suffolk County, MA",41427
"cty13057","Cherokee County, GA",41420
"cty12059","Holmes County, FL",41415
"cty51095","James City County, VA",41411
"cty21221","Trigg County, KY",41410
"cty51073","Gloucester County, VA",41400
"cty29223","Wayne County, MO",41400
"cty39091","Logan County, OH",41394
"cty06067","Sacramento County, CA",41389
"cty28061","Jasper County, MS",41388
"cty26009","Antrim County, MI",41388
"cty29009","Barry County, MO",41382
"cty29019","Boone County, MO",41379
"cty51163","Rockbridge County, VA",41379
"cty55001","Adams County, WI",41378
"cty17007","Boone County, IL",41377
"cty13073","Columbia County, GA",41371
"cty48141","El Paso County, TX",41361
"cty06021","Glenn County, CA",41358
"cty06115","Yuba County, CA",41357
"cty47017","Carroll County, TN",41353
"cty40125","Pottawatomie County, OK",41350
"cty18149","Starke County, IN",41349
"cty42043","Dauphin County, PA",41342
"cty01107","Pickens County, AL",41328
"cty08055","Huerfano County, CO",41326
"cty51197","Wythe County, VA",41321
"cty01043","Cullman County, AL",41321
"cty40111","Okmulgee County, OK",41315
"cty21169","Metcalfe County, KY",41312
"cty23013","Knox County, ME",41306
"cty26023","Branch County, MI",41300
"cty47031","Coffee County, TN",41297
"cty13281","Towns County, GA",41295
"cty51187","Warren County, VA",41275
"cty36055","Monroe County, NY",41268
"cty35033","Mora County, NM",41258
"cty13083","Dade County, GA",41254
"cty28131","Stone County, MS",41253
"cty26107","Mecosta County, MI",41252
"cty48019","Bandera County, TX",41241
"cty26153","Schoolcraft County, MI",41240
"cty28067","Jones County, MS",41239
"cty51077","Grayson County, VA",41229
"cty05065","Izard County, AR",41227
"cty48181","Grayson County, TX",41224
"cty39043","Erie County, OH",41224
"cty12117","Seminole County, FL",41222
"cty09015","Windham County, CT",41215
"cty29059","Dallas County, MO",41199
"cty32001","Churchill County, NV",41198
"cty05039","Dallas County, AR",41192
"cty47111","Macon County, TN",41178
"cty48407","San Jacinto County, TX",41178
"cty30003","Big Horn County, MT",41172
"cty05021","Clay County, AR",41160
"cty54059","Mingo County, WV",41157
"cty20177","Shawnee County, KS",41156
"cty48449","Titus County, TX",41148
"cty29027","Callaway County, MO",41145
"cty18023","Clinton County, IN",41144
"cty55105","Rock County, WI",41141
"cty47015","Cannon County, TN",41131
"cty39127","Perry County, OH",41131
"cty06103","Tehama County, CA",41128
"cty01071","Jackson County, AL",41123
"cty24047","Worcester County, MD",41121
"cty40143","Tulsa County, OK",41114
"cty13283","Treutlen County, GA",41110
"cty54089","Summers County, WV",41108
"cty47085","Humphreys County, TN",41107
"cty29213","Taney County, MO",41104
"cty21011","Bath County, KY",41084
"cty16015","Boise County, ID",41079
"cty05061","Howard County, AR",41071
"cty21163","Meade County, KY",41068
"cty54031","Hardy County, WV",41068
"cty51810","Virginia Beach city, VA",41067
"cty36097","Schuyler County, NY",41064
"cty39003","Allen County, OH",41063
"cty12085","Martin County, FL",41057
"cty22069","Natchitoches Parish, LA",41056
"cty34021","Mercer County, NJ",41056
"cty48345","Motley County, TX",41056
"cty37113","Macon County, NC",41055
"cty48439","Tarrant County, TX",41054
"cty48395","Robertson County, TX",41035
"cty41071","Yamhill County, OR",41031
"cty36047","Kings County, NY",41025
"cty47165","Sumner County, TN",41019
"cty20103","Leavenworth County, KS",41012
"cty01049","DeKalb County, AL",41010
"cty06099","Stanislaus County, CA",41009
"cty51177","Spotsylvania County, VA",41008
"cty05015","Carroll County, AR",41004
"cty28085","Lincoln County, MS",41003
"cty55101","Racine County, WI",41001
"cty26059","Hillsdale County, MI",41000
"cty29021","Buchanan County, MO",40998
"cty01077","Lauderdale County, AL",40995
"cty06087","Santa Cruz County, CA",40989
"cty51640","Galax city, VA",40989
"cty22127","Winn Parish, LA",40986
"cty05055","Greene County, AR",40974
"cty51071","Giles County, VA",40971
"cty22083","Richland Parish, LA",40970
"cty26013","Baraga County, MI",40969
"cty40135","Sequoyah County, OK",40969
"cty22015","Bossier Parish, LA",40969
"cty47023","Chester County, TN",40959
"cty54081","Raleigh County, WV",40942
"cty18075","Jay County, IN",40941
"cty21089","Greenup County, KY",40939
"cty29225","Webster County, MO",40938
"cty47133","Overton County, TN",40936
"cty53009","Clallam County, WA",40927
"cty51103","Lancaster County, VA",40921
"cty39135","Preble County, OH",40904
"cty18069","Huntington County, IN",40901
"cty26087","Lapeer County, MI",40896
"cty13101","Echols County, GA",40892
"cty22037","East Feliciana Parish, LA",40891
"cty40031","Comanche County, OK",40881
"cty18145","Shelby County, IN",40870
"cty40113","Osage County, OK",40867
"cty26165","Wexford County, MI",40867
"cty05095","Monroe County, AR",40858
"cty26091","Lenawee County, MI",40857
"cty28127","Simpson County, MS",40857
"cty28123","Scott County, MS",40853
"cty32510","Carson City, NV",40852
"cty37173","Swain County, NC",40844
"cty48147","Fannin County, TX",40844
"cty06107","Tulare County, CA",40841
"cty26123","Newaygo County, MI",40836
"cty35023","Hidalgo County, NM",40834
"cty34013","Essex County, NJ",40830
"cty23009","Hancock County, ME",40821
"cty22035","East Carroll Parish, LA",40818
"cty40109","Oklahoma County, OK",40817
"cty36061","New York County, NY",40815
"cty21093","Hardin County, KY",40814
"cty21143","Lyon County, KY",40814
"cty72011","Anasco Municipio, PR",40813
"cty21077","Gallatin County, KY",40813
"cty18163","Vanderburgh County, IN",40811
"cty28139","Tippah County, MS",40808
"cty29189","St. Louis County, MO",40801
"cty21061","Edmonson County, KY",40787
"cty47189","Wilson County, TN",40786
"cty41013","Crook County, OR",40778
"cty16027","Canyon County, ID",40776
"cty51720","Norton city, VA",40776
"cty04003","Cochise County, AZ",40775
"cty18175","Washington County, IN",40772
"cty37167","Stanly County, NC",40771
"cty29105","Laclede County, MO",40764
"cty54107","Wood County, WV",40761
"cty26029","Charlevoix County, MI",40751
"cty51099","King George County, VA",40751
"cty28045","Hancock County, MS",40749
"cty17115","Macon County, IL",40742
"cty08041","El Paso County, CO",40739
"cty29077","Greene County, MO",40730
"cty48305","Lynn County, TX",40727
"cty51057","Essex County, VA",40725
"cty05073","Lafayette County, AR",40725
"cty26033","Chippewa County, MI",40715
"cty18169","Wabash County, IN",40713
"cty21231","Wayne County, KY",40712
"cty28121","Rankin County, MS",40706
"cty48055","Caldwell County, TX",40694
"cty18155","Switzerland County, IN",40682
"cty41033","Josephine County, OR",40680
"cty17167","Sangamon County, IL",40680
"cty35007","Colfax County, NM",40663
"cty37099","Jackson County, NC",40653
"cty39021","Champaign County, OH",40652
"cty54065","Morgan County, WV",40651
"cty47129","Morgan County, TN",40639
"cty39053","Gallia County, OH",40637
"cty05011","Bradley County, AR",40626
"cty39155","Trumbull County, OH",40620
"cty18043","Floyd County, IN",40620
"cty40021","Cherokee County, OK",40609
"cty17183","Vermilion County, IL",40598
"cty06077","San Joaquin County, CA",40595
"cty35035","Otero County, NM",40591
"cty29055","Crawford County, MO",40587
"cty18141","St. Joseph County, IN",40586
"cty13067","Cobb County, GA",40585
"cty41015","Curry County, OR",40582
"cty29123","Madison County, MO",40578
"cty37143","Perquimans County, NC",40575
"cty06033","Lake County, CA",40573
"cty08001","Adams County, CO",40565
"cty48309","McLennan County, TX",40561
"cty18165","Vermillion County, IN",40557
"cty17031","Cook County, IL",40547
"cty12021","Collier County, FL",40547
"cty05079","Lincoln County, AR",40542
"cty26027","Cass County, MI",40536
"cty26149","St. Joseph County, MI",40532
"cty48155","Foard County, TX",40526
"cty26035","Clare County, MI",40526
"cty39105","Meigs County, OH",40515
"cty48029","Bexar County, TX",40513
"cty51125","Nelson County, VA",40513
"cty39025","Clermont County, OH",40510
"cty39101","Marion County, OH",40499
"cty41029","Jackson County, OR",40494
"cty18167","Vigo County, IN",40492
"cty28057","Itawamba County, MS",40488
"cty13271","Telfair County, GA",40480
"cty37183","Wake County, NC",40478
"cty48231","Hunt County, TX",40470
"cty39057","Greene County, OH",40459
"cty26155","Shiawassee County, MI",40453
"cty18003","Allen County, IN",40452
"cty13107","Emanuel County, GA",40444
"cty12049","Hardee County, FL",40442
"cty51075","Goochland County, VA",40436
"cty01031","Coffee County, AL",40433
"cty41039","Lane County, OR",40429
"cty51001","Accomack County, VA",40426
"cty22125","West Feliciana Parish, LA",40422
"cty01053","Escambia County, AL",40421
"cty08065","Lake County, CO",40419
"cty22111","Union Parish, LA",40416
"cty05049","Fulton County, AR",40412
"cty01023","Choctaw County, AL",40406
"cty54099","Wayne County, WV",40390
"cty35055","Taos County, NM",40386
"cty01025","Clarke County, AL",40386
"cty51685","Manassas Park city, VA",40379
"cty54043","Lincoln County, WV",40378
"cty21145","McCracken County, KY",40376
"cty13137","Habersham County, GA",40367
"cty21069","Fleming County, KY",40362
"cty37029","Camden County, NC",40350
"cty47043","Dickson County, TN",40348
"cty13103","Effingham County, GA",40347
"cty41047","Marion County, OR",40343
"cty51035","Carroll County, VA",40341
"cty01009","Blount County, AL",40330
"cty54075","Pocahontas County, WV",40322
"cty12086","Miami-Dade County, FL",40321
"cty26147","St. Clair County, MI",40307
"cty37061","Duplin County, NC",40306
"cty05027","Columbia County, AR",40296
"cty12115","Sarasota County, FL",40286
"cty13011","Banks County, GA",40282
"cty26081","Kent County, MI",40268
"cty05117","Prairie County, AR",40264
"cty21187","Owen County, KY",40263
"cty41043","Linn County, OR",40262
"cty21127","Lawrence County, KY",40251
"cty28109","Pearl River County, MS",40249
"cty21117","Kenton County, KY",40247
"cty05031","Craighead County, AR",40247
"cty29133","Mississippi County, MO",40245
"cty22031","De Soto Parish, LA",40239
"cty37087","Haywood County, NC",40238
"cty41019","Douglas County, OR",40237
"cty06047","Merced County, CA",40234
"cty39017","Butler County, OH",40231
"cty32031","Washoe County, NV",40222
"cty48277","Lamar County, TX",40218
"cty48257","Kaufman County, TX",40217
"cty06069","San Benito County, CA",40217
"cty13291","Union County, GA",40213
"cty18089","Lake County, IN",40204
"cty39153","Summit County, OH",40203
"cty51101","King William County, VA",40202
"cty22013","Bienville Parish, LA",40199
"cty20173","Sedgwick County, KS",40196
"cty21227","Warren County, KY",40193
"cty47169","Trousdale County, TN",40189
"cty39007","Ashtabula County, OH",40186
"cty26031","Cheboygan County, MI",40185
"cty21001","Adair County, KY",40181
"cty12015","Charlotte County, FL",40163
"cty18025","Crawford County, IN",40162
"cty40089","McCurtain County, OK",40158
"cty39097","Madison County, OH",40155
"cty51045","Craig County, VA",40147
"cty37103","Jones County, NC",40146
"cty01095","Marshall County, AL",40145
"cty37059","Davie County, NC",40138
"cty13229","Pierce County, GA",40120
"cty21101","Henderson County, KY",40119
"cty37041","Chowan County, NC",40118
"cty26143","Roscommon County, MI",40117
"cty06053","Monterey County, CA",40115
"cty53015","Cowlitz County, WA",40104
"cty35037","Quay County, NM",40103
"cty26069","Iosco County, MI",40095
"cty51087","Henrico County, VA",40094
"cty05131","Sebastian County, AR",40085
"cty39139","Richland County, OH",40085
"cty04005","Coconino County, AZ",40077
"cty54053","Mason County, WV",40073
"cty37015","Bertie County, NC",40066
"cty26161","Washtenaw County, MI",40064
"cty39089","Licking County, OH",40056
"cty37193","Wilkes County, NC",40044
"cty41011","Coos County, OR",40035
"cty24015","Cecil County, MD",40034
"cty13177","Lee County, GA",40031
"cty40101","Muskogee County, OK",40029
"cty26077","Kalamazoo County, MI",40028
"cty47183","Weakley County, TN",39994
"cty47141","Putnam County, TN",39993
"cty48313","Madison County, TX",39992
"cty05089","Marion County, AR",39991
"cty05127","Scott County, AR",39991
"cty47147","Robertson County, TN",39987
"cty30087","Rosebud County, MT",39982
"cty51065","Fluvanna County, VA",39973
"cty48267","Kimble County, TX",39972
"cty51139","Page County, VA",39972
"cty28055","Issaquena County, MS",39968
"cty22081","Red River Parish, LA",39964
"cty29175","Randolph County, MO",39963
