"cty","Name","Household_Income_rP_gP_p75"
"cty28021","Claiborne County, MS",43808
"cty35031","McKinley County, NM",43803
"cty21159","Martin County, KY",43757
"cty13079","Crawford County, GA",43673
"cty72135","Toa Alta Municipio, PR",43589
"cty37019","Brunswick County, NC",43570
"cty37065","Edgecombe County, NC",43535
"cty21025","Breathitt County, KY",43386
"cty01113","Russell County, AL",43158
"cty72035","Cayey Municipio, PR",43085
"cty72047","Corozal Municipio, PR",43072
"cty37155","Robeson County, NC",43063
"cty37165","Scotland County, NC",43038
"cty21147","McCreary County, KY",43029
"cty12039","Gadsden County, FL",42979
"cty72013","Arecibo Municipio, PR",42967
"cty21189","Owsley County, KY",42962
"cty13245","Richmond County, GA",42903
"cty28143","Tunica County, MS",42886
"cty45053","Jasper County, SC",42831
"cty31007","Banner County, NE",42775
"cty01119","Sumter County, AL",42747
"cty72101","Morovis Municipio, PR",42702
"cty13089","DeKalb County, GA",42534
"cty02261","Valdez-Cordova Census Area, AK",42492
"cty48243","Jeff Davis County, TX",42473
"cty24510","Baltimore city, MD",42359
"cty72037","Ceiba Municipio, PR",42347
"cty37093","Hoke County, NC",42111
"cty20049","Elk County, KS",42104
"cty13095","Dougherty County, GA",42102
"cty13319","Wilkinson County, GA",42060
"cty13239","Quitman County, GA",41838
"cty02130","Ketchikan Gateway Borough, AK",41815
"cty13003","Atkinson County, GA",41774
"cty72051","Dorado Municipio, PR",41717
"cty02105","Hoonah-Angoon Census Area, AK",41622
"cty32023","Nye County, NV",41611
"cty13289","Twiggs County, GA",41609
"cty72115","Quebradillas Municipio, PR",41482
"cty13061","Clay County, GA",41469
"cty13237","Putnam County, GA",41424
"cty32021","Mineral County, NV",41389
"cty08023","Costilla County, CO",41381
"cty13063","Clayton County, GA",41323
"cty02170","Matanuska-Susitna Borough, AK",40919
"cty01063","Greene County, AL",40860
"cty02195","Petersburg Borough, AK",40762
"cty02070","Dillingham Census Area, AK",40732
"cty13141","Hancock County, GA",40467
"cty72025","Caguas Municipio, PR",40380
"cty21131","Leslie County, KY",40351
"cty38085","Sioux County, ND",40288
"cty02240","Southeast Fairbanks Census Area, AK",40193
"cty12037","Franklin County, FL",39830
"cty72023","Cabo Rojo Municipio, PR",39529
"cty08079","Mineral County, CO",39490
"cty01087","Macon County, AL",39423
"cty72059","Guayanilla Municipio, PR",39212
"cty02198","Prince of Wales-Hyder Census Area, AK",39144
"cty72019","Barranquitas Municipio, PR",39123
"cty72129","San Lorenzo Municipio, PR",39063
"cty02275","Wrangell City and Borough, AK",38903
"cty45005","Allendale County, SC",38852
"cty21237","Wolfe County, KY",38737
"cty51730","Petersburg city, VA",38661
"cty02016","Aleutians West Census Area, AK",38621
"cty46121","Todd County, SD",38087
"cty02150","Kodiak Island Borough, AK",38064
"cty02282","Yakutat City and Borough, AK",38033
"cty72125","San German Municipio, PR",38003
"cty28063","Jefferson County, MS",37940
"cty04001","Apache County, AZ",37938
"cty02220","Sitka City and Borough, AK",37622
"cty55078","Menominee County, WI",37418
"cty72143","Vega Alta Municipio, PR",37303
"cty72065","Hatillo Municipio, PR",36461
"cty72137","Toa Baja Municipio, PR",36293
"cty02180","Nome Census Area, AK",36204
"cty13191","McIntosh County, GA",36194
"cty02290","Yukon-Koyukuk Census Area, AK",36014
"cty72061","Guaynabo Municipio, PR",36008
"cty48443","Terrell County, TX",35906
"cty72127","San Juan Municipio, PR",34622
"cty72131","San Sebastian Municipio, PR",34361
"cty72139","Trujillo Alto Municipio, PR",34290
"cty72081","Lares Municipio, PR",33949
"cty72119","Rio Grande Municipio, PR",33625
"cty72113","Ponce Municipio, PR",31934
"cty72103","Naguabo Municipio, PR",31654
"cty72079","Lajas Municipio, PR",31196
"cty72031","Carolina Municipio, PR",29962
"cty72033","Catano Municipio, PR",29710
"cty02185","North Slope Borough, AK",29686
"cty72145","Vega Baja Municipio, PR",29585
"cty02013","Aleutians East Borough, AK",29502
"cty72075","Juana Diaz Municipio, PR",29474
"cty02164","Lake and Peninsula Borough, AK",29247
"cty02188","Northwest Arctic Borough, AK",28782
"cty72063","Gurabo Municipio, PR",27868
"cty72153","Yauco Municipio, PR",27516
"cty72105","Naranjito Municipio, PR",27398
"cty02060","Bristol Bay Borough, AK",26649
"cty02050","Bethel Census Area, AK",26318
"cty72121","Sabana Grande Municipio, PR",26200
"cty72021","Bayamon Municipio, PR",26138
"cty72087","Loiza Municipio, PR",24734
"cty72085","Las Piedras Municipio, PR",24684
"cty72141","Utuado Municipio, PR",24214
"cty72071","Isabela Municipio, PR",23954
"cty72053","Fajardo Municipio, PR",23751
"cty72091","Manati Municipio, PR",22882
"cty46102","Oglala Lakota County, SD",21850
"cty72151","Yabucoa Municipio, PR",20569
"cty72123","Salinas Municipio, PR",20463
"cty72107","Orocovis Municipio, PR",19738
"cty72095","Maunabo Municipio, PR",19521
"cty72043","Coamo Municipio, PR",19436
"cty72039","Ciales Municipio, PR",19377
"cty02158","Kusilvak Census Area, AK",17811
"cty72069","Humacao Municipio, PR",16848
"cty72077","Juncos Municipio, PR",16669
"cty72007","Aguas Buenas Municipio, PR",15749
"cty72009","Aibonito Municipio, PR",12703
"cty72045","Comerio Municipio, PR",10652
"cty72117","Rincon Municipio, PR",3680
"cty72149","Villalba Municipio, PR",1308
"cty72029","Canovanas Municipio, PR",718
"cty72133","Santa Isabel Municipio, PR",204
"cty72003","Aguada Municipio, PR",12
"cty72001","Adjuntas Municipio, PR",0
"cty72109","Patillas Municipio, PR",0
"cty48269","King County, TX",
"cty72054","Florida Municipio, PR",
"cty72147","Vieques Municipio, PR",
"cty72083","Las Marias Municipio, PR",
"cty72017","Barceloneta Municipio, PR",
"cty15005","Kalawao County, HI",
"cty30069","Petroleum County, MT",
"cty48301","Loving County, TX",
"cty31005","Arthur County, NE",
"cty72067","Hormigueros Municipio, PR",
"cty72049","Culebra Municipio, PR",
"cty72093","Maricao Municipio, PR",
