"cty","Name","Household_Income_rP_gP_p75"
"cty01057","Fayette County, AL",59718
"cty39067","Harrison County, OH",59713
"cty51027","Buchanan County, VA",59690
"cty56039","Teton County, WY",59688
"cty27087","Mahnomen County, MN",59686
"cty17035","Cumberland County, IL",59683
"cty48127","Dimmit County, TX",59656
"cty48131","Duval County, TX",59640
"cty40139","Texas County, OK",59623
"cty48119","Delta County, TX",59609
"cty28015","Carroll County, MS",59606
"cty28101","Newton County, MS",59596
"cty42097","Northumberland County, PA",59568
"cty27141","Sherburne County, MN",59557
"cty49023","Juab County, UT",59535
"cty55133","Waukesha County, WI",59531
"cty18083","Knox County, IN",59519
"cty24031","Montgomery County, MD",59502
"cty28155","Webster County, MS",59494
"cty27071","Koochiching County, MN",59492
"cty27109","Olmsted County, MN",59472
"cty40141","Tillman County, OK",59468
"cty48143","Erath County, TX",59462
"cty08057","Jackson County, CO",59461
"cty20115","Marion County, KS",59435
"cty48057","Calhoun County, TX",59431
"cty48217","Hill County, TX",59426
"cty18137","Ripley County, IN",59403
"cty24027","Howard County, MD",59391
"cty55111","Sauk County, WI",59387
"cty34035","Somerset County, NJ",59387
"cty39037","Darke County, OH",59385
"cty48107","Crosby County, TX",59369
"cty36119","Westchester County, NY",59367
"cty22049","Jackson Parish, LA",59361
"cty48319","Mason County, TX",59343
"cty48341","Moore County, TX",59337
"cty40077","Latimer County, OK",59327
"cty31015","Boyd County, NE",59317
"cty16049","Idaho County, ID",59300
"cty30077","Powell County, MT",59294
"cty55009","Brown County, WI",59291
"cty39147","Seneca County, OH",59291
"cty35059","Union County, NM",59290
"cty54097","Upshur County, WV",59290
"cty42015","Bradford County, PA",59290
"cty42035","Clinton County, PA",59288
"cty55083","Oconto County, WI",59269
"cty56037","Sweetwater County, WY",59267
"cty48093","Comanche County, TX",59255
"cty22109","Terrebonne Parish, LA",59251
"cty35025","Lea County, NM",59248
"cty17105","Livingston County, IL",59244
"cty46107","Potter County, SD",59236
"cty42083","McKean County, PA",59234
"cty48247","Jim Hogg County, TX",59217
"cty51107","Loudoun County, VA",59208
"cty54091","Taylor County, WV",59207
"cty55075","Marinette County, WI",59205
"cty36001","Albany County, NY",59204
"cty55037","Florence County, WI",59199
"cty42079","Luzerne County, PA",59189
"cty42033","Clearfield County, PA",59171
"cty48331","Milam County, TX",59163
"cty27017","Carlton County, MN",59158
"cty17193","White County, IL",59157
"cty42069","Lackawanna County, PA",59154
"cty22035","East Carroll Parish, LA",59153
"cty19121","Madison County, IA",59132
"cty42007","Beaver County, PA",59128
"cty19013","Black Hawk County, IA",59126
"cty34025","Monmouth County, NJ",59121
"cty17125","Mason County, IL",59114
"cty30043","Jefferson County, MT",59094
"cty17023","Clark County, IL",59093
"cty19051","Davis County, IA",59087
"cty42037","Columbia County, PA",59074
"cty20031","Coffey County, KS",59067
"cty20003","Anderson County, KS",59059
"cty31021","Burt County, NE",59044
"cty18073","Jasper County, IN",59041
"cty27137","St. Louis County, MN",59028
"cty36103","Suffolk County, NY",59022
"cty26109","Menominee County, MI",59013
"cty29163","Pike County, MO",58989
"cty17005","Bond County, IL",58973
"cty08051","Gunnison County, CO",58969
"cty48013","Atascosa County, TX",58962
"cty49043","Summit County, UT",58958
"cty41055","Sherman County, OR",58955
"cty18051","Gibson County, IN",58948
"cty19001","Adair County, IA",58943
"cty48011","Armstrong County, TX",58942
"cty26063","Huron County, MI",58940
"cty42017","Bucks County, PA",58936
"cty49041","Sevier County, UT",58935
"cty40085","Love County, OK",58926
"cty29137","Monroe County, MO",58922
"cty55099","Price County, WI",58917
"cty55041","Forest County, WI",58849
"cty17063","Grundy County, IL",58840
"cty42025","Carbon County, PA",58823
"cty29211","Sullivan County, MO",58814
"cty55027","Dodge County, WI",58788
"cty51017","Bath County, VA",58781
"cty37095","Hyde County, NC",58776
"cty41023","Grant County, OR",58774
"cty48069","Castro County, TX",58773
"cty31087","Hitchcock County, NE",58744
"cty17123","Marshall County, IL",58742
"cty56043","Washakie County, WY",58732
"cty17047","Edwards County, IL",58730
"cty28061","Jasper County, MS",58723
"cty54095","Tyler County, WV",58704
"cty40081","Lincoln County, OK",58703
"cty22077","Pointe Coupee Parish, LA",58693
"cty48279","Lamb County, TX",58688
"cty51678","Lexington city, VA",58685
"cty34037","Sussex County, NJ",58680
"cty29013","Bates County, MO",58671
"cty22101","St. Mary Parish, LA",58656
"cty48253","Jones County, TX",58656
"cty42131","Wyoming County, PA",58650
"cty42075","Lebanon County, PA",58631
"cty48025","Bee County, TX",58626
"cty29131","Miller County, MO",58619
"cty28007","Attala County, MS",58607
"cty48059","Callahan County, TX",58597
"cty17147","Piatt County, IL",58587
"cty51105","Lee County, VA",58582
"cty08021","Conejos County, CO",58576
"cty01075","Lamar County, AL",58564
"cty28097","Montgomery County, MS",58552
"cty39115","Morgan County, OH",58549
"cty33007","Coos County, NH",58542
"cty48163","Frio County, TX",58532
"cty40049","Garvin County, OK",58519
"cty17041","Douglas County, IL",58515
"cty48387","Red River County, TX",58509
"cty22121","West Baton Rouge Parish, LA",58501
"cty42077","Lehigh County, PA",58498
"cty16031","Cassia County, ID",58490
"cty19099","Jasper County, IA",58488
"cty17103","Lee County, IL",58481
"cty40015","Caddo County, OK",58473
"cty53037","Kittitas County, WA",58472
"cty48493","Wilson County, TX",58470
"cty56033","Sheridan County, WY",58467
"cty05073","Lafayette County, AR",58441
"cty18031","Decatur County, IN",58437
"cty42001","Adams County, PA",58430
"cty48297","Live Oak County, TX",58425
"cty27077","Lake of the Woods County, MN",58411
"cty08033","Dolores County, CO",58398
"cty18171","Warren County, IN",58388
"cty48353","Nolan County, TX",58382
"cty35015","Eddy County, NM",58376
"cty51111","Lunenburg County, VA",58372
"cty42119","Union County, PA",58369
"cty39175","Wyandot County, OH",58364
"cty46039","Deuel County, SD",58362
"cty54073","Pleasants County, WV",58341
"cty42011","Berks County, PA",58331
"cty36093","Schenectady County, NY",58330
"cty42029","Chester County, PA",58329
"cty54023","Grant County, WV",58327
"cty17117","Macoupin County, IL",58323
"cty54033","Harrison County, WV",58322
"cty19171","Tama County, IA",58307
"cty31025","Cass County, NE",58307
"cty28153","Wayne County, MS",58298
"cty55097","Portage County, WI",58286
"cty19115","Louisa County, IA",58278
"cty08029","Delta County, CO",58275
"cty48199","Hardin County, TX",58268
"cty55063","La Crosse County, WI",58259
"cty18129","Posey County, IN",58258
"cty55029","Door County, WI",58244
"cty42003","Allegheny County, PA",58228
"cty24013","Carroll County, MD",58217
"cty28031","Covington County, MS",58204
"cty42093","Montour County, PA",58200
"cty21129","Lee County, KY",58198
"cty40103","Noble County, OK",58196
"cty20159","Rice County, KS",58189
"cty42095","Northampton County, PA",58183
"cty31167","Stanton County, NE",58180
"cty54069","Ohio County, WV",58176
"cty42041","Cumberland County, PA",58172
"cty26131","Ontonagon County, MI",58160
"cty55115","Shawano County, WI",58144
"cty29195","Saline County, MO",58137
"cty25023","Plymouth County, MA",58123
"cty21055","Crittenden County, KY",58105
"cty17033","Crawford County, IL",58091
"cty29199","Scotland County, MO",58091
"cty31043","Dakota County, NE",58081
"cty21037","Campbell County, KY",58081
"cty30035","Glacier County, MT",58074
"cty19193","Woodbury County, IA",58072
"cty12077","Liberty County, FL",58071
"cty30027","Fergus County, MT",58055
"cty28079","Leake County, MS",58053
"cty26071","Iron County, MI",58031
"cty17155","Putnam County, IL",58029
"cty39149","Shelby County, OH",58028
"cty21041","Carroll County, KY",58026
"cty19103","Johnson County, IA",58023
"cty22029","Concordia Parish, LA",58017
"cty30095","Stillwater County, MT",58016
"cty40137","Stephens County, OK",58009
"cty48325","Medina County, TX",58007
"cty42087","Mifflin County, PA",57991
"cty19111","Lee County, IA",57980
"cty16043","Fremont County, ID",57977
"cty17165","Saline County, IL",57974
"cty40123","Pontotoc County, OK",57970
"cty08121","Washington County, CO",57970
"cty21233","Webster County, KY",57964
"cty36025","Delaware County, NY",57960
"cty18131","Pulaski County, IN",57942
"cty51610","Falls Church city, VA",57928
"cty16047","Gooding County, ID",57925
"cty17061","Greene County, IL",57912
"cty55117","Sheboygan County, WI",57906
"cty42057","Fulton County, PA",57903
"cty21155","Marion County, KY",57884
"cty48197","Hardeman County, TX",57879
"cty56007","Carbon County, WY",57870
"cty17107","Logan County, IL",57867
"cty08009","Baca County, CO",57850
"cty48349","Navarro County, TX",57842
"cty48293","Limestone County, TX",57838
"cty08107","Routt County, CO",57832
"cty48371","Pecos County, TX",57829
"cty55031","Douglas County, WI",57817
"cty22005","Ascension Parish, LA",57814
"cty30039","Granite County, MT",57810
"cty36121","Wyoming County, NY",57805
"cty72057","Guayama Municipio, PR",57803
"cty51600","Fairfax city, VA",57803
"cty48437","Swisher County, TX",57801
"cty46027","Clay County, SD",57796
"cty39055","Geauga County, OH",57795
"cty41025","Harney County, OR",57795
"cty56029","Park County, WY",57794
"cty29107","Lafayette County, MO",57792
"cty51735","Poquoson city, VA",57784
"cty36009","Cattaraugus County, NY",57779
"cty54041","Lewis County, WV",57779
"cty09013","Tolland County, CT",57778
"cty12043","Glades County, FL",57753
"cty26141","Presque Isle County, MI",57751
"cty36091","Saratoga County, NY",57745
"cty20091","Johnson County, KS",57734
"cty42045","Delaware County, PA",57715
"cty13271","Telfair County, GA",57707
"cty48381","Randall County, TX",57703
"cty48145","Falls County, TX",57690
"cty21177","Muhlenberg County, KY",57680
"cty22089","St. Charles Parish, LA",57679
"cty40059","Harper County, OK",57675
"cty42081","Lycoming County, PA",57660
"cty28077","Lawrence County, MS",57649
"cty17145","Perry County, IL",57647
"cty06081","San Mateo County, CA",57646
"cty42071","Lancaster County, PA",57645
"cty36083","Rensselaer County, NY",57645
"cty42117","Tioga County, PA",57641
"cty29103","Knox County, MO",57623
"cty25009","Essex County, MA",57621
"cty48063","Camp County, TX",57611
"cty31071","Garfield County, NE",57594
"cty49003","Box Elder County, UT",57593
"cty20011","Bourbon County, KS",57592
"cty54049","Marion County, WV",57591
"cty27003","Anoka County, MN",57580
"cty47127","Moore County, TN",57578
"cty39123","Ottawa County, OH",57574
"cty55055","Jefferson County, WI",57574
"cty55095","Polk County, WI",57568
"cty30023","Deer Lodge County, MT",57567
"cty05029","Conway County, AR",57554
"cty30099","Teton County, MT",57550
"cty18173","Warrick County, IN",57524
"cty42027","Centre County, PA",57509
"cty21033","Caldwell County, KY",57505
"cty27025","Chisago County, MN",57503
"cty34031","Passaic County, NJ",57463
"cty25019","Nantucket County, MA",57462
"cty48241","Jasper County, TX",57460
"cty42013","Blair County, PA",57438
"cty16071","Oneida County, ID",57429
"cty48487","Wilbarger County, TX",57428
"cty55053","Jackson County, WI",57413
"cty05083","Logan County, AR",57405
"cty48249","Jim Wells County, TX",57403
"cty18179","Wells County, IN",57396
"cty19153","Polk County, IA",57390
"cty20057","Ford County, KS",57387
"cty20133","Neosho County, KS",57387
"cty55135","Waupaca County, WI",57383
"cty39171","Williams County, OH",57350
"cty01107","Pickens County, AL",57333
"cty49005","Cache County, UT",57330
"cty27035","Crow Wing County, MN",57320
"cty34039","Union County, NJ",57315
"cty25027","Worcester County, MA",57310
"cty48401","Rusk County, TX",57310
"cty21149","McLean County, KY",57303
"cty21059","Daviess County, KY",57298
"cty48441","Taylor County, TX",57292
"cty36043","Herkimer County, NY",57290
"cty40119","Payne County, OK",57285
"cty30053","Lincoln County, MT",57272
"cty39051","Fulton County, OH",57267
"cty17021","Christian County, IL",57260
"cty49011","Davis County, UT",57241
"cty42099","Perry County, PA",57236
"cty54027","Hampshire County, WV",57228
"cty27123","Ramsey County, MN",57222
"cty40087","McClain County, OK",57215
"cty19113","Linn County, IA",57214
"cty27059","Isanti County, MN",57211
"cty20139","Osage County, KS",57206
"cty31111","Lincoln County, NE",57203
"cty25005","Bristol County, MA",57202
"cty55035","Eau Claire County, WI",57188
"cty44001","Bristol County, RI",57188
"cty36065","Oneida County, NY",57182
"cty55003","Ashland County, WI",57170
"cty16029","Caribou County, ID",57168
"cty48389","Reeves County, TX",57166
"cty55139","Winnebago County, WI",57163
"cty06075","San Francisco County, CA",57162
"cty51097","King and Queen County, VA",57151
"cty48379","Rains County, TX",57137
"cty28123","Scott County, MS",57132
"cty30001","Beaverhead County, MT",57123
"cty42039","Crawford County, PA",57123
"cty29205","Shelby County, MO",57112
"cty36029","Erie County, NY",57097
"cty08113","San Miguel County, CO",57095
"cty51640","Galax city, VA",57089
"cty55129","Washburn County, WI",57087
"cty27053","Hennepin County, MN",57073
"cty48259","Kendall County, TX",57071
"cty29125","Maries County, MO",57054
"cty31109","Lancaster County, NE",57049
"cty48185","Grimes County, TX",57046
"cty26043","Dickinson County, MI",57045
"cty31153","Sarpy County, NE",57018
"cty40019","Carter County, OK",57009
"cty48463","Uvalde County, TX",57008
"cty40051","Grady County, OK",56998
"cty19057","Des Moines County, IA",56996
"cty17015","Carroll County, IL",56987
"cty29025","Caldwell County, MO",56986
"cty02230","Skagway Municipality, AK",56984
"cty42133","York County, PA",56968
"cty17083","Jersey County, IL",56964
"cty54061","Monongalia County, WV",56964
"cty29121","Macon County, MO",56955
"cty49051","Wasatch County, UT",56946
"cty30097","Sweet Grass County, MT",56938
"cty29079","Grundy County, MO",56937
"cty18139","Rush County, IN",56924
"cty55081","Monroe County, WI",56916
"cty39059","Guernsey County, OH",56906
"cty42061","Huntingdon County, PA",56904
"cty47159","Smith County, TN",56891
"cty17129","Menard County, IL",56888
"cty19163","Scott County, IA",56886
"cty20001","Allen County, KS",56878
"cty46033","Custer County, SD",56878
"cty48263","Kent County, TX",56878
"cty48393","Roberts County, TX",56863
"cty48223","Hopkins County, TX",56834
"cty16053","Jerome County, ID",56831
"cty17095","Knox County, IL",56828
"cty22061","Lincoln Parish, LA",56809
"cty42127","Wayne County, PA",56804
"cty18101","Martin County, IN",56800
"cty30009","Carbon County, MT",56788
"cty17111","McHenry County, IL",56785
"cty21091","Hancock County, KY",56783
"cty48409","San Patricio County, TX",56770
"cty30103","Treasure County, MT",56764
"cty16051","Jefferson County, ID",56730
"cty22087","St. Bernard Parish, LA",56729
"cty22119","Webster Parish, LA",56714
"cty40013","Bryan County, OK",56710
"cty46117","Stanley County, SD",56708
"cty13283","Treutlen County, GA",56707
"cty48039","Brazoria County, TX",56695
"cty24001","Allegany County, MD",56693
"cty09001","Fairfield County, CT",56687
"cty24037","St. Mary's County, MD",56678
"cty16011","Bingham County, ID",56676
"cty55021","Columbia County, WI",56673
"cty19139","Muscatine County, IA",56664
"cty36033","Franklin County, NY",56659
"cty20161","Riley County, KS",56634
"cty48067","Cass County, TX",56632
"cty51580","Covington city, VA",56629
"cty36037","Genesee County, NY",56628
"cty48265","Kerr County, TX",56619
"cty36057","Montgomery County, NY",56611
"cty48347","Nacogdoches County, TX",56609
"cty30111","Yellowstone County, MT",56603
"cty22099","St. Martin Parish, LA",56603
"cty48073","Cherokee County, TX",56597
"cty18027","Daviess County, IN",56594
"cty24021","Frederick County, MD",56579
"cty28041","Greene County, MS",56564
"cty46103","Pennington County, SD",56563
"cty19129","Mills County, IA",56552
"cty49007","Carbon County, UT",56542
"cty17187","Warren County, IL",56542
"cty39075","Holmes County, OH",56535
"cty31055","Douglas County, NE",56524
"cty20055","Finney County, KS",56511
"cty21115","Johnson County, KY",56498
"cty30007","Broadwater County, MT",56498
"cty39099","Mahoning County, OH",56488
"cty29011","Barton County, MO",56487
"cty49021","Iron County, UT",56478
"cty22055","Lafayette Parish, LA",56470
"cty48157","Fort Bend County, TX",56470
"cty22123","West Carroll Parish, LA",56469
"cty39029","Columbiana County, OH",56467
"cty21225","Union County, KY",56464
"cty40055","Greer County, OK",56456
"cty22095","St. John the Baptist Parish, LA",56449
"cty17099","LaSalle County, IL",56443
"cty40079","Le Flore County, OK",56442
"cty39173","Wood County, OH",56442
"cty55125","Vilas County, WI",56437
"cty35027","Lincoln County, NM",56436
"cty49025","Kane County, UT",56435
"cty48361","Orange County, TX",56428
"cty44003","Kent County, RI",56420
"cty39081","Jefferson County, OH",56419
"cty17181","Union County, IL",56416
"cty06041","Marin County, CA",56412
"cty16023","Butte County, ID",56407
"cty09007","Middlesex County, CT",56402
"cty18049","Fulton County, IN",56395
"cty40071","Kay County, OK",56393
"cty54057","Mineral County, WV",56390
"cty08015","Chaffee County, CO",56370
"cty22053","Jefferson Davis Parish, LA",56364
"cty55025","Dane County, WI",56354
"cty05133","Sevier County, AR",56337
"cty24023","Garrett County, MD",56325
"cty30089","Sanders County, MT",56325
"cty39125","Paulding County, OH",56322
"cty06011","Colusa County, CA",56319
"cty05087","Madison County, AR",56311
"cty53025","Grant County, WA",56305
"cty47027","Clay County, TN",56280
"cty26139","Ottawa County, MI",56277
"cty50027","Windsor County, VT",56276
"cty17069","Hardin County, IL",56267
"cty48351","Newton County, TX",56262
"cty53019","Ferry County, WA",56261
"cty48469","Victoria County, TX",56261
"cty36089","St. Lawrence County, NY",56254
"cty36021","Columbia County, NY",56248
"cty48049","Brown County, TX",56248
"cty24035","Queen Anne's County, MD",56247
"cty19155","Pottawattamie County, IA",56246
"cty16063","Lincoln County, ID",56238
"cty46093","Meade County, SD",56229
"cty28147","Walthall County, MS",56229
"cty17137","Morgan County, IL",56225
"cty51683","Manassas city, VA",56220
"cty39109","Miami County, OH",56216
"cty36077","Otsego County, NY",56207
"cty05039","Dallas County, AR",56206
"cty17195","Whiteside County, IL",56200
"cty22003","Allen Parish, LA",56193
"cty44007","Providence County, RI",56182
"cty17045","Edgar County, IL",56161
"cty30031","Gallatin County, MT",56141
"cty53051","Pend Oreille County, WA",56139
"cty28023","Clarke County, MS",56133
"cty09005","Litchfield County, CT",56130
"cty40029","Coal County, OK",56126
"cty20079","Harvey County, KS",56113
"cty40147","Washington County, OK",56108
"cty26001","Alcona County, MI",56103
"cty27021","Cass County, MN",56100
"cty30049","Lewis and Clark County, MT",56100
"cty38047","Logan County, ND",56088
"cty50021","Rutland County, VT",56085
"cty20041","Dickinson County, KS",56085
"cty55067","Langlade County, WI",56079
"cty55085","Oneida County, WI",56078
"cty18057","Hamilton County, IN",56068
"cty20037","Crawford County, KS",56064
"cty29053","Cooper County, MO",56064
"cty49049","Utah County, UT",56057
"cty29201","Scott County, MO",56055
"cty16057","Latah County, ID",56055
"cty36011","Cayuga County, NY",56049
"cty55103","Richland County, WI",56047
"cty50007","Chittenden County, VT",56046
"cty16021","Boundary County, ID",56043
"cty20021","Cherokee County, KS",56038
"cty48497","Wise County, TX",56029
"cty41049","Morrow County, OR",56028
"cty39119","Muskingum County, OH",56024
"cty21105","Hickman County, KY",56021
"cty48183","Gregg County, TX",56020
"cty22045","Iberia Parish, LA",56020
"cty01061","Geneva County, AL",56018
"cty16081","Teton County, ID",56014
"cty42055","Franklin County, PA",55999
"cty29165","Platte County, MO",55998
"cty26113","Missaukee County, MI",55990
"cty29127","Marion County, MO",55977
"cty48111","Dallam County, TX",55973
"cty21179","Nelson County, KY",55970
"cty39005","Ashland County, OH",55966
"cty29183","St. Charles County, MO",55964
"cty53017","Douglas County, WA",55956
"cty35029","Luna County, NM",55955
"cty39143","Sandusky County, OH",55953
"cty33011","Hillsborough County, NH",55951
"cty05013","Calhoun County, AR",55951
"cty20155","Reno County, KS",55934
"cty48091","Comal County, TX",55933
"cty50019","Orleans County, VT",55932
"cty48085","Collin County, TX",55929
"cty17113","McLean County, IL",55925
"cty05019","Clark County, AR",55923
"cty20059","Franklin County, KS",55916
"cty21217","Taylor County, KY",55914
"cty23003","Aroostook County, ME",55912
"cty08035","Douglas County, CO",55909
"cty39167","Washington County, OH",55903
"cty37121","Mitchell County, NC",55901
"cty48321","Matagorda County, TX",55901
"cty40017","Canadian County, OK",55900
"cty18099","Marshall County, IN",55900
"cty28005","Amite County, MS",55900
"cty48339","Montgomery County, TX",55894
"cty21123","Larue County, KY",55885
"cty26119","Montmorency County, MI",55879
"cty55057","Juneau County, WI",55877
"cty18047","Franklin County, IN",55873
"cty34041","Warren County, NJ",55868
"cty09003","Hartford County, CT",55863
"cty16077","Power County, ID",55859
"cty18045","Fountain County, IN",55856
"cty48343","Morris County, TX",55848
"cty53049","Pacific County, WA",55844
"cty17037","DeKalb County, IL",55843
"cty36013","Chautauqua County, NY",55839
"cty29135","Moniteau County, MO",55838
"cty36045","Jefferson County, NY",55835
"cty17087","Johnson County, IL",55833
"cty24029","Kent County, MD",55826
"cty31117","McPherson County, NE",55825
"cty48303","Lubbock County, TX",55818
"cty18111","Newton County, IN",55811
"cty29185","St. Clair County, MO",55811
"cty47137","Pickett County, TN",55808
"cty28141","Tishomingo County, MS",55808
"cty48041","Brazos County, TX",55806
"cty05027","Columbia County, AR",55803
"cty01059","Franklin County, AL",55800
"cty51013","Arlington County, VA",55793
"cty29139","Montgomery County, MO",55793
"cty48397","Rockwall County, TX",55785
"cty39019","Carroll County, OH",55784
"cty26103","Marquette County, MI",55773
"cty08123","Weld County, CO",55773
"cty22047","Iberville Parish, LA",55770
"cty51005","Alleghany County, VA",55764
"cty18121","Parke County, IN",55764
"cty17019","Champaign County, IL",55762
"cty21027","Breckinridge County, KY",55760
"cty33015","Rockingham County, NH",55759
"cty55051","Iron County, WI",55758
"cty56001","Albany County, WY",55755
"cty29083","Henry County, MO",55749
"cty26037","Clinton County, MI",55746
"cty05009","Boone County, AR",55745
"cty29051","Cole County, MO",55738
"cty29031","Cape Girardeau County, MO",55725
"cty54087","Roane County, WV",55724
"cty36113","Warren County, NY",55724
"cty49055","Wayne County, UT",55715
"cty05141","Van Buren County, AR",55714
"cty36023","Cortland County, NY",55710
"cty17057","Fulton County, IL",55710
"cty28067","Jones County, MS",55708
"cty36019","Clinton County, NY",55708
"cty05129","Searcy County, AR",55706
"cty35009","Curry County, NM",55706
"cty51081","Greensville County, VA",55705
"cty36101","Steuben County, NY",55695
"cty42049","Erie County, PA",55692
"cty18087","LaGrange County, IN",55682
"cty01029","Cleburne County, AL",55674
"cty20073","Greenwood County, KS",55661
"cty17161","Rock Island County, IL",55658
"cty17081","Jefferson County, IL",55654
"cty37015","Bertie County, NC",55651
"cty39033","Crawford County, OH",55650
"cty22043","Grant Parish, LA",55638
"cty39063","Hancock County, OH",55633
"cty18159","Tipton County, IN",55627
"cty28129","Smith County, MS",55625
"cty17097","Lake County, IL",55624
"cty36053","Madison County, NY",55624
"cty48489","Willacy County, TX",55624
"cty29109","Lawrence County, MO",55616
"cty36081","Queens County, NY",55612
"cty18021","Clay County, IN",55612
"cty21083","Graves County, KY",55598
"cty32009","Esmeralda County, NV",55589
"cty17141","Ogle County, IL",55587
"cty36027","Dutchess County, NY",55586
"cty30045","Judith Basin County, MT",55568
"cty34015","Gloucester County, NJ",55566
"cty48031","Blanco County, TX",55563
"cty48005","Angelina County, TX",55563
"cty04011","Greenlee County, AZ",55560
"cty51199","York County, VA",55558
"cty42115","Susquehanna County, PA",55554
"cty01041","Crenshaw County, AL",55549
"cty39085","Lake County, OH",55548
"cty05011","Bradley County, AR",55546
"cty28037","Franklin County, MS",55535
"cty49019","Grand County, UT",55508
"cty30013","Cascade County, MT",55501
"cty31123","Morrill County, NE",55500
"cty55077","Marquette County, WI",55495
"cty17093","Kendall County, IL",55495
"cty48373","Polk County, TX",55489
"cty48471","Walker County, TX",55486
"cty20169","Saline County, KS",55461
"cty29133","Mississippi County, MO",55456
"cty22063","Livingston Parish, LA",55453
"cty24025","Harford County, MD",55450
"cty34029","Ocean County, NJ",55446
"cty39041","Delaware County, OH",55433
"cty40133","Seminole County, OK",55432
"cty25015","Hampshire County, MA",55425
"cty51011","Appomattox County, VA",55422
"cty36069","Ontario County, NY",55418
"cty55013","Burnett County, WI",55413
"cty21009","Barren County, KY",55407
"cty36099","Seneca County, NY",55392
"cty48225","Houston County, TX",55388
"cty53007","Chelan County, WA",55379
"cty40065","Jackson County, OK",55376
"cty32015","Lander County, NV",55376
"cty25013","Hampden County, MA",55362
"cty54029","Hancock County, WV",55359
"cty29071","Franklin County, MO",55343
"cty20099","Labette County, KS",55332
"cty36015","Chemung County, NY",55332
"cty39151","Stark County, OH",55331
"cty01129","Washington County, AL",55329
"cty50023","Washington County, VT",55326
"cty18011","Boone County, IN",55311
"cty49035","Salt Lake County, UT",55307
"cty01053","Escambia County, AL",55306
"cty18157","Tippecanoe County, IN",55305
"cty29179","Reynolds County, MO",55290
"cty44009","Washington County, RI",55285
"cty26041","Delta County, MI",55279
"cty29173","Ralls County, MO",55272
"cty54035","Jackson County, WV",55271
"cty06085","Santa Clara County, CA",55266
"cty42121","Venango County, PA",55264
"cty29007","Audrain County, MO",55262
"cty32013","Humboldt County, NV",55254
"cty20087","Jefferson County, KS",55254
"cty29111","Lewis County, MO",55250
"cty29003","Andrew County, MO",55236
"cty34017","Hudson County, NJ",55228
"cty06027","Inyo County, CA",55224
"cty48159","Franklin County, TX",55207
"cty39169","Wayne County, OH",55202
"cty17197","Will County, IL",55199
"cty48189","Hale County, TX",55197
"cty18015","Carroll County, IN",55197
"cty37041","Chowan County, NC",55193
"cty30067","Park County, MT",55191
"cty29089","Howard County, MO",55190
"cty08081","Moffat County, CO",55187
"cty36067","Onondaga County, NY",55181
"cty42023","Cameron County, PA",55180
"cty26073","Isabella County, MI",55164
"cty22069","Natchitoches Parish, LA",55164
"cty17091","Kankakee County, IL",55164
"cty48499","Wood County, TX",55163
"cty36003","Allegany County, NY",55160
"cty09009","New Haven County, CT",55159
"cty17179","Tazewell County, IL",55159
"cty55137","Waushara County, WI",55158
"cty12067","Lafayette County, FL",55154
"cty08099","Prowers County, CO",55151
"cty51091","Highland County, VA",55144
"cty29073","Gasconade County, MO",55142
"cty17055","Franklin County, IL",55134
"cty08014","Broomfield County, CO",55123
"cty17177","Stephenson County, IL",55109
"cty56021","Laramie County, WY",55104
"cty39101","Marion County, OH",55101
"cty48367","Parker County, TX",55092
"cty29039","Cedar County, MO",55078
"cty51085","Hanover County, VA",55068
"cty54009","Brooke County, WV",55060
"cty22105","Tangipahoa Parish, LA",55053
"cty47007","Bledsoe County, TN",55044
"cty36007","Broome County, NY",55024
"cty48043","Brewster County, TX",55022
"cty51570","Colonial Heights city, VA",55019
"cty48221","Hood County, TX",55011
"cty48363","Palo Pinto County, TX",55007
"cty29159","Pettis County, MO",54989
"cty32007","Elko County, NV",54981
"cty29161","Phelps County, MO",54961
"cty36051","Livingston County, NY",54958
"cty29065","Dent County, MO",54943
"cty48235","Irion County, TX",54938
"cty51077","Grayson County, VA",54927
"cty36095","Schoharie County, NY",54923
"cty39165","Warren County, OH",54922
"cty01133","Winston County, AL",54921
"cty48485","Wichita County, TX",54920
"cty39039","Defiance County, OH",54915
"cty40115","Ottawa County, OK",54914
"cty26101","Manistee County, MI",54913
"cty25001","Barnstable County, MA",54897
"cty39045","Fairfield County, OH",54895
"cty17139","Moultrie County, IL",54892
"cty08003","Alamosa County, CO",54870
"cty05095","Monroe County, AR",54861
"cty34009","Cape May County, NJ",54852
"cty17115","Macon County, IL",54850
"cty20175","Seward County, KS",54849
"cty40083","Logan County, OK",54848
"cty08089","Otero County, CO",54844
"cty24009","Calvert County, MD",54841
"cty13209","Montgomery County, GA",54837
"cty41063","Wallowa County, OR",54833
"cty08109","Saguache County, CO",54815
"cty51185","Tazewell County, VA",54814
"cty22075","Plaquemines Parish, LA",54784
"cty48273","Kleberg County, TX",54783
"cty48309","McLennan County, TX",54773
"cty18063","Hendricks County, IN",54770
"cty51183","Sussex County, VA",54763
"cty21135","Lewis County, KY",54758
"cty51019","Bedford County, VA",54752
"cty36035","Fulton County, NY",54747
"cty29085","Hickory County, MO",54746
"cty20129","Morton County, KS",54743
"cty22083","Richland Parish, LA",54739
"cty05121","Randolph County, AR",54736
"cty48429","Stephens County, TX",54734
"cty30047","Lake County, MT",54716
"cty29167","Polk County, MO",54716
