"cty","Name","College_Graduation_Rate_rP_gP_p75"
"cty29181","Ripley County, MO",0.5047
"cty16067","Minidoka County, ID",0.5047
"cty48009","Archer County, TX",0.5047
"cty45033","Dillon County, SC",0.5043
"cty27107","Norman County, MN",0.5042
"cty36045","Jefferson County, NY",0.504
"cty22061","Lincoln Parish, LA",0.5039
"cty21151","Madison County, KY",0.5039
"cty18057","Hamilton County, IN",0.5038
"cty17057","Fulton County, IL",0.5038
"cty19005","Allamakee County, IA",0.5037
"cty38055","McLean County, ND",0.5036
"cty13113","Fayette County, GA",0.5035
"cty37185","Warren County, NC",0.5033
"cty54071","Pendleton County, WV",0.503
"cty17077","Jackson County, IL",0.5029
"cty42027","Centre County, PA",0.5029
"cty54103","Wetzel County, WV",0.5028
"cty09005","Litchfield County, CT",0.5027
"cty20013","Brown County, KS",0.5026
"cty37129","New Hanover County, NC",0.5026
"cty47187","Williamson County, TN",0.5026
"cty38089","Stark County, ND",0.5026
"cty37039","Cherokee County, NC",0.5026
"cty46101","Moody County, SD",0.5025
"cty20135","Ness County, KS",0.5024
"cty36011","Cayuga County, NY",0.5023
"cty19063","Emmet County, IA",0.5023
"cty38017","Cass County, ND",0.5022
"cty39033","Crawford County, OH",0.5022
"cty47183","Weakley County, TN",0.5021
"cty30041","Hill County, MT",0.502
"cty54101","Webster County, WV",0.5019
"cty19067","Floyd County, IA",0.5018
"cty50005","Caledonia County, VT",0.5018
"cty48189","Hale County, TX",0.5017
"cty48273","Kleberg County, TX",0.5017
"cty46081","Lawrence County, SD",0.5016
"cty05133","Sevier County, AR",0.5015
"cty12073","Leon County, FL",0.5013
"cty19077","Guthrie County, IA",0.5013
"cty30013","Cascade County, MT",0.5012
"cty46099","Minnehaha County, SD",0.5011
"cty42119","Union County, PA",0.501
"cty28035","Forrest County, MS",0.5009
"cty17185","Wabash County, IL",0.5005
"cty51161","Roanoke County, VA",0.5004
"cty42033","Clearfield County, PA",0.5002
"cty38093","Stutsman County, ND",0.5001
"cty05001","Arkansas County, AR",0.5001
"cty38061","Mountrail County, ND",0.5
"cty48041","Brazos County, TX",0.4998
"cty27101","Murray County, MN",0.4997
"cty20009","Barton County, KS",0.4997
"cty29127","Marion County, MO",0.4997
"cty37063","Durham County, NC",0.4996
"cty08099","Prowers County, CO",0.4996
"cty40073","Kingfisher County, OK",0.4995
"cty46043","Douglas County, SD",0.4995
"cty17035","Cumberland County, IL",0.4995
"cty31013","Box Butte County, NE",0.4995
"cty45053","Jasper County, SC",0.4994
"cty21205","Rowan County, KY",0.4994
"cty29169","Pulaski County, MO",0.4993
"cty17131","Mercer County, IL",0.4993
"cty49021","Iron County, UT",0.4992
"cty38045","LaMoure County, ND",0.4989
"cty27033","Cottonwood County, MN",0.4989
"cty51105","Lee County, VA",0.4989
"cty29199","Scotland County, MO",0.4988
"cty34021","Mercer County, NJ",0.4988
"cty29143","New Madrid County, MO",0.4984
"cty25013","Hampden County, MA",0.4983
"cty36027","Dutchess County, NY",0.4983
"cty25007","Dukes County, MA",0.4983
"cty08015","Chaffee County, CO",0.4982
"cty42077","Lehigh County, PA",0.4981
"cty28007","Attala County, MS",0.4981
"cty51175","Southampton County, VA",0.4981
"cty13235","Pulaski County, GA",0.498
"cty21069","Fleming County, KY",0.498
"cty39083","Knox County, OH",0.4979
"cty19093","Ida County, IA",0.4979
"cty27083","Lyon County, MN",0.4978
"cty24001","Allegany County, MD",0.4978
"cty54039","Kanawha County, WV",0.4976
"cty19069","Franklin County, IA",0.4975
"cty38101","Ward County, ND",0.4974
"cty26103","Marquette County, MI",0.4974
"cty28001","Adams County, MS",0.4974
"cty47089","Jefferson County, TN",0.4974
"cty19079","Hamilton County, IA",0.4973
"cty19149","Plymouth County, IA",0.4973
"cty13083","Dade County, GA",0.4972
"cty19105","Jones County, IA",0.4968
"cty19175","Union County, IA",0.4968
"cty21175","Morgan County, KY",0.4967
"cty21185","Oldham County, KY",0.4967
"cty17023","Clark County, IL",0.4966
"cty23011","Kennebec County, ME",0.4965
"cty19033","Cerro Gordo County, IA",0.4964
"cty31019","Buffalo County, NE",0.4964
"cty13277","Tift County, GA",0.4963
"cty48383","Reagan County, TX",0.4963
"cty20107","Linn County, KS",0.4963
"cty55029","Door County, WI",0.4961
"cty38013","Burke County, ND",0.4961
"cty36013","Chautauqua County, NY",0.4959
"cty23029","Washington County, ME",0.4959
"cty29133","Mississippi County, MO",0.4959
"cty29211","Sullivan County, MO",0.4959
"cty13089","DeKalb County, GA",0.4958
"cty51001","Accomack County, VA",0.4957
"cty17005","Bond County, IL",0.4956
"cty38023","Divide County, ND",0.4955
"cty27151","Swift County, MN",0.4955
"cty42013","Blair County, PA",0.4954
"cty13243","Randolph County, GA",0.4954
"cty46109","Roberts County, SD",0.4953
"cty26061","Houghton County, MI",0.4952
"cty21073","Franklin County, KY",0.4951
"cty45081","Saluda County, SC",0.4949
"cty46089","McPherson County, SD",0.4949
"cty51119","Middlesex County, VA",0.4947
"cty05059","Hot Spring County, AR",0.4946
"cty48059","Callahan County, TX",0.4946
"cty19075","Grundy County, IA",0.4944
"cty28029","Copiah County, MS",0.4943
"cty40099","Murray County, OK",0.4942
"cty40035","Craig County, OK",0.4942
"cty42109","Snyder County, PA",0.4942
"cty51027","Buchanan County, VA",0.4941
"cty28017","Chickasaw County, MS",0.4939
"cty19123","Mahaska County, IA",0.4939
"cty51840","Winchester city, VA",0.4938
"cty31067","Gage County, NE",0.4938
"cty17189","Washington County, IL",0.4938
"cty30091","Sheridan County, MT",0.4935
"cty28071","Lafayette County, MS",0.4935
"cty17031","Cook County, IL",0.4934
"cty13071","Colquitt County, GA",0.4934
"cty13121","Fulton County, GA",0.4931
"cty37087","Haywood County, NC",0.4931
"cty36035","Fulton County, NY",0.493
"cty40095","Marshall County, OK",0.4928
"cty39137","Putnam County, OH",0.4928
"cty42081","Lycoming County, PA",0.4926
"cty17049","Effingham County, IL",0.4925
"cty48477","Washington County, TX",0.4925
"cty40049","Garvin County, OK",0.4923
"cty39087","Lawrence County, OH",0.492
"cty29205","Shelby County, MO",0.492
"cty39009","Athens County, OH",0.492
"cty21173","Montgomery County, KY",0.4919
"cty29027","Callaway County, MO",0.4917
"cty45025","Chesterfield County, SC",0.4917
"cty28159","Winston County, MS",0.4915
"cty48123","DeWitt County, TX",0.4912
"cty39061","Hamilton County, OH",0.4911
"cty41015","Curry County, OR",0.491
"cty48073","Cherokee County, TX",0.491
"cty05147","Woodruff County, AR",0.491
"cty51071","Giles County, VA",0.491
"cty35009","Curry County, NM",0.491
"cty29083","Henry County, MO",0.4909
"cty29097","Jasper County, MO",0.4908
"cty51107","Loudoun County, VA",0.4908
"cty28089","Madison County, MS",0.4908
"cty36089","St. Lawrence County, NY",0.4907
"cty36053","Madison County, NY",0.4907
"cty36041","Hamilton County, NY",0.4907
"cty48461","Upton County, TX",0.4905
"cty33005","Cheshire County, NH",0.4905
"cty19135","Monroe County, IA",0.4904
"cty42101","Philadelphia County, PA",0.4903
"cty46079","Lake County, SD",0.49
"cty05041","Desha County, AR",0.4898
"cty19059","Dickinson County, IA",0.4897
"cty38097","Traill County, ND",0.4896
"cty31157","Scotts Bluff County, NE",0.4895
"cty44007","Providence County, RI",0.4892
"cty33015","Rockingham County, NH",0.4892
"cty17097","Lake County, IL",0.4892
"cty05011","Bradley County, AR",0.489
"cty21199","Pulaski County, KY",0.4889
"cty29089","Howard County, MO",0.4889
"cty33017","Strafford County, NH",0.4888
"cty51690","Martinsville city, VA",0.4887
"cty39141","Ross County, OH",0.4887
"cty21145","McCracken County, KY",0.4886
"cty47031","Coffee County, TN",0.4886
"cty46097","Miner County, SD",0.4886
"cty13315","Wilcox County, GA",0.4885
"cty42031","Clarion County, PA",0.4885
"cty20177","Shawnee County, KS",0.4883
"cty27119","Polk County, MN",0.4882
"cty21009","Barren County, KY",0.488
"cty31011","Boone County, NE",0.488
"cty19035","Cherokee County, IA",0.488
"cty26089","Leelanau County, MI",0.4879
"cty28079","Leake County, MS",0.4878
"cty41007","Clatsop County, OR",0.4877
"cty39153","Summit County, OH",0.4877
"cty36019","Clinton County, NY",0.4877
"cty29039","Cedar County, MO",0.4877
"cty21043","Carter County, KY",0.4875
"cty13101","Echols County, GA",0.4875
"cty48503","Young County, TX",0.4874
"cty29175","Randolph County, MO",0.487
"cty51185","Tazewell County, VA",0.487
"cty21227","Warren County, KY",0.4869
"cty48159","Franklin County, TX",0.4869
"cty01049","DeKalb County, AL",0.4868
"cty13135","Gwinnett County, GA",0.4868
"cty50025","Windham County, VT",0.4868
"cty40009","Beckham County, OK",0.4867
"cty06081","San Mateo County, CA",0.4867
"cty39059","Guernsey County, OH",0.4866
"cty09013","Tolland County, CT",0.4866
"cty20111","Lyon County, KS",0.4866
"cty13287","Turner County, GA",0.4865
"cty48377","Presidio County, TX",0.4863
"cty12086","Miami-Dade County, FL",0.4861
"cty48401","Rusk County, TX",0.4861
"cty01055","Etowah County, AL",0.4859
"cty48243","Jeff Davis County, TX",0.4859
"cty08055","Huerfano County, CO",0.4859
"cty47163","Sullivan County, TN",0.4856
"cty34005","Burlington County, NJ",0.4855
"cty23001","Androscoggin County, ME",0.4853
"cty48255","Karnes County, TX",0.4852
"cty45017","Calhoun County, SC",0.4851
"cty54011","Cabell County, WV",0.4851
"cty47069","Hardeman County, TN",0.4851
"cty28085","Lincoln County, MS",0.4851
"cty34007","Camden County, NJ",0.4849
"cty42025","Carbon County, PA",0.4849
"cty51035","Carroll County, VA",0.4846
"cty22051","Jefferson Parish, LA",0.4845
"cty29201","Scott County, MO",0.4845
"cty47017","Carroll County, TN",0.4844
"cty39011","Auglaize County, OH",0.4844
"cty21239","Woodford County, KY",0.4843
"cty42103","Pike County, PA",0.4843
"cty44003","Kent County, RI",0.4842
"cty29001","Adair County, MO",0.4842
"cty39063","Hancock County, OH",0.4842
"cty55113","Sawyer County, WI",0.4841
"cty55133","Waukesha County, WI",0.4841
"cty23003","Aroostook County, ME",0.484
"cty29179","Reynolds County, MO",0.484
"cty56017","Hot Springs County, WY",0.4839
"cty26161","Washtenaw County, MI",0.4838
"cty51760","Richmond city, VA",0.4838
"cty01081","Lee County, AL",0.4836
"cty17085","Jo Daviess County, IL",0.4836
"cty36017","Chenango County, NY",0.4835
"cty50001","Addison County, VT",0.4835
"cty42019","Butler County, PA",0.4835
"cty42015","Bradford County, PA",0.4834
"cty20041","Dickinson County, KS",0.4834
"cty28115","Pontotoc County, MS",0.4832
"cty33011","Hillsborough County, NH",0.4829
"cty39081","Jefferson County, OH",0.4828
"cty39147","Seneca County, OH",0.4827
"cty31001","Adams County, NE",0.4827
"cty01047","Dallas County, AL",0.4827
"cty55035","Eau Claire County, WI",0.4826
"cty26053","Gogebic County, MI",0.4824
"cty37061","Duplin County, NC",0.4824
"cty13261","Sumter County, GA",0.4824
"cty01025","Clarke County, AL",0.4823
"cty17095","Knox County, IL",0.4822
"cty21113","Jessamine County, KY",0.4822
"cty39151","Stark County, OH",0.4821
"cty48463","Uvalde County, TX",0.4821
"cty30035","Glacier County, MT",0.482
"cty51730","Petersburg city, VA",0.482
"cty19167","Sioux County, IA",0.4819
"cty36025","Delaware County, NY",0.4818
"cty27111","Otter Tail County, MN",0.4816
"cty22123","West Carroll Parish, LA",0.4816
"cty17135","Montgomery County, IL",0.4815
"cty13279","Toombs County, GA",0.4814
"cty13073","Columbia County, GA",0.4814
"cty48303","Lubbock County, TX",0.4813
"cty29067","Douglas County, MO",0.4813
"cty29203","Shannon County, MO",0.4813
"cty37191","Wayne County, NC",0.4812
"cty19045","Clinton County, IA",0.4812
"cty01033","Colbert County, AL",0.4812
"cty36057","Montgomery County, NY",0.4811
"cty53051","Pend Oreille County, WA",0.4811
"cty31141","Platte County, NE",0.4811
"cty42095","Northampton County, PA",0.4808
"cty36123","Yates County, NY",0.4808
"cty20139","Osage County, KS",0.4808
"cty48265","Kerr County, TX",0.4806
"cty38047","Logan County, ND",0.4806
"cty35028","Los Alamos County, NM",0.4806
"cty18157","Tippecanoe County, IN",0.4805
"cty51087","Henrico County, VA",0.4804
"cty29085","Hickory County, MO",0.4804
"cty54091","Taylor County, WV",0.4803
"cty37089","Henderson County, NC",0.4802
"cty55037","Florence County, WI",0.48
"cty20055","Finney County, KS",0.4799
"cty19157","Poweshiek County, IA",0.4799
"cty48015","Austin County, TX",0.4796
"cty26041","Delta County, MI",0.4795
"cty51041","Chesterfield County, VA",0.4795
"cty28155","Webster County, MS",0.4794
"cty39085","Lake County, OH",0.4794
"cty20169","Saline County, KS",0.4793
"cty40137","Stephens County, OK",0.4791
"cty08035","Douglas County, CO",0.4791
"cty48219","Hockley County, TX",0.4791
"cty08087","Morgan County, CO",0.479
"cty39067","Harrison County, OH",0.4788
"cty36039","Greene County, NY",0.4788
"cty31055","Douglas County, NE",0.4787
"cty39073","Hocking County, OH",0.4787
"cty05051","Garland County, AR",0.4786
"cty22057","Lafourche Parish, LA",0.4786
"cty27011","Big Stone County, MN",0.4786
"cty48085","Collin County, TX",0.4784
"cty25019","Nantucket County, MA",0.4784
"cty48089","Colorado County, TX",0.4784
"cty05037","Cross County, AR",0.4784
"cty26131","Ontonagon County, MI",0.4783
"cty51081","Greensville County, VA",0.4783
"cty48485","Wichita County, TX",0.4782
"cty19053","Decatur County, IA",0.4781
"cty19127","Marshall County, IA",0.4781
"cty36031","Essex County, NY",0.4781
"cty20001","Allen County, KS",0.4776
"cty39041","Delaware County, OH",0.4776
"cty29003","Andrew County, MO",0.4776
"cty48479","Webb County, TX",0.4776
"cty37067","Forsyth County, NC",0.4774
"cty47141","Putnam County, TN",0.4774
"cty47169","Trousdale County, TN",0.4773
"cty26109","Menominee County, MI",0.4772
"cty20113","McPherson County, KS",0.4771
"cty28103","Noxubee County, MS",0.477
"cty17017","Cass County, IL",0.477
"cty48069","Castro County, TX",0.4769
"cty54025","Greenbrier County, WV",0.4769
"cty37065","Edgecombe County, NC",0.4768
"cty28061","Jasper County, MS",0.4766
"cty29063","DeKalb County, MO",0.4766
"cty13179","Liberty County, GA",0.4766
"cty18037","Dubois County, IN",0.4764
"cty53037","Kittitas County, WA",0.4763
"cty20047","Edwards County, KS",0.4761
"cty42035","Clinton County, PA",0.4759
"cty36033","Franklin County, NY",0.4758
"cty48237","Jack County, TX",0.4758
"cty39119","Muskingum County, OH",0.4758
"cty51057","Essex County, VA",0.4758
"cty42005","Armstrong County, PA",0.4758
"cty17137","Morgan County, IL",0.4756
"cty47033","Crockett County, TN",0.4756
"cty37119","Mecklenburg County, NC",0.4755
"cty45043","Georgetown County, SC",0.4755
"cty36083","Rensselaer County, NY",0.4754
"cty48141","El Paso County, TX",0.4752
"cty38035","Grand Forks County, ND",0.4751
"cty22089","St. Charles Parish, LA",0.4751
"cty33013","Merrimack County, NH",0.475
"cty37079","Greene County, NC",0.475
"cty38073","Ransom County, ND",0.4749
"cty42089","Monroe County, PA",0.4749
"cty20077","Harper County, KS",0.4749
"cty20005","Atchison County, KS",0.4748
"cty46033","Custer County, SD",0.4748
"cty13069","Coffee County, GA",0.4748
"cty36005","Bronx County, NY",0.4747
"cty51680","Lynchburg city, VA",0.4747
"cty38079","Rolette County, ND",0.4746
"cty29165","Platte County, MO",0.4746
"cty48333","Mills County, TX",0.4746
"cty51155","Pulaski County, VA",0.4745
"cty23013","Knox County, ME",0.4744
"cty29087","Holt County, MO",0.4742
"cty36003","Allegany County, NY",0.4741
"cty05073","Lafayette County, AR",0.474
"cty29045","Clark County, MO",0.474
"cty22083","Richland Parish, LA",0.474
"cty13275","Thomas County, GA",0.4739
"cty05099","Nevada County, AR",0.4736
"cty37083","Halifax County, NC",0.4734
"cty01031","Coffee County, AL",0.4734
"cty30047","Lake County, MT",0.4732
"cty12117","Seminole County, FL",0.4732
"cty46135","Yankton County, SD",0.4732
"cty20165","Rush County, KS",0.4732
"cty48371","Pecos County, TX",0.4732
"cty28075","Lauderdale County, MS",0.473
"cty40107","Okfuskee County, OK",0.4729
"cty39167","Washington County, OH",0.4728
"cty30081","Ravalli County, MT",0.4727
"cty37015","Bertie County, NC",0.4727
"cty27123","Ramsey County, MN",0.4725
"cty48017","Bailey County, TX",0.4725
"cty42121","Venango County, PA",0.4724
"cty24047","Worcester County, MD",0.4724
"cty51820","Waynesboro city, VA",0.4724
"cty37133","Onslow County, NC",0.4723
"cty54093","Tucker County, WV",0.4723
"cty35005","Chaves County, NM",0.4722
"cty51710","Norfolk city, VA",0.4722
"cty37021","Buncombe County, NC",0.4722
"cty23031","York County, ME",0.4722
"cty51700","Newport News city, VA",0.4721
"cty13219","Oconee County, GA",0.4721
"cty53047","Okanogan County, WA",0.4719
"cty28149","Warren County, MS",0.4719
"cty21105","Hickman County, KY",0.4719
"cty28081","Lee County, MS",0.4719
"cty12051","Hendry County, FL",0.4719
"cty36015","Chemung County, NY",0.4718
"cty45019","Charleston County, SC",0.4717
"cty55025","Dane County, WI",0.4716
"cty13299","Ware County, GA",0.4716
"cty49043","Summit County, UT",0.4716
"cty08005","Arapahoe County, CO",0.4715
"cty42131","Wyoming County, PA",0.4714
"cty29107","Lafayette County, MO",0.4714
"cty27027","Clay County, MN",0.4712
"cty40121","Pittsburg County, OK",0.4712
"cty23019","Penobscot County, ME",0.4712
"cty19163","Scott County, IA",0.4711
"cty05119","Pulaski County, AR",0.4711
"cty21189","Owsley County, KY",0.4711
"cty54099","Wayne County, WV",0.4709
"cty27167","Wilkin County, MN",0.4706
"cty31125","Nance County, NE",0.4705
"cty46051","Grant County, SD",0.4704
"cty05077","Lee County, AR",0.4704
"cty53049","Pacific County, WA",0.4701
"cty17107","Logan County, IL",0.4701
"cty47093","Knox County, TN",0.47
"cty36107","Tioga County, NY",0.4698
"cty01101","Montgomery County, AL",0.4697
"cty37059","Davie County, NC",0.4697
"cty09011","New London County, CT",0.4695
"cty37115","Madison County, NC",0.4695
"cty20093","Kearny County, KS",0.4695
"cty37147","Pitt County, NC",0.4695
"cty48357","Ochiltree County, TX",0.4694
"cty38069","Pierce County, ND",0.4692
"cty36117","Wayne County, NY",0.4689
"cty30097","Sweet Grass County, MT",0.4686
"cty27053","Hennepin County, MN",0.4685
"cty29109","Lawrence County, MO",0.4685
"cty54077","Preston County, WV",0.4685
"cty55053","Jackson County, WI",0.4684
"cty30043","Jefferson County, MT",0.4684
"cty38059","Morton County, ND",0.4683
"cty22055","Lafayette Parish, LA",0.4683
"cty51770","Roanoke city, VA",0.4683
"cty19051","Davis County, IA",0.4683
"cty39007","Ashtabula County, OH",0.4683
"cty17113","McLean County, IL",0.4682
"cty47001","Anderson County, TN",0.4682
"cty06057","Nevada County, CA",0.4681
"cty42117","Tioga County, PA",0.4681
"cty24005","Baltimore County, MD",0.4679
"cty13211","Morgan County, GA",0.4678
"cty08069","Larimer County, CO",0.4677
"cty56029","Park County, WY",0.4676
"cty46127","Union County, SD",0.4675
"cty54007","Braxton County, WV",0.4675
"cty22095","St. John the Baptist Parish, LA",0.4674
"cty28145","Union County, MS",0.4673
"cty36095","Schoharie County, NY",0.4673
"cty20057","Ford County, KS",0.4672
"cty08075","Logan County, CO",0.4672
"cty42115","Susquehanna County, PA",0.4671
"cty17193","White County, IL",0.4671
"cty30111","Yellowstone County, MT",0.467
"cty39133","Portage County, OH",0.467
"cty34041","Warren County, NJ",0.467
"cty45063","Lexington County, SC",0.4669
"cty27127","Redwood County, MN",0.4669
"cty47155","Sevier County, TN",0.4668
"cty19013","Black Hawk County, IA",0.4667
"cty39049","Franklin County, OH",0.4666
"cty25005","Bristol County, MA",0.4666
"cty06113","Yolo County, CA",0.4665
"cty17149","Pike County, IL",0.4665
"cty37037","Chatham County, NC",0.4665
"cty31109","Lancaster County, NE",0.4663
"cty20175","Seward County, KS",0.4663
"cty29115","Linn County, MO",0.4661
"cty23025","Somerset County, ME",0.4661
"cty18105","Monroe County, IN",0.4658
"cty37127","Nash County, NC",0.4657
"cty22023","Cameron Parish, LA",0.4657
"cty48353","Nolan County, TX",0.4656
"cty56033","Sheridan County, WY",0.4655
"cty17159","Richland County, IL",0.4653
"cty51191","Washington County, VA",0.4653
"cty41027","Hood River County, OR",0.4652
"cty06085","Santa Clara County, CA",0.4651
"cty38075","Renville County, ND",0.4651
"cty45037","Edgefield County, SC",0.465
"cty28163","Yazoo County, MS",0.4649
"cty37051","Cumberland County, NC",0.4646
"cty19193","Woodbury County, IA",0.4645
"cty37081","Guilford County, NC",0.4645
"cty08095","Phillips County, CO",0.4645
"cty48505","Zapata County, TX",0.4644
"cty17103","Lee County, IL",0.4643
"cty21203","Rockcastle County, KY",0.4642
"cty37113","Macon County, NC",0.4642
"cty24045","Wicomico County, MD",0.4642
"cty17165","Saline County, IL",0.4641
"cty47123","Monroe County, TN",0.4639
"cty54019","Fayette County, WV",0.4639
"cty36105","Sullivan County, NY",0.4639
"cty06001","Alameda County, CA",0.4638
"cty31127","Nemaha County, NE",0.4638
"cty55099","Price County, WI",0.4638
"cty39171","Williams County, OH",0.4638
"cty22067","Morehouse Parish, LA",0.4637
"cty21133","Letcher County, KY",0.4637
"cty12035","Flagler County, FL",0.4637
"cty11001","District of Columbia, DC",0.4636
"cty51005","Alleghany County, VA",0.4634
"cty13153","Houston County, GA",0.4633
"cty13029","Bryan County, GA",0.4631
"cty08089","Otero County, CO",0.4631
"cty46005","Beadle County, SD",0.4631
"cty45009","Bamberg County, SC",0.4631
"cty48449","Titus County, TX",0.4629
"cty28099","Neshoba County, MS",0.4628
"cty35049","Santa Fe County, NM",0.4628
"cty48037","Bowie County, TX",0.4628
"cty26119","Montmorency County, MI",0.4628
"cty18141","St. Joseph County, IN",0.4627
"cty34015","Gloucester County, NJ",0.4627
"cty47133","Overton County, TN",0.4626
"cty23017","Oxford County, ME",0.4626
"cty42037","Columbia County, PA",0.4626
"cty06059","Orange County, CA",0.4624
"cty17167","Sangamon County, IL",0.4624
"cty42123","Warren County, PA",0.4624
"cty27007","Beltrami County, MN",0.4622
"cty47153","Sequatchie County, TN",0.4622
"cty05107","Phillips County, AR",0.4621
"cty31079","Hall County, NE",0.4621
"cty29009","Barry County, MO",0.4621
"cty36071","Orange County, NY",0.462
"cty47181","Wayne County, TN",0.462
"cty18123","Perry County, IN",0.4619
"cty26125","Oakland County, MI",0.4618
"cty40003","Alfalfa County, OK",0.4616
"cty13269","Taylor County, GA",0.4614
"cty20125","Montgomery County, KS",0.4613
"cty53055","San Juan County, WA",0.4612
"cty29129","Mercer County, MO",0.4611
"cty21089","Greenup County, KY",0.4608
"cty28059","Jackson County, MS",0.4607
"cty37031","Carteret County, NC",0.4605
"cty36115","Washington County, NY",0.4604
"cty13027","Brooks County, GA",0.4603
"cty46071","Jackson County, SD",0.4601
"cty35035","Otero County, NM",0.4601
"cty39029","Columbiana County, OH",0.46
"cty19087","Henry County, IA",0.4599
"cty37195","Wilson County, NC",0.4598
"cty53007","Chelan County, WA",0.4597
"cty36101","Steuben County, NY",0.4597
"cty01121","Talladega County, AL",0.4597
"cty21047","Christian County, KY",0.4596
"cty17027","Clinton County, IL",0.4596
"cty18155","Switzerland County, IN",0.4596
"cty27005","Becker County, MN",0.4595
"cty48451","Tom Green County, TX",0.4595
"cty13053","Chattahoochee County, GA",0.4595
"cty01109","Pike County, AL",0.4594
"cty31059","Fillmore County, NE",0.4594
"cty55103","Richland County, WI",0.4594
"cty24041","Talbot County, MD",0.4593
"cty55017","Chippewa County, WI",0.4592
"cty24013","Carroll County, MD",0.4591
"cty47023","Chester County, TN",0.459
"cty48329","Midland County, TX",0.4589
"cty05123","St. Francis County, AR",0.4588
"cty37125","Moore County, NC",0.4587
"cty39121","Noble County, OH",0.4585
"cty13049","Charlton County, GA",0.4584
"cty36009","Cattaraugus County, NY",0.4581
"cty48465","Val Verde County, TX",0.4581
"cty20079","Harvey County, KS",0.4581
"cty33007","Coos County, NH",0.4581
"cty05113","Polk County, AR",0.458
"cty05039","Dallas County, AR",0.4579
"cty28087","Lowndes County, MS",0.4579
"cty36021","Columbia County, NY",0.4579
"cty27055","Houston County, MN",0.4578
"cty47111","Macon County, TN",0.4577
"cty26065","Ingham County, MI",0.4576
"cty23021","Piscataquis County, ME",0.4576
"cty37111","McDowell County, NC",0.4576
"cty19125","Marion County, IA",0.4575
"cty48415","Scurry County, TX",0.4575
"cty20043","Doniphan County, KS",0.4575
"cty34029","Ocean County, NJ",0.4574
"cty36063","Niagara County, NY",0.4573
"cty46057","Hamlin County, SD",0.4573
"cty45083","Spartanburg County, SC",0.4572
"cty19043","Clayton County, IA",0.4571
"cty05109","Pike County, AR",0.457
"cty17133","Monroe County, IL",0.457
"cty21111","Jefferson County, KY",0.4569
"cty45085","Sumter County, SC",0.4568
"cty12015","Charlotte County, FL",0.4568
"cty17111","McHenry County, IL",0.4568
"cty31175","Valley County, NE",0.4567
"cty48395","Robertson County, TX",0.4566
"cty51163","Rockbridge County, VA",0.4566
"cty01061","Geneva County, AL",0.4566
"cty16053","Jerome County, ID",0.4566
"cty20159","Rice County, KS",0.4565
"cty20137","Norton County, KS",0.4563
"cty38019","Cavalier County, ND",0.4561
"cty47009","Blount County, TN",0.456
"cty28121","Rankin County, MS",0.456
"cty17047","Edwards County, IL",0.456
"cty51590","Danville city, VA",0.456
"cty40089","McCurtain County, OK",0.4559
"cty08007","Archuleta County, CO",0.4559
"cty22097","St. Landry Parish, LA",0.4559
"cty17115","Macon County, IL",0.4558
"cty39101","Marion County, OH",0.4557
"cty53033","King County, WA",0.4556
"cty45045","Greenville County, SC",0.4556
"cty41067","Washington County, OR",0.4556
"cty05131","Sebastian County, AR",0.4555
"cty27067","Kandiyohi County, MN",0.4554
"cty01089","Madison County, AL",0.4553
"cty39165","Warren County, OH",0.4553
"cty30017","Custer County, MT",0.4553
"cty39055","Geauga County, OH",0.4553
"cty27061","Itasca County, MN",0.4552
"cty12011","Broward County, FL",0.4552
"cty12085","Martin County, FL",0.4552
"cty37001","Alamance County, NC",0.4551
"cty18011","Boone County, IN",0.4551
"cty12091","Okaloosa County, FL",0.4549
"cty36023","Cortland County, NY",0.4549
"cty17203","Woodford County, IL",0.4548
"cty42059","Greene County, PA",0.4547
"cty27159","Wadena County, MN",0.4547
"cty26033","Chippewa County, MI",0.4545
"cty46093","Meade County, SD",0.4544
"cty38051","McIntosh County, ND",0.4544
"cty47059","Greene County, TN",0.4544
"cty19111","Lee County, IA",0.4544
"cty27063","Jackson County, MN",0.4541
"cty18163","Vanderburgh County, IN",0.4539
"cty21049","Clark County, KY",0.4539
"cty39103","Medina County, OH",0.4539
"cty19049","Dallas County, IA",0.4537
"cty42011","Berks County, PA",0.4537
"cty27169","Winona County, MN",0.4537
"cty19153","Polk County, IA",0.4536
"cty48061","Cameron County, TX",0.4534
"cty48179","Gray County, TX",0.4534
"cty12113","Santa Rosa County, FL",0.4531
"cty19055","Delaware County, IA",0.4531
"cty55073","Marathon County, WI",0.4529
"cty17147","Piatt County, IL",0.4529
"cty21059","Daviess County, KY",0.4529
"cty18005","Bartholomew County, IN",0.4529
"cty18179","Wells County, IN",0.4529
"cty47037","Davidson County, TN",0.4528
"cty13245","Richmond County, GA",0.4528
"cty35047","San Miguel County, NM",0.4528
"cty51115","Mathews County, VA",0.4528
"cty40147","Washington County, OK",0.4527
"cty13033","Burke County, GA",0.4527
"cty34001","Atlantic County, NJ",0.4526
"cty27089","Marshall County, MN",0.4526
"cty31023","Butler County, NE",0.4526
"cty23015","Lincoln County, ME",0.4525
"cty17181","Union County, IL",0.4525
"cty29183","St. Charles County, MO",0.4524
"cty39057","Greene County, OH",0.4524
"cty29077","Greene County, MO",0.4523
"cty39173","Wood County, OH",0.4523
"cty51810","Virginia Beach city, VA",0.4522
"cty51165","Rockingham County, VA",0.4522
